Remaining Data ID,No GPS Data ID,Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Saltwater Failsafe,Iridium Command,Schedule Set,Diagnostic Dive Data,Predeployment Data,Error
305,1038,2020.10.07 07:08:04,2020.10.07 07:08:04,7.0,39.84433,18.84883,,Hit,2020.10.07 07:08:04,1,No,No,,,0 0 3213 0 0 0 0 0,No,
306,1040,2020.10.07 09:11:26,2020.10.07 09:11:26,6.0,39.84433,18.84883,,Hit,2020.10.07 09:11:26,1,No,No,,,6938 3469 3437 0 0 0 2 0,No,
307,1041,2020.10.07 09:11:38,2020.10.07 09:11:38,6.0,39.86618,18.86395,,Hit,2020.10.07 09:11:38,1,,,,,,,
308,1042,2020.10.07 09:11:45,2020.10.07 09:11:45,7.0,39.85178,18.804579999999998,,Hit,2020.10.07 09:11:45,1,,,,,,,
309,1043,2020.10.07 09:11:52,2020.10.07 09:11:52,,,,,,2020.10.07 09:11:53,1,,,07 02 35 46 32 41 41 44 39 33 2C 42 31 00,,,No,
310,1044,2020.10.07 09:11:53,2020.10.07 09:11:53,7.0,39.85178,18.804579999999998,22.0,Hit,2020.10.07 09:11:53,1,,,,,,No,
311,1047,2020.10.07 12:00:00,2020.10.07 12:00:00,,,,19.0,,2020.10.07 16:11:11,1,,,,Primary,,No,
312,1050,2020.10.07 16:11:11,2020.10.07 16:11:11,4.0,39.80227,18.78953,,Hit,2020.10.07 16:11:11,1,No,No,,,0 0 3912 1 0 0 0 0,No,
313,1055,2020.10.08 00:00:00,2020.10.08 00:00:00,,,,24.0,,2020.10.08 10:49:01,1,,,,Primary,,No,
314,1061,2020.10.08 10:49:01,2020.10.08 10:49:01,2.0,39.66108,18.700329999999997,,Hit,2020.10.08 10:49:01,1,No,No,,,4262 4262 18 3 0 0 1 0,No,
315,1063,2020.10.08 12:00:00,2020.10.08 12:00:00,,,,26.0,,2020.10.09 04:26:05,1,,,,Primary,,No,
316,1070,2020.10.09 00:00:00,2020.10.09 00:00:00,,,,24.0,,2020.10.09 04:26:05,1,,,,Primary,,No,
317,1073,2020.10.09 04:13:09,2020.10.09 04:13:09,2.0,39.59847,18.59708,,Hit,2020.10.09 04:13:09,1,,,,,,,Incomplete Transfer
318,1074,2020.10.09 04:26:05,2020.10.09 04:26:05,6.0,39.53425,18.670479999999998,,Hit,2020.10.09 04:26:05,1,No,No,,,12240 2448 2448 3 0 0 4 1,No,
319,1079,2020.10.09 12:00:00,2020.10.09 12:00:00,,,,21.0,,2020.10.10 00:48:15,1,,,,Primary,,No,
320,1085,2020.10.10 00:00:00,2020.10.10 00:00:00,,,,24.0,,2020.10.10 21:10:28,1,,,,Primary,,No,
321,1087,2020.10.10 00:48:15,2020.10.10 00:48:15,3.0,39.4426,18.44965,,Hit,2020.10.10 00:48:15,1,No,No,,,0 0 3449 3 0 0 0 0,No,
322,1094,2020.10.10 12:00:00,2020.10.10 12:00:00,,,,23.0,,2020.10.10 21:10:28,1,,,,Primary,,No,
323,1099,2020.10.10 21:10:28,2020.10.10 21:10:28,2.0,39.28658,18.59625,,Hit,2020.10.10 21:10:28,1,No,No,,,1694 1694 3384 4 0 0 0 1,No,
324,1102,2020.10.11 00:00:00,2020.10.11 00:00:00,,,,24.0,,2020.10.11 22:19:20,2,,,,Primary,,No,
325,1109,2020.10.11 12:00:00,2020.10.11 12:00:00,,,,24.0,,2020.10.11 22:19:20,2,,,,Primary,,No,
326,1115,2020.10.11 22:19:20,2020.10.11 22:19:20,12.0,39.25792,18.88955,,Hit,2020.10.11 22:19:20,1,No,No,,,25264 3158 5541 4 0 0 6 2,No,
327,1116,2020.10.11 23:23:51,2020.10.11 23:23:51,6.0,39.25105,18.7868,,Hit,2020.10.11 23:23:51,1,No,No,,,30805 3423 3727 4 0 0 7 2,No,
328,1118,2020.10.12 00:00:00,2020.10.12 00:00:00,,,,24.0,,2020.10.12 09:59:31,1,,,,Primary,,No,
329,1123,2020.10.12 09:59:31,2020.10.12 09:59:31,3.0,39.3148,18.86065,,Hit,2020.10.12 09:59:31,1,No,No,,,3646 3646 3812 2 0 0 1 0,No,
330,1126,2020.10.12 12:00:00,2020.10.12 12:00:00,,,,22.0,,2020.10.13 06:09:57,1,,,,Primary,,No,
331,1132,2020.10.13 00:00:00,2020.10.13 00:00:00,,,,24.0,,2020.10.13 06:09:57,1,,,,Primary,,No,
332,1137,2020.10.13 06:09:57,2020.10.13 06:09:57,2.0,39.3922,18.87567,,Hit,2020.10.13 06:09:57,1,No,No,,,0 0 2370 4 0 0 0 0,No,
333,1141,2020.10.13 12:00:00,2020.10.13 12:00:00,,,,20.0,,2020.10.14 00:43:54,1,,,,Primary,,No,
334,1148,2020.10.14 00:00:00,2020.10.14 00:00:00,,,,24.0,,2020.10.14 00:43:54,1,,,,Primary,,No,
335,1149,2020.10.14 00:43:54,2020.10.14 00:43:54,11.0,39.35692,18.919620000000002,,Hit,2020.10.14 00:43:54,1,No,No,,,0 0 2956 3 0 0 0 0,No,
336,1150,2020.10.14 00:44:14,2020.10.14 00:44:14,,,,,Hit,2020.10.14 00:44:14,1,,,,,,,
337,1151,2020.10.14 00:44:37,2020.10.14 00:44:37,18.0,39.35692,18.919620000000002,,Hit,2020.10.14 00:44:37,1,,,,,,,Incomplete Transfer
338,1158,2020.10.14 12:00:00,2020.10.14 12:00:00,,,,19.0,,2020.10.14 20:43:36,1,,,,Primary,,No,
339,1163,2020.10.14 20:01:50,2020.10.14 20:01:50,2.0,39.3353,18.90457,,Hit,2020.10.14 20:01:50,1,,,,,,,Incomplete Transfer
340,1164,2020.10.14 20:43:36,2020.10.14 20:43:36,8.0,39.3495,18.96353,,Hit,2020.10.14 20:43:36,1,No,No,,,10666 2667 2252 3 0 0 3 1,No,
341,1165,2020.10.14 20:44:02,2020.10.14 20:44:02,7.0,39.3353,18.90457,,Hit,2020.10.14 20:44:02,1,,,,,,,
342,1168,2020.10.15 00:00:00,2020.10.15 00:00:00,,,,24.0,,2020.10.15 12:01:50,1,,,,Primary,,No,
343,1175,2020.10.15 12:00:00,2020.10.15 12:00:00,,,,22.0,,2020.10.15 12:01:50,1,,,,Primary,,No,
344,1176,2020.10.15 12:01:50,2020.10.15 12:01:50,3.0,39.348729999999996,19.11037,,Hit,2020.10.15 12:01:50,1,No,No,,,2252 2252 3377 3 0 0 1 0,No,
345,1177,2020.10.15 12:02:00,2020.10.15 12:02:00,,,,,,2020.10.15 12:02:05,1,,,07 02 35 46 32 41 41 44 39 33 2C 42 31 00,,,No,
346,1178,2020.10.15 12:02:05,2020.10.15 12:02:05,3.0,39.348729999999996,19.11037,23.0,Hit,2020.10.15 12:02:05,1,,,,,,No,
347,1185,2020.10.16 00:00:00,2020.10.16 00:00:00,,,,24.0,,2020.10.16 10:50:20,1,,,,Primary,,No,
348,1191,2020.10.16 10:50:20,2020.10.16 10:50:20,17.0,39.4057,19.081670000000003,,Hit,2020.10.16 10:50:20,1,No,No,,,0 0 3812 3 0 0 0 0,No,
349,1193,2020.10.16 12:00:00,2020.10.16 12:00:00,,,,20.0,,2020.10.17 06:00:16,1,,,,Primary,,No,
350,1200,2020.10.17 00:00:00,2020.10.17 00:00:00,,,,24.0,,2020.10.17 06:00:16,1,,,,Primary,,No,
351,1204,2020.10.17 06:00:16,2020.10.17 06:00:16,12.0,39.4048,19.228620000000003,,Hit,2020.10.17 06:00:16,1,No,No,,,0 0 2182 4 0 0 0 0,No,
352,1207,2020.10.17 12:00:00,2020.10.17 12:00:00,,,,20.0,,2020.10.18 00:00:14,1,,,,Primary,,No,
353,1215,2020.10.18 00:00:00,2020.10.18 00:00:00,,,,20.0,,2020.10.18 00:00:14,1,,,,Primary,,No,
354,1216,2020.10.18 00:00:14,2020.10.18 00:00:14,3.0,39.48965,19.200020000000002,,Hit,2020.10.18 00:00:14,1,No,No,,,0 0 3384 3 0 0 0 0,No,
355,1223,2020.10.18 12:00:00,2020.10.18 12:00:00,,,,20.0,,2020.10.18 18:03:10,1,,,,Primary,,No,
356,1227,2020.10.18 18:03:10,2020.10.18 18:03:10,,,,,Hit,2020.10.18 18:03:10,1,No,No,,,0 0 2813 2 0 0 0 0,No,
357,1231,2020.10.19 00:00:00,2020.10.19 00:00:00,,,,23.0,,2020.10.19 15:05:59,1,,,,Primary,,No,
358,1238,2020.10.19 12:00:00,2020.10.19 12:00:00,,,,24.0,,2020.10.19 15:05:59,1,,,,Primary,,No,
359,1240,2020.10.19 15:05:59,2020.10.19 15:05:59,2.0,39.58952,19.08332,,Hit,2020.10.19 15:05:59,1,No,No,,,2994 2994 3599 3 1 0 1 0,No,
360,1246,2020.10.20 00:00:00,2020.10.20 00:00:00,,,,23.0,,2020.10.20 08:21:37,1,,,,Primary,,No,
361,1251,2020.10.20 08:21:37,2020.10.20 08:21:37,,,,,Hit,2020.10.20 08:21:37,1,No,No,,,0 0 5152 3 0 0 0 0,No,
362,1254,2020.10.20 12:00:00,2020.10.20 12:00:00,,,,22.0,,2020.10.21 05:22:40,1,,,,Primary,,No,
363,1260,2020.10.21 00:00:00,2020.10.21 00:00:00,,,,23.0,,2020.10.21 05:22:40,1,,,,Primary,,No,
364,1264,2020.10.21 05:22:40,2020.10.21 05:22:40,2.0,39.61855,18.78862,,Hit,2020.10.21 05:22:40,1,No,No,,,8426 2107 6470 3 0 0 3 1,No,
365,1265,2020.10.21 05:22:51,2020.10.21 05:22:51,2.0,39.61855,18.78862,,Hit,2020.10.21 05:22:51,1,,,,,,,
366,1269,2020.10.21 12:00:00,2020.10.21 12:00:00,,,,18.0,,2020.10.21 20:18:02,1,,,,Primary,,No,
367,1275,2020.10.21 20:18:02,2020.10.21 20:18:02,3.0,39.5489,18.58223,,Hit,2020.10.21 20:18:02,1,No,No,,,0 0 3655 3 0 0 0 0,No,
368,1277,2020.10.22 00:00:00,2020.10.22 00:00:00,,,,22.0,,2020.10.22 14:24:26,1,,,,Primary,,No,
369,1285,2020.10.22 12:00:00,2020.10.22 12:00:00,,,,18.0,,2020.10.22 14:24:26,1,,,,Primary,,No,
370,1286,2020.10.22 14:24:26,2020.10.22 14:24:26,6.0,39.40025,18.39085,,Hit,2020.10.22 14:24:26,1,No,No,,,6191 6191 6191 3 0 0 1 0,No,
371,1287,2020.10.22 14:24:41,2020.10.22 14:24:41,6.0,39.40025,18.39085,,Hit,2020.10.22 14:24:41,1,,,,,,,
372,1288,2020.10.22 14:24:52,2020.10.22 14:24:52,6.0,39.37855,18.3762,,Hit,2020.10.22 14:24:52,1,,,,,,,
373,1289,2020.10.22 14:25:04,2020.10.22 14:25:04,5.0,39.40025,18.39085,,Hit,2020.10.22 14:25:04,1,,,,,,,
374,1290,2020.10.22 14:25:15,2020.10.22 14:25:15,5.0,39.40025,18.39085,,Hit,2020.10.22 14:25:15,1,,,,,,,
375,1291,2020.10.22 14:25:24,2020.10.22 14:25:24,,,,,,2020.10.22 14:25:33,1,,,Update TPF 2020.10.22 12:03:57 00 00 35 46 32 41 41 44 39 33 2C 42 31 2C 35 46 39 31 37 35 32 44 00,,,No,
376,1292,2020.10.22 14:25:33,2020.10.22 14:25:33,5.0,39.40025,18.39085,23.0,Hit,2020.10.22 14:25:33,1,,,,,,No,
377,1296,2020.10.23 00:00:00,2020.10.23 00:00:00,,,,22.0,,2020.10.23 07:34:40,1,,,,Primary,,No,
378,1301,2020.10.23 07:34:40,2020.10.23 07:34:40,5.0,39.24422,18.2444,,Hit,2020.10.23 07:34:40,1,No,No,,,6611 6611 4840 12 2 0 1 0,No,
379,1305,2020.10.23 12:00:00,2020.10.23 12:00:00,,,,24.0,,2020.10.23 17:16:03,1,,,,Primary,,No,
380,1308,2020.10.23 17:16:03,2020.10.23 17:16:03,12.0,39.159279999999995,18.12745,,Hit,2020.10.23 17:16:03,1,No,No,,,10070 3357 70 7 0 0 1 2,No,
381,1313,2020.10.24 00:00:00,2020.10.24 00:00:00,,,,23.0,,2020.10.24 02:53:28,1,,,,Primary,,No,
382,1315,2020.10.24 02:53:28,2020.10.24 02:53:28,3.0,39.1092,17.96675,,Hit,2020.10.24 02:53:28,1,No,No,,,0 0 4760 7 0 0 0 0,No,
383,1321,2020.10.24 12:00:00,2020.10.24 12:00:00,,,,22.0,,2020.10.24 21:10:18,1,,,,Primary,,No,
384,1322,2020.10.24 12:11:03,2020.10.24 12:11:03,,,,,Hit,2020.10.24 12:11:03,1,No,No,,,0 0 9037 6 0 0 0 0,No,
385,1327,2020.10.24 21:10:18,2020.10.24 21:10:18,8.0,39.06585,17.76228,,Hit,2020.10.24 21:10:18,1,No,No,,,0 0 1079 7 1 0 0 0,No,
386,1330,2020.10.25 00:00:00,2020.10.25 00:00:00,,,,23.0,,2020.10.25 09:43:59,1,,,,Primary,,No,
387,1335,2020.10.25 09:43:59,2020.10.25 09:43:59,7.0,39.05803,17.66013,,Hit,2020.10.25 09:43:59,1,No,No,,,0 0 8630 6 0 0 0 0,No,
388,1338,2020.10.25 12:00:00,2020.10.25 12:00:00,,,,23.0,,2020.10.25 19:09:57,1,,,,Primary,,No,
389,1342,2020.10.25 19:09:57,2020.10.25 19:09:57,13.0,38.97248,17.5441,,Hit,2020.10.25 19:09:57,1,No,No,,,0 0 10720 6 0 0 0 0,No,
390,1346,2020.10.26 00:00:00,2020.10.26 00:00:00,,,,22.0,,2020.10.26 07:37:29,1,,,,Primary,,No,
391,1350,2020.10.26 07:37:29,2020.10.26 07:37:29,,,,,Hit,2020.10.26 07:37:29,1,No,No,,,0 0 5885 11 0 0 0 0,No,
392,1354,2020.10.26 12:00:00,2020.10.26 12:00:00,,,,22.0,,2020.10.26 23:40:13,1,,,,Primary,,No,
393,1360,2020.10.26 23:40:13,2020.10.26 23:40:13,,,,,Hit,2020.10.26 23:40:13,1,No,No,,,24897 2766 379 11 0 0 5 4,No,
394,1361,2020.10.27 00:00:00,2020.10.27 00:00:00,,,,22.0,,2020.10.27 08:02:14,1,,,,Primary,,No,
395,1367,2020.10.27 08:02:14,2020.10.27 08:02:14,2.0,38.737829999999995,17.38697,,Hit,2020.10.27 08:02:14,1,No,No,,,9108 9108 9108 6 1 0 1 0,No,
396,1370,2020.10.27 12:00:00,2020.10.27 12:00:00,,,,23.0,,2020.10.27 17:48:40,1,,,,Primary,,No,
397,1373,2020.10.27 17:48:40,2020.10.27 17:48:40,6.0,38.66005,17.37322,,Hit,2020.10.27 17:48:40,1,No,No,,,0 0 12064 4 0 0 0 0,No,
398,1378,2020.10.28 00:00:00,2020.10.28 00:00:00,,,,22.0,,2020.10.28 05:00:23,1,,,,Primary,,No,
399,1381,2020.10.28 05:00:23,2020.10.28 05:00:23,5.0,38.6398,17.5048,,Hit,2020.10.28 05:00:23,1,No,No,,,0 0 13 9 3 0 0 0,No,
400,1386,2020.10.28 12:00:00,2020.10.28 12:00:00,,,,22.0,,2020.10.28 15:03:31,1,,,,Primary,,No,
401,1388,2020.10.28 15:03:31,2020.10.28 15:03:31,11.0,38.52705,17.534779999999998,,Hit,2020.10.28 15:03:31,1,No,No,,,2489 830 114 8 2 0 1 2,No,
402,1394,2020.10.29 00:00:00,2020.10.29 00:00:00,,,,23.0,,2020.10.29 09:02:19,1,,,,Primary,,No,
403,1395,2020.10.29 00:04:40,2020.10.29 00:04:40,3.0,38.46482,17.7534,,Hit,2020.10.29 00:04:40,1,No,No,,,1157 1157 1157 8 0 0 1 0,No,
404,1400,2020.10.29 09:02:19,2020.10.29 09:02:19,6.0,38.3244,17.95737,,Hit,2020.10.29 09:02:19,1,No,No,,,0 0 6431 7 0 0 0 0,No,
405,1403,2020.10.29 12:00:00,2020.10.29 12:00:00,,,,24.0,,2020.10.29 19:05:22,1,,,,Primary,,No,
406,1407,2020.10.29 19:05:22,2020.10.29 19:05:22,13.0,38.23217,17.8857,,Hit,2020.10.29 19:05:22,1,No,No,,,16046 4012 2236 7 0 0 4 0,No,
407,1411,2020.10.30 00:00:00,2020.10.30 00:00:00,,,,23.0,,2020.10.30 02:48:34,2,,,,Primary,,No,
408,1413,2020.10.30 02:48:34,2020.10.30 02:48:34,6.0,38.182629999999996,17.871679999999998,,Hit,2020.10.30 02:48:34,1,No,No,,,10136 1689 47 5 0 0 5 1,No,
409,1414,2020.10.30 03:08:32,2020.10.30 03:08:32,,,,,Hit,2020.10.30 03:08:32,1,No,No,,,10183 1455 1073 5 0 0 5 2,No,
410,1420,2020.10.30 12:00:00,2020.10.30 12:00:00,,,,23.0,,2020.10.30 14:56:58,1,,,,Primary,,No,
411,1422,2020.10.30 14:56:58,2020.10.30 14:56:58,14.0,38.055170000000004,17.84368,,Hit,2020.10.30 14:56:58,1,No,No,,,0 0 6492 6 0 0 0 0,No,
412,1427,2020.10.31 00:00:00,2020.10.31 00:00:00,,,,23.0,,2020.10.31 01:44:48,1,,,,Primary,,No,
413,1429,2020.10.31 01:44:48,2020.10.31 01:44:48,2.0,37.96962,17.72905,,Hit,2020.10.31 01:44:48,1,No,No,,,0 0 3268 11 0 0 0 0,No,
414,1436,2020.10.31 12:00:00,2020.10.31 12:00:00,,,,23.0,,2020.10.31 22:25:30,1,,,,Primary,,No,
415,1438,2020.10.31 14:36:37,2020.10.31 14:36:37,,,,,Hit,2020.10.31 14:36:37,1,No,No,,,8818 4409 6598 7 0 0 2 0,No,
416,1443,2020.10.31 22:25:30,2020.10.31 22:25:30,2.0,37.9268,17.67182,,Hit,2020.10.31 22:25:30,1,No,No,,,2551 2551 2551 7 0 0 1 0,No,
417,1445,2020.11.01 00:00:00,2020.11.01 00:00:00,,,,22.0,,2020.11.01 08:33:11,1,,,,Primary,,No,
418,1450,2020.11.01 08:33:11,2020.11.01 08:33:11,3.0,37.9268,17.67182,,Hit,2020.11.01 08:33:11,1,No,No,,,4062 2031 26 7 1 0 2 0,No,
419,1453,2020.11.01 12:00:00,2020.11.01 12:00:00,,,,22.0,,2020.11.01 18:55:46,1,,,,Primary,,No,
420,1457,2020.11.01 18:55:46,2020.11.01 18:55:46,10.0,38.01047,17.49812,,Hit,2020.11.01 18:55:46,1,No,No,,,0 0 4016 6 0 0 0 0,No,
421,1461,2020.11.02 00:00:00,2020.11.02 00:00:00,,,,23.0,,2020.11.02 06:41:37,1,,,,Primary,,No,
422,1465,2020.11.02 06:41:37,2020.11.02 06:41:37,3.0,38.13682,17.38125,,Hit,2020.11.02 06:41:37,1,No,No,,,18263 6088 5260 10 0 0 1 2,No,
423,1469,2020.11.02 12:00:00,2020.11.02 12:00:00,,,,24.0,,2020.11.02 23:36:03,1,,,,Primary,,No,
424,1471,2020.11.02 14:04:48,2020.11.02 14:04:48,9.0,38.22935,17.452170000000002,,Hit,2020.11.02 14:04:48,1,No,No,,,6146 6146 7598 4 0 0 1 0,No,
425,1476,2020.11.02 23:36:03,2020.11.02 23:36:03,2.0,38.32183,17.52327,,Hit,2020.11.02 23:36:03,1,No,No,,,0 0 7591 6 0 0 0 0,No,
426,1478,2020.11.03 00:00:00,2020.11.03 00:00:00,,,,23.0,,2020.11.03 11:47:37,1,,,,Primary,,No,
427,1484,2020.11.03 11:47:37,2020.11.03 11:47:37,3.0,38.42205,17.69577,,Hit,2020.11.03 11:47:37,1,No,No,,,0 0 6566 5 1 0 0 0,No,
428,1486,2020.11.03 12:00:00,2020.11.03 12:00:00,,,,23.0,,2020.11.03 22:24:07,1,,,,Primary,,No,
429,1492,2020.11.03 22:24:07,2020.11.03 22:24:07,4.0,38.46482,17.7534,,Hit,2020.11.03 22:24:07,1,No,No,,,0 0 1808 9 1 0 0 0,No,
430,1494,2020.11.04 00:00:00,2020.11.04 00:00:00,,,,22.0,,2020.11.04 10:52:59,1,,,,Primary,,No,
431,1500,2020.11.04 10:52:59,2020.11.04 10:52:59,4.0,38.50822,17.95615,,Hit,2020.11.04 10:52:59,1,No,No,,,5030 5030 15 8 1 0 1 0,No,
432,1502,2020.11.04 12:00:00,2020.11.04 12:00:00,,,,22.0,,2020.11.05 01:15:32,1,,,,Primary,,No,
433,1509,2020.11.05 00:00:00,2020.11.05 00:00:00,,,,22.0,,2020.11.05 16:14:17,1,,,,Primary,,No,
434,1510,2020.11.05 01:15:32,2020.11.05 01:15:32,2.0,38.64997,18.04242,,Hit,2020.11.05 01:15:32,1,No,No,,,0 0 8442 5 1 0 0 0,No,
435,1517,2020.11.05 12:00:00,2020.11.05 12:00:00,,,,21.0,,2020.11.05 16:14:17,1,,,,Primary,,No,
436,1520,2020.11.05 16:14:00,2020.11.05 16:14:00,,,,,Hit,2020.11.05 16:14:00,1,,,,,,,
437,1521,2020.11.05 16:14:17,2020.11.05 16:14:17,,,,,Hit,2020.11.05 16:14:17,1,No,No,,,0 0 2334 0 0 0 0 0,No,
438,1526,2020.11.06 00:00:00,2020.11.06 00:00:00,,,,22.0,,2020.11.06 07:14:20,1,,,,Primary,,No,
439,1530,2020.11.06 07:14:20,2020.11.06 07:14:20,6.0,38.912,18.34742,,Hit,2020.11.06 07:14:20,1,No,No,,,22992 4598 6821 8 0 0 4 1,No,
440,1534,2020.11.06 12:00:00,2020.11.06 12:00:00,,,,21.0,,2020.11.06 14:31:05,1,,,,Primary,,No,
441,1536,2020.11.06 14:31:05,2020.11.06 14:31:05,3.0,39.01825,18.47878,,Hit,2020.11.06 14:31:05,1,No,No,,,0 0 5612 3 0 0 0 0,No,
442,1542,2020.11.07 00:00:00,2020.11.07 00:00:00,,,,21.0,,2020.11.07 08:53:38,1,,,,Primary,,No,
443,1543,2020.11.07 01:44:39,2020.11.07 01:44:39,2.0,38.968720000000005,18.46415,,Hit,2020.11.07 01:44:39,1,No,No,,,0 0 6717 7 0 0 0 0,No,
444,1548,2020.11.07 08:53:38,2020.11.07 08:53:38,15.0,39.0039,18.42033,,Hit,2020.11.07 08:53:38,1,No,No,,,0 0 5729 7 0 0 0 0,No,
445,1550,2020.11.07 12:00:00,2020.11.07 12:00:00,,,,19.0,,2020.11.07 19:57:22,1,,,,Primary,,No,
446,1555,2020.11.07 19:57:22,2020.11.07 19:57:22,3.0,39.06778,18.49343,,Hit,2020.11.07 19:57:22,1,No,No,,,0 0 8736 7 0 0 0 0,No,
447,1559,2020.11.08 00:00:00,2020.11.08 00:00:00,,,,21.0,,2020.11.08 05:04:13,1,,,,Primary,,No,
448,1562,2020.11.08 05:04:13,2020.11.08 05:04:13,2.0,39.11015,18.40568,,Hit,2020.11.08 05:04:13,1,No,No,,,0 0 8088 6 0 0 0 0,No,
449,1567,2020.11.08 12:00:00,2020.11.08 12:00:00,,,,18.0,,2020.11.08 14:58:26,1,,,,Primary,,No,
450,1569,2020.11.08 14:58:26,2020.11.08 14:58:26,2.0,39.16688,18.37635,,Hit,2020.11.08 14:58:26,1,No,No,,,7158 7158 7158 6 0 0 1 0,No,
451,1574,2020.11.09 00:00:00,2020.11.09 00:00:00,,,,21.0,,2020.11.09 01:05:56,1,,,,Primary,,No,
452,1576,2020.11.09 01:05:56,2020.11.09 01:05:56,3.0,39.20198,18.33238,,Hit,2020.11.09 01:05:56,1,No,No,,,2094 2094 2094 7 0 0 1 0,No,
453,1582,2020.11.09 10:26:02,2020.11.09 10:26:02,9.0,39.216429999999995,18.390970000000003,,Hit,2020.11.09 10:26:02,1,No,No,,,0 0 6921 6 0 0 0 0,No,
454,1584,2020.11.09 12:00:00,2020.11.09 12:00:00,,,,20.0,,2020.11.10 02:53:12,2,,,,Primary,,No,
455,1591,2020.11.10 00:00:00,2020.11.10 00:00:00,,,,20.0,,2020.11.10 10:28:00,1,,,,Primary,,No,
456,1593,2020.11.10 02:48:37,2020.11.10 02:48:37,2.0,39.20198,18.33238,,Hit,2020.11.10 02:48:37,1,,,,,,,Incomplete Transfer
457,1594,2020.11.10 02:53:12,2020.11.10 02:53:12,3.0,39.20915,18.2884,,Hit,2020.11.10 02:53:12,1,No,No,,,10829 10829 10829 7 0 0 1 0,No,
458,1595,2020.11.10 03:23:07,2020.11.10 03:23:07,3.0,39.20915,18.2884,,Hit,2020.11.10 03:23:07,1,No,No,,,21658 10829 1663 7 0 0 2 0,No,
459,1600,2020.11.10 10:28:00,2020.11.10 10:28:00,,,,,Hit,2020.11.10 10:28:00,1,No,No,,,0 0 5762 6 0 0 0 0,No,
460,1601,2020.11.10 12:00:00,2020.11.10 12:00:00,,,,20.0,,2020.11.11 00:38:35,1,,,,Primary,,No,
461,1609,2020.11.11 00:00:00,2020.11.11 00:00:00,,,,21.0,,2020.11.11 08:08:32,1,,,,Primary,,No,
462,1610,2020.11.11 00:38:35,2020.11.11 00:38:35,2.0,39.10263,18.157020000000003,,Hit,2020.11.11 00:38:35,1,No,No,,,8938 2235 5772 10 0 0 4 0,No,
463,1615,2020.11.11 08:08:32,2020.11.11 08:08:32,4.0,39.1097,18.11305,,Hit,2020.11.11 08:08:32,1,No,No,,,0 0 6786 6 0 0 0 0,No,
464,1618,2020.11.11 12:00:00,2020.11.11 12:00:00,,,,20.0,,2020.11.11 20:00:16,1,,,,Primary,,No,
465,1623,2020.11.11 20:00:16,2020.11.11 20:00:16,6.0,39.0386,17.9085,,Hit,2020.11.11 20:00:16,1,No,No,,,0 0 643 7 0 0 0 0,No,
466,1626,2020.11.12 00:00:00,2020.11.12 00:00:00,,,,20.0,,2020.11.12 04:39:29,1,,,,Primary,,No,
467,1629,2020.11.12 04:39:29,2020.11.12 04:39:29,2.0,39.07358,17.86448,,Hit,2020.11.12 04:39:29,1,No,No,,,0 0 8886 6 0 0 0 0,No,
468,1634,2020.11.12 12:00:00,2020.11.12 12:00:00,,,,20.0,,2020.11.12 15:00:15,1,,,,Primary,,No,
469,1636,2020.11.12 15:00:15,2020.11.12 15:00:15,3.0,39.03003,17.66013,,Hit,2020.11.12 15:00:15,1,No,No,,,0 0 8334 6 0 0 0 0,No,
470,1641,2020.11.12 22:00:28,2020.11.12 22:00:28,,,,,Hit,2020.11.12 22:00:28,1,No,No,,,0 0 21 7 0 0 0 0,No,
471,1643,2020.11.13 00:00:00,2020.11.13 00:00:00,,,,21.0,,2020.11.13 12:19:27,1,,,,Primary,,No,
472,1650,2020.11.13 12:00:00,2020.11.13 12:00:00,,,,20.0,,2020.11.13 20:04:21,1,,,,Primary,,No,
473,1651,2020.11.13 12:19:27,2020.11.13 12:19:27,3.0,39.11345,17.48375,,Hit,2020.11.13 12:19:27,1,No,No,,,0 0 8490 5 1 0 0 0,No,
474,1656,2020.11.13 20:04:21,2020.11.13 20:04:21,6.0,39.0774,17.38162,,Hit,2020.11.13 20:04:21,1,No,No,,,8843 8843 8843 6 0 0 1 0,No,
475,1658,2020.11.14 00:00:00,2020.11.14 00:00:00,,,,20.0,,2020.11.14 04:00:13,1,,,,Primary,,No,
476,1662,2020.11.14 04:00:13,2020.11.14 04:00:13,6.0,39.04893,17.411920000000002,,Hit,2020.11.14 04:00:13,1,No,No,,,0 0 6372 7 0 0 0 0,No,
477,1667,2020.11.14 12:00:00,2020.11.14 12:00:00,,,,22.0,,2020.11.14 12:00:16,1,,,,Primary,,No,
478,1668,2020.11.14 12:00:16,2020.11.14 12:00:16,3.0,38.98482,17.30992,,Hit,2020.11.14 12:00:16,1,No,No,,,0 0 14 6 0 0 0 0,No,
479,1675,2020.11.15 00:00:00,2020.11.15 00:00:00,,,,20.0,,2020.11.15 10:48:35,1,,,,Primary,,No,
480,1676,2020.11.15 01:01:56,2020.11.15 01:01:56,3.0,38.820879999999995,17.2111,,Hit,2020.11.15 01:01:56,1,No,No,,,0 0 11515 7 0 0 0 0,No,
481,1682,2020.11.15 10:48:35,2020.11.15 10:48:35,4.0,38.68678,17.22782,,Hit,2020.11.15 10:48:35,1,No,No,,,0 0 9657 5 0 0 0 0,No,
