Depth Data ID,No GPS Data ID,Acquisition Time,Acquisition Start Time,Underwater Percentage,Dive Count,Average Dive Duration,Maximum Dive Duration,Maximum Dive Depth,Layer 1 Percentage,Layer 2 Percentage,Layer 3 Percentage,Layer 4 Percentage,Layer 5 Percentage,Layer 6 Percentage,Layer 7 Percentage,Layer 8 Percentage,Layer 9 Percentage,Layer 10 Percentage,Layer 1 Dive Count,Layer 2 Dive Count,Layer 3 Dive Count,Layer 4 Dive Count,Layer 5 Dive Count,Layer 6 Dive Count,Layer 7 Dive Count,Layer 8 Dive Count,Layer 9 Dive Count,Layer 10 Dive Count
1171,2929,2020.10.15 22:00:00,2020.10.15 20:00:00,93.359%,34.0,192.0,,19.0,66.016%,1.953%,23.828%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1172,2931,2020.10.16 00:00:00,2020.10.15 22:00:00,92.578%,83.0,80.0,,1.0,87.891%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1173,2932,2020.10.16 02:00:00,2020.10.16 00:00:00,87.891%,110.0,59.0,,1.0,80.859%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1174,2933,2020.10.16 04:00:00,2020.10.16 02:00:00,90.234%,44.0,123.0,,9.0,62.109%,26.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1175,2935,2020.10.16 06:00:00,2020.10.16 04:00:00,80.078%,9.0,692.0,,95.0,35.547%,34.766%,0.391%,1.172%,1.172%,1.172%,1.953%,2.734%,1.172%,0.391%,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1176,2936,2020.10.16 08:00:00,2020.10.16 06:00:00,52.734%,5.0,620.0,,79.0,1.953%,1.172%,8.203%,6.641%,5.859%,2.734%,15.234%,11.328%,0.391%,0.391%,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1177,2937,2020.10.16 10:00:00,2020.10.16 08:00:00,81.641%,3.0,1803.0,,81.0,1.953%,1.172%,5.078%,12.891%,2.734%,2.734%,22.266%,32.422%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1178,2939,2020.10.16 12:00:00,2020.10.16 10:00:00,29.297%,1.0,2130.0,,71.0,0.391%,0.391%,2.734%,16.016%,1.953%,1.172%,6.641%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1179,2941,2020.10.16 14:00:00,2020.10.16 12:00:00,37.891%,2.0,1823.0,,79.0,0.391%,0.391%,1.172%,1.172%,1.172%,1.172%,27.734%,5.078%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1180,2942,2020.10.16 16:00:00,2020.10.16 14:00:00,86.328%,3.0,1948.0,,81.0,1.172%,1.172%,2.734%,2.734%,1.953%,1.953%,63.672%,11.328%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1181,2943,2020.10.16 18:00:00,2020.10.16 16:00:00,78.516%,3.0,1687.0,,75.0,1.172%,1.953%,23.828%,5.078%,3.516%,6.641%,33.984%,2.734%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
1182,2944,2020.10.16 20:00:00,2020.10.16 18:00:00,78.516%,7.0,1008.0,,17.0,43.359%,5.078%,29.297%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1183,2946,2020.10.16 22:00:00,2020.10.16 20:00:00,80.859%,12.0,417.0,,11.0,53.516%,26.953%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1184,2947,2020.10.17 00:00:00,2020.10.16 22:00:00,65.234%,75.0,80.0,,7.0,58.203%,1.953%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1185,2949,2020.10.17 02:00:00,2020.10.17 00:00:00,70.703%,114.0,45.0,,1.0,63.672%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1186,2950,2020.10.17 04:00:00,2020.10.17 02:00:00,70.703%,98.0,52.0,,1.0,64.453%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1187,2951,2020.10.17 06:00:00,2020.10.17 04:00:00,10.547%,12.0,21.0,,79.0,2.734%,0.391%,1.172%,1.172%,1.172%,0.391%,1.953%,1.172%,0.391%,0.391%,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1188,2953,2020.10.17 08:00:00,2020.10.17 06:00:00,83.984%,7.0,765.0,,81.0,1.953%,1.953%,17.578%,12.891%,4.297%,4.297%,26.953%,12.891%,0.391%,0.391%,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
1189,2954,2020.10.17 10:00:00,2020.10.17 08:00:00,81.641%,4.0,1701.0,,85.0,1.953%,1.953%,6.641%,3.516%,3.516%,2.734%,23.828%,37.109%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1190,2955,2020.10.17 12:00:00,2020.10.17 10:00:00,83.984%,4.0,1466.0,,87.0,7.422%,1.953%,33.203%,5.078%,1.953%,1.953%,6.641%,24.609%,0.391%,0.391%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1191,2957,2020.10.17 14:00:00,2020.10.17 12:00:00,75.391%,13.0,420.0,,77.0,35.547%,1.172%,4.297%,3.516%,3.516%,1.953%,19.141%,5.859%,0.391%,0.391%,10.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
1192,2959,2020.10.17 16:00:00,2020.10.17 14:00:00,77.734%,4.0,1432.0,,83.0,1.953%,1.953%,11.328%,4.297%,3.516%,3.516%,25.391%,26.953%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1193,2960,2020.10.17 18:00:00,2020.10.17 16:00:00,85.547%,3.0,1853.0,,71.0,1.172%,3.516%,59.766%,5.078%,1.953%,1.953%,12.109%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
1194,2961,2020.10.17 20:00:00,2020.10.17 18:00:00,85.547%,25.0,301.0,,11.0,74.609%,9.766%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,23.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1195,2962,2020.10.17 22:00:00,2020.10.17 20:00:00,87.109%,34.0,195.0,,9.0,57.422%,28.516%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,31.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1196,2964,2020.10.18 00:00:00,2020.10.17 22:00:00,83.203%,85.0,72.0,,7.0,72.266%,5.078%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,84.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1197,2965,2020.10.18 02:00:00,2020.10.18 00:00:00,40.234%,49.0,60.0,,1.0,37.109%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1198,2966,2020.10.18 04:00:00,2020.10.18 02:00:00,38.672%,41.0,68.0,,1.0,36.328%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1199,2968,2020.10.18 06:00:00,2020.10.18 04:00:00,37.109%,46.0,59.0,,1.0,34.766%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,2970,2020.10.18 08:00:00,2020.10.18 06:00:00,55.078%,5.0,743.0,,85.0,2.734%,3.516%,17.578%,8.203%,4.297%,5.859%,8.984%,3.516%,0.391%,0.391%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
1201,2971,2020.10.18 10:00:00,2020.10.18 08:00:00,44.922%,1.0,2113.0,,69.0,1.172%,0.391%,26.172%,10.547%,1.953%,1.172%,3.516%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1202,2973,2020.10.18 12:00:00,2020.10.18 10:00:00,0.391%,1.0,12.0,,1.0,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1203,2974,2020.10.18 14:00:00,2020.10.18 12:00:00,61.328%,4.0,824.0,,69.0,1.172%,0.391%,23.828%,16.797%,3.516%,1.953%,13.672%,0.391%,0.391%,0.391%,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1204,2976,2020.10.18 16:00:00,2020.10.18 14:00:00,88.672%,2.0,2928.0,,67.0,1.172%,1.172%,69.922%,12.109%,1.172%,1.172%,1.953%,0.391%,0.391%,0.391%,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1205,2977,2020.10.18 18:00:00,2020.10.18 16:00:00,90.234%,4.0,2160.0,,91.0,6.641%,1.172%,41.016%,25.391%,2.734%,1.953%,5.859%,5.078%,0.391%,0.391%,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1206,2978,2020.10.18 20:00:00,2020.10.18 18:00:00,98.828%,26.0,283.0,,3.0,96.484%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1207,2979,2020.10.18 22:00:00,2020.10.18 20:00:00,99.609%,20.0,357.0,,1.0,98.047%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1208,2980,2020.10.19 00:00:00,2020.10.18 22:00:00,99.609%,51.0,139.0,,1.0,95.703%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1209,2982,2020.10.19 02:00:00,2020.10.19 00:00:00,89.453%,13.0,437.0,,3.0,88.672%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1210,2983,2020.10.19 04:00:00,2020.10.19 02:00:00,86.328%,4.0,1612.0,,7.0,68.359%,17.578%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1211,2985,2020.10.19 06:00:00,2020.10.19 04:00:00,91.016%,17.0,402.0,,7.0,89.453%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1212,2986,2020.10.19 08:00:00,2020.10.19 06:00:00,90.234%,13.0,351.0,,83.0,3.516%,1.172%,16.016%,26.172%,13.672%,8.984%,12.891%,6.641%,0.391%,0.391%,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1213,2987,2020.10.19 10:00:00,2020.10.19 08:00:00,79.297%,6.0,1247.0,,81.0,8.203%,0.391%,5.078%,44.922%,5.859%,1.953%,8.203%,4.297%,0.391%,0.391%,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1214,2989,2020.10.19 12:00:00,2020.10.19 10:00:00,90.234%,24.0,288.0,,63.0,26.172%,1.172%,11.328%,36.328%,4.297%,5.078%,3.516%,0.391%,0.391%,0.391%,22.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1215,2990,2020.10.19 14:00:00,2020.10.19 12:00:00,88.672%,90.0,60.0,,75.0,67.578%,1.172%,0.391%,7.422%,1.172%,1.172%,2.734%,1.172%,0.391%,0.391%,88.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1216,2992,2020.10.19 16:00:00,2020.10.19 14:00:00,91.016%,10.0,398.0,,69.0,8.203%,1.172%,30.859%,35.547%,5.078%,1.172%,8.203%,0.391%,0.391%,0.391%,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1217,2993,2020.10.19 18:00:00,2020.10.19 16:00:00,91.016%,14.0,584.0,,69.0,19.141%,1.172%,25.391%,23.828%,11.328%,1.172%,7.422%,0.391%,0.391%,0.391%,11.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1218,2994,2020.10.19 20:00:00,2020.10.19 18:00:00,98.047%,16.0,533.0,,17.0,63.672%,1.172%,32.422%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1219,2995,2020.10.19 22:00:00,2020.10.19 20:00:00,98.047%,24.0,303.0,,1.0,96.484%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1220,2996,2020.10.20 00:00:00,2020.10.19 22:00:00,98.828%,28.0,253.0,,1.0,96.484%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1221,2998,2020.10.20 02:00:00,2020.10.20 00:00:00,94.922%,44.0,155.0,,3.0,91.797%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1222,2999,2020.10.20 04:00:00,2020.10.20 02:00:00,97.266%,34.0,209.0,,5.0,94.922%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1223,3001,2020.10.20 06:00:00,2020.10.20 04:00:00,86.328%,28.0,224.0,,9.0,76.172%,7.422%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1224,3002,2020.10.20 08:00:00,2020.10.20 06:00:00,88.672%,36.0,175.0,,63.0,38.672%,10.547%,26.953%,4.297%,2.734%,1.172%,1.172%,0.391%,0.391%,0.391%,34.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1225,3003,2020.10.20 10:00:00,2020.10.20 08:00:00,58.984%,12.0,334.0,,65.0,16.016%,8.203%,26.172%,3.516%,1.172%,1.172%,2.734%,0.391%,0.391%,0.391%,10.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1226,3004,2020.10.20 12:00:00,2020.10.20 10:00:00,76.953%,33.0,171.0,,73.0,43.359%,1.172%,21.484%,1.953%,1.953%,1.172%,2.734%,1.172%,0.391%,0.391%,29.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1227,3006,2020.10.20 14:00:00,2020.10.20 12:00:00,94.922%,33.0,202.0,,67.0,61.328%,1.172%,19.922%,1.172%,1.172%,2.734%,5.859%,0.391%,0.391%,0.391%,33.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1228,3008,2020.10.20 16:00:00,2020.10.20 14:00:00,89.453%,8.0,915.0,,63.0,2.734%,1.172%,3.516%,8.984%,19.922%,9.766%,43.359%,0.391%,0.391%,0.391%,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
1229,3009,2020.10.20 18:00:00,2020.10.20 16:00:00,96.484%,11.0,388.0,,61.0,19.141%,1.172%,13.672%,26.953%,19.922%,5.078%,9.766%,0.391%,0.391%,0.391%,8.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1230,3010,2020.10.20 20:00:00,2020.10.20 18:00:00,94.141%,28.0,327.0,,19.0,83.984%,0.391%,8.203%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1231,3011,2020.10.20 22:00:00,2020.10.20 20:00:00,75.391%,10.0,384.0,,47.0,10.547%,3.516%,32.422%,18.359%,7.422%,1.953%,0.391%,0.391%,0.391%,0.391%,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1232,3012,2020.10.21 00:00:00,2020.10.20 22:00:00,94.141%,4.0,1742.0,,25.0,55.859%,0.391%,16.016%,21.484%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1233,3014,2020.10.21 02:00:00,2020.10.21 00:00:00,94.922%,3.0,1422.0,,37.0,34.766%,0.391%,55.078%,3.516%,1.953%,0.391%,0.391%,0.391%,0.391%,0.391%,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,3015,2020.10.21 04:00:00,2020.10.21 02:00:00,91.016%,5.0,2082.0,,15.0,72.266%,5.078%,13.672%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1235,3017,2020.10.21 06:00:00,2020.10.21 04:00:00,91.797%,4.0,1697.0,,39.0,86.328%,0.391%,0.391%,1.172%,2.734%,0.391%,0.391%,0.391%,0.391%,0.391%,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1236,3018,2020.10.21 08:00:00,2020.10.21 06:00:00,95.703%,5.0,1283.0,,67.0,2.734%,0.391%,13.672%,30.859%,41.016%,2.734%,3.516%,0.391%,0.391%,0.391%,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1237,3019,2020.10.21 10:00:00,2020.10.21 08:00:00,93.359%,4.0,1501.0,,61.0,2.734%,2.734%,19.141%,38.672%,20.703%,1.953%,7.422%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
1238,3022,2020.10.21 12:00:00,2020.10.21 10:00:00,93.359%,16.0,507.0,,59.0,23.047%,1.172%,6.641%,48.047%,10.547%,1.172%,1.953%,0.391%,0.391%,0.391%,13.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1239,3023,2020.10.21 14:00:00,2020.10.21 12:00:00,93.359%,47.0,108.0,,63.0,37.109%,0.391%,0.391%,16.016%,24.609%,3.516%,8.203%,0.391%,0.391%,0.391%,46.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1240,3024,2020.10.21 16:00:00,2020.10.21 14:00:00,92.578%,28.0,292.0,,63.0,32.422%,1.172%,7.422%,25.391%,15.234%,2.734%,5.078%,0.391%,0.391%,0.391%,26.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1241,3027,2020.10.21 18:00:00,2020.10.21 16:00:00,97.266%,12.0,582.0,,55.0,10.547%,1.172%,25.391%,37.891%,15.234%,2.734%,2.734%,0.391%,0.391%,0.391%,9.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1242,3028,2020.10.21 20:00:00,2020.10.21 18:00:00,97.266%,31.0,233.0,,3.0,95.703%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1243,3029,2020.10.21 22:00:00,2020.10.21 20:00:00,99.609%,28.0,246.0,,1.0,97.266%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1244,3030,2020.10.22 00:00:00,2020.10.21 22:00:00,98.828%,34.0,217.0,,1.0,96.484%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1245,3032,2020.10.22 02:00:00,2020.10.22 00:00:00,98.828%,37.0,191.0,,1.0,96.484%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1246,3033,2020.10.22 04:00:00,2020.10.22 02:00:00,98.828%,47.0,149.0,,1.0,95.703%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1247,3035,2020.10.22 06:00:00,2020.10.22 04:00:00,90.234%,13.0,484.0,,33.0,51.953%,1.172%,23.828%,9.766%,3.516%,0.391%,0.391%,0.391%,0.391%,0.391%,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1248,3036,2020.10.22 08:00:00,2020.10.22 06:00:00,94.141%,3.0,2926.0,,67.0,1.172%,1.172%,3.516%,63.672%,8.984%,12.109%,4.297%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1249,3037,2020.10.22 10:00:00,2020.10.22 08:00:00,94.922%,15.0,514.0,,49.0,18.359%,0.391%,2.734%,58.984%,10.547%,2.734%,0.391%,0.391%,0.391%,0.391%,13.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1250,3039,2020.10.22 12:00:00,2020.10.22 10:00:00,97.266%,25.0,265.0,,59.0,54.297%,0.391%,15.234%,17.578%,1.172%,4.297%,1.953%,0.391%,0.391%,0.391%,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1251,3042,2020.10.22 14:00:00,2020.10.22 12:00:00,94.922%,22.0,320.0,,49.0,41.797%,0.391%,19.922%,26.172%,1.953%,1.953%,0.391%,0.391%,0.391%,0.391%,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1252,3043,2020.10.22 16:00:00,2020.10.22 14:00:00,95.703%,21.0,319.0,,53.0,41.016%,0.391%,25.391%,21.484%,2.734%,3.516%,0.391%,0.391%,0.391%,0.391%,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1253,3044,2020.10.22 18:00:00,2020.10.22 16:00:00,94.922%,6.0,1190.0,,43.0,27.734%,15.234%,25.391%,18.359%,5.859%,1.953%,0.391%,0.391%,0.391%,0.391%,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1254,3045,2020.10.22 20:00:00,2020.10.22 18:00:00,98.828%,18.0,374.0,,1.0,97.266%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1255,3046,2020.10.22 22:00:00,2020.10.22 20:00:00,93.359%,5.0,805.0,,11.0,66.797%,26.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1256,3047,2020.10.23 00:00:00,2020.10.22 22:00:00,94.141%,7.0,946.0,,47.0,48.047%,0.391%,37.891%,3.516%,2.734%,1.172%,0.391%,0.391%,0.391%,0.391%,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1257,3050,2020.10.23 02:00:00,2020.10.23 00:00:00,95.703%,3.0,2265.0,,17.0,26.953%,8.984%,60.547%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1258,3051,2020.10.23 04:00:00,2020.10.23 02:00:00,94.141%,2.0,3756.0,,19.0,39.453%,17.578%,37.109%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1259,3052,2020.10.23 06:00:00,2020.10.23 04:00:00,95.703%,4.0,2277.0,,13.0,42.578%,35.547%,17.578%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1260,3053,2020.10.23 08:00:00,2020.10.23 06:00:00,94.922%,12.0,367.0,,63.0,15.234%,1.172%,31.641%,27.734%,12.109%,3.516%,4.297%,0.391%,0.391%,0.391%,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1261,3054,2020.10.23 10:00:00,2020.10.23 08:00:00,84.766%,2.0,3798.0,,63.0,1.172%,1.172%,4.297%,26.172%,33.203%,8.984%,9.766%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1262,3055,2020.10.23 12:00:00,2020.10.23 10:00:00,93.359%,32.0,247.0,,55.0,30.078%,0.391%,2.734%,23.828%,5.078%,26.953%,1.172%,0.391%,0.391%,0.391%,31.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1263,3057,2020.10.23 14:00:00,2020.10.23 12:00:00,88.672%,89.0,72.0,,3.0,83.203%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1264,3059,2020.10.23 16:00:00,2020.10.23 14:00:00,87.109%,58.0,95.0,,49.0,42.578%,0.391%,14.453%,19.141%,4.297%,3.516%,0.391%,0.391%,0.391%,0.391%,56.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1265,3060,2020.10.23 18:00:00,2020.10.23 16:00:00,93.359%,4.0,1189.0,,61.0,1.953%,0.391%,4.297%,64.453%,6.641%,8.984%,6.641%,0.391%,0.391%,0.391%,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1266,3061,2020.10.23 20:00:00,2020.10.23 18:00:00,94.922%,7.0,1122.0,,29.0,41.797%,0.391%,3.516%,48.828%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1267,3062,2020.10.23 22:00:00,2020.10.23 20:00:00,95.703%,9.0,872.0,,25.0,50.391%,0.391%,35.547%,8.203%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
