,,,,,,,,,,,,,,,,,,,,,,,0-120 seconds,121-300 seconds,301-600 seconds,601-1800 seconds,1801-3600 seconds,3601-65535 seconds,0-20m,21-40m,41-80m,81-200m,201-500m,501-4095m,51-70m,71-90m,91-110m,111-4095m,0-20m,21-40m,41-80m,81-200m,201-500m,501-4095m,51-70m,71-90m,91-110m,111-4095m,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,Underwater Percentage,Dive Count,Average Dive Duration,Dive Duration Standard Deviation,Maximum Dive Duration,Maximum Dive Depth,Duration Limit 1 Dive Count,Duration Limit 2 Dive Count,Duration Limit 3 Dive Count,Duration Limit 4 Dive Count,Duration Limit 5 Dive Count,Duration Limit 6 Dive Count,Layer 1 Percentage,Layer 2 Percentage,Layer 3 Percentage,Layer 4 Percentage,Layer 5 Percentage,Layer 6 Percentage,Layer 7 Percentage,Layer 8 Percentage,Layer 9 Percentage,Layer 10 Percentage,Layer 1 Dive Count,Layer 2 Dive Count,Layer 3 Dive Count,Layer 4 Dive Count,Layer 5 Dive Count,Layer 6 Dive Count,Layer 7 Dive Count,Layer 8 Dive Count,Layer 9 Dive Count,Layer 10 Dive Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Saltwater Failsafe,Iridium Command,Schedule Set,Diagnostic Dive Data,Predeployment Data,Error
2020.08.16 08:34:59,2020.08.16 08:30:00,,,,2020.08.16 08:34:59,Resolved QFP,37.663765,10.922554,32S,4170249,669571,-46,,1.7,0x061A8200,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.16 18:14:25,1,,,,,Primary,,No,
2020.08.16 10:00:00,2020.08.16 08:00:00,,,,,,,,,,,,,,,,0.96484,129,54,,,97,,,,,,,0.77734,0.00391,0.01953,0.01172,0.01172,0.01172,0.01172,0.01953,0.01172,0.00391,127,0,0,0,0,0,0,0,1,0,,,2020.08.16 18:14:25,1,,,,,Primary,,No,
2020.08.16 10:19:17,2020.08.16 10:19:17,6,37.68617,10.90952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.16 10:19:17,1,No,,No,,,1654 551 703 10 2 0 0 3,No,
2020.08.16 12:00:00,2020.08.16 10:00:00,,,,,,,,,,,,,,,,0.95703,109,63,,,91,,,,,,,0.66016,0.03516,0.04297,0.03516,0.05859,0.00391,0.01172,0.01953,0.00391,0.00391,108,0,0,0,1,0,0,0,1,0,,,2020.08.16 18:14:25,1,,,,,Primary,,No,
2020.08.16 12:00:00,2020.08.16 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,2020.08.16 18:14:25,1,,,,,Primary,,No,
2020.08.16 13:19:18,2020.08.16 13:00:00,,,,2020.08.16 13:19:18,Resolved QFP,37.733648,10.92953,32S,4178016,670027,14,,1.6,0xC0300485,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.16 18:14:25,1,,,,,Primary,,No,
2020.08.16 14:00:00,2020.08.16 12:00:00,,,,,,,,,,,,,,,,0.94922,65,106,,,61,,,,,,,0.44922,0.01953,0.23828,0.07422,0.06641,0.04297,0.01953,0.00391,0.00391,0.00391,60,1,0,1,0,0,2,0,0,0,,,2020.08.16 18:14:25,1,,,,,Primary,,No,
2020.08.16 14:47:54,2020.08.16 14:30:00,,,,2020.08.16 14:47:54,Resolved QFP,37.745163,10.919863,32S,4179276,669148,3,,1.2,0x4024052D,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.16 18:14:25,1,,,,,Primary,,No,
2020.08.16 15:17:45,2020.08.16 15:00:00,,,,2020.08.16 15:17:45,Resolved QFP,37.748999,10.917378,32S,4179697,668921,0,,1.2,0x0024050D,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.16 18:14:25,1,,,,,Primary,,No,
2020.08.16 15:53:06,2020.08.16 15:30:00,,,,2020.08.16 15:53:06,Resolved QFP,37.755179,10.913662,32S,4180376,668579,7,,2.2,0x4004012C,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.16 18:14:25,1,,,,,Primary,,No,
2020.08.16 16:00:00,2020.08.16 14:00:00,,,,,,,,,,,,,,,,0.92578,13,517,,,83,,,,,,,0.13672,0.01953,0.07422,0.04297,0.03516,0.03516,0.33203,0.24609,0.00391,0.00391,9,0,0,0,0,0,0,4,0,0,,,2020.08.16 18:14:25,1,,,,,Primary,,No,
2020.08.16 16:41:43,2020.08.16 16:30:00,,,,2020.08.16 16:41:43,Resolved QFP,37.763838,10.91071,32S,4181332,668300,-1,,1.2,0x0024016A,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.17 01:26:23,1,,,,,Primary,,No,
2020.08.16 17:28:56,2020.08.16 17:00:00,,,,2020.08.16 17:28:56,Resolved QFP,37.771782,10.90946,32S,4182211,668172,6,,1.7,0x0024012E,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.17 01:26:23,1,,,,,Primary,,No,
2020.08.16 18:00:00,2020.08.16 16:00:00,,,,,,,,,,,,,,,,0.93359,38,163,,,89,,,,,,,0.33203,0.00391,0.05859,0.26172,0.08203,0.01953,0.09766,0.05859,0.00391,0.00391,36,0,0,0,0,0,0,2,0,0,,,2020.08.17 01:26:23,1,,,,,Primary,,No,
2020.08.16 18:14:25,2020.08.16 18:14:25,3,37.76903,10.87352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.16 18:14:25,1,No,,No,,,3691 1846 1403 10 6 0 2 0,No,
2020.08.16 18:47:16,2020.08.16 18:30:00,,,,2020.08.16 18:47:16,Resolved QFP,37.776491,10.910811,32S,4182736,668280,15,,1.3,0x2000117A,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.17 01:26:23,1,,,,,Primary,,No,
2020.08.16 19:13:10,2020.08.16 19:00:00,,,,2020.08.16 19:13:10,Resolved QFP,37.776665,10.912745,32S,4182759,668450,16,,1.2,0x28000172,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.17 01:26:23,1,,,,,Primary,,No,
2020.08.16 19:42:34,2020.08.16 19:30:00,,,,2020.08.16 19:42:34,Resolved QFP (Uncertain),37.779018,10.914631,32S,4183023,668611,94,,24.8,0x08000072,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.17 01:26:23,1,,,,,Primary,,No,
2020.08.16 20:00:00,2020.08.16 18:00:00,,,,,,,,,,,,,,,,0.93359,20,347,,,35,,,,,,,0.13672,0.02734,0.33984,0.30078,0.12109,0.00391,0.00391,0.00391,0.00391,0.00391,17,0,0,2,2,0,0,0,0,0,,,2020.08.17 01:26:23,1,,,,,Primary,,No,
2020.08.16 21:01:48,2020.08.16 21:00:00,,,,2020.08.16 21:01:48,Resolved QFP,37.77923,10.912859,32S,4183044,668454,29,,1.5,0x28021150,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.17 01:26:23,1,,,,,Primary,,No,
2020.08.16 22:00:00,2020.08.16 20:00:00,,,,,,,,,,,,,,,,0.91016,39,162,,,99,,,,,,,0.39453,0.04297,0.18359,0.14453,0.04297,0.01172,0.01953,0.02734,0.01172,0.00391,35,0,0,1,1,0,0,0,1,0,,,2020.08.17 01:26:23,1,,,,,Primary,,No,
2020.08.16 22:42:45,2020.08.16 22:30:00,,,,2020.08.16 22:42:45,Resolved QFP,37.770263,10.8942,32S,4182015,666831,9,,1,0x280D5010,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.17 01:26:23,1,,,,,Primary,,No,
2020.08.16 23:03:22,2020.08.16 23:00:00,,,,2020.08.16 23:03:22,Resolved QFP,37.770912,10.889054,32S,4182078,666376,8,,4.3,0x080D5000,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.17 01:26:23,1,,,,,Primary,,No,
2020.08.16 23:47:59,2020.08.16 23:30:00,,,,2020.08.16 23:47:59,Resolved QFP,37.768618,10.877632,32S,4181803,665375,10,,1.2,0x088D5A00,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.17 01:26:23,1,,,,,Primary,,No,
2020.08.17 00:00:00,2020.08.16 22:00:00,,,,,,,,,,,,,,,,0.91016,6,1054,,,103,,,,,,,0.05859,0.13672,0.39453,0.16797,0.03516,0.02734,0.04297,0.03516,0.01172,0.00391,1,1,0,1,0,0,0,2,1,0,,,2020.08.17 18:35:13,1,,,,,Primary,,No,
2020.08.17 00:00:00,2020.08.17 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,2020.08.17 18:35:13,1,,,,,Primary,,No,
2020.08.17 01:04:09,2020.08.17 01:00:00,,,,2020.08.17 01:04:09,Resolved QFP (Uncertain),37.777394,10.856789,32S,4182740,663520,10,,1,0x01854220,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.17 18:35:13,1,,,,,Primary,,No,
2020.08.17 01:26:23,2020.08.17 01:26:23,5,37.7732,10.8289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.17 01:26:23,1,No,,No,,,4129 1376 1181 13 0 0 3 0,No,
2020.08.17 02:00:00,2020.08.17 00:00:00,,,,,,,,,,,,,,,,0.90234,7,936,,,51,,,,,,,0.02734,0.03516,0.47266,0.06641,0.02734,0.18359,0.08203,0.00391,0.00391,0.00391,2,0,0,3,0,1,1,0,0,0,,,2020.08.17 18:35:13,1,,,,,Primary,,No,
2020.08.17 03:00:10,2020.08.17 03:00:00,,,,2020.08.17 03:00:10,Resolved QFP (Uncertain),37.777886,10.847758,32S,4182779,662723,35,,1.1,0x51800822,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.17 18:35:13,1,,,,,Primary,,No,
2020.08.17 04:00:00,2020.08.17 02:00:00,,,,,,,,,,,,,,,,0.95703,63,117,,,45,,,,,,,0.45703,0.01172,0.12891,0.05859,0.03516,0.22266,0.00391,0.00391,0.00391,0.00391,61,0,0,0,0,2,0,0,0,0,,,2020.08.17 18:35:13,1,,,,,Primary,,No,
2020.08.17 05:00:32,2020.08.17 05:00:00,,,,2020.08.17 05:00:32,Resolved QFP,37.805547,10.843313,32S,4185841,662271,2,,1.6,0xD3020802,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.17 18:35:13,1,,,,,Primary,,No,
2020.08.17 06:00:00,2020.08.17 04:00:00,,,,,,,,,,,,,,,,0.94922,72,95,,,45,,,,,,,0.42578,0.06641,0.11328,0.27734,0.01172,0.01953,0.00391,0.00391,0.00391,0.00391,65,2,0,3,0,2,0,0,0,0,,,2020.08.17 18:35:13,1,,,,,Primary,,No,
2020.08.17 07:00:12,2020.08.17 07:00:00,,,,2020.08.17 07:00:12,Resolved QFP,37.819965,10.849353,32S,4187451,662771,16,,0.9,0x551A8200,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.17 18:35:13,1,,,,,Primary,,No,
2020.08.17 08:00:00,2020.08.17 06:00:00,,,,,,,,,,,,,,,,0.95703,118,58,,,59,,,,,,,0.54297,0.14453,0.05859,0.05859,0.00391,0.01172,0.05078,0.00391,0.00391,0.00391,111,4,1,1,0,0,1,0,0,0,,,2020.08.17 18:35:13,1,,,,,Primary,,No,
2020.08.17 10:00:00,2020.08.17 08:00:00,,,,,,,,,,,,,,,,0.94922,108,59,,,119,,,,,,,0.51953,0.01172,0.09766,0.17578,0.01172,0.00391,0.01172,0.01172,0.01172,0.02734,105,0,0,2,0,0,0,0,0,1,,,2020.08.17 18:35:13,1,,,,,Primary,,No,
2020.08.17 12:00:00,2020.08.17 10:00:00,,,,,,,,,,,,,,,,0.94141,100,73,,,121,,,,,,,0.52734,0.01953,0.06641,0.02734,0.05859,0.05859,0.07422,0.01953,0.01172,0.01172,96,0,0,0,1,1,1,0,0,1,,,2020.08.18 06:21:03,1,,,,,Primary,,No,
2020.08.17 12:00:00,2020.08.17 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,2020.08.18 06:21:03,1,,,,,Primary,,No,
2020.08.17 14:00:00,2020.08.17 12:00:00,,,,,,,,,,,,,,,,0.94922,125,55,,,115,,,,,,,0.66797,0.01172,0.02734,0.01172,0.01172,0.01172,0.02734,0.04297,0.01953,0.03516,123,0,0,0,0,0,0,1,0,1,,,2020.08.18 06:21:03,1,,,,,Primary,,No,
2020.08.17 16:00:00,2020.08.17 14:00:00,,,,,,,,,,,,,,,,0.95703,113,55,,,121,,,,,,,0.70703,0.00391,0.02734,0.08984,0.00391,0.00391,0.01172,0.01172,0.01172,0.00391,112,0,0,0,0,0,0,0,0,1,,,2020.08.18 06:21:03,1,,,,,Primary,,No,
2020.08.17 17:02:52,2020.08.17 17:00:00,,,,2020.08.17 17:02:52,Resolved QFP,37.897351,10.74514,32S,4195862,653438,-6,,1,0x0025016A,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.18 06:21:03,1,,,,,Primary,,No,
2020.08.17 18:00:00,2020.08.17 16:00:00,,,,,,,,,,,,,,,,0.92578,44,167,,,101,,,,,,,0.27734,0.01953,0.08984,0.05078,0.03516,0.03516,0.07422,0.23828,0.06641,0.00391,39,0,0,1,0,0,0,1,3,0,,,2020.08.18 06:21:03,1,,,,,Primary,,No,
2020.08.17 18:35:13,2020.08.17 18:35:13,2,37.91447,10.7119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.17 18:35:13,1,No,,No,,,7403 925 1315 7 10 0 3 5,No,
2020.08.17 20:00:00,2020.08.17 18:00:00,,,,,,,,,,,,,,,,0.92578,48,138,,,37,,,,,,,0.55078,0.01953,0.19141,0.12891,0.01953,0.00391,0.00391,0.00391,0.00391,0.00391,46,0,1,1,1,0,0,0,0,0,,,2020.08.18 06:21:03,1,,,,,Primary,,No,
2020.08.17 22:00:00,2020.08.17 20:00:00,,,,,,,,,,,,,,,,0.93359,68,99,,,23,,,,,,,0.81641,0.01953,0.05078,0.01172,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,64,0,2,1,0,0,0,0,0,0,,,2020.08.18 06:21:03,1,,,,,Primary,,No,
2020.08.18 00:00:00,2020.08.17 22:00:00,,,,,,,,,,,,,,,,0.92578,46,143,,,15,,,,,,,0.61328,0.20703,0.07422,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,45,0,2,0,0,0,0,0,0,0,,,2020.08.18 06:21:03,1,,,,,Primary,,No,
2020.08.18 00:00:00,2020.08.18 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,2020.08.18 06:21:03,1,,,,,Primary,,No,
2020.08.18 00:00:22,2020.08.18 00:00:00,,,,2020.08.18 00:00:22,Resolved QFP,37.935533,10.762192,32S,4200127,654857,-1035,,5.4,0x000D1A00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.18 06:21:03,1,,,,,Primary,,No,
2020.08.18 02:00:00,2020.08.18 00:00:00,,,,,,,,,,,,,,,,0.96484,80,87,,,19,,,,,,,0.76172,0.02734,0.12891,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,79,0,1,0,0,0,0,0,0,0,,,2020.08.18 06:21:03,1,,,,,Primary,,No,
2020.08.18 04:00:00,2020.08.18 02:00:00,,,,,,,,,,,,,,,,0.96484,88,70,,,21,,,,,,,0.78516,0.00391,0.11328,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,87,0,0,0,0,0,0,0,0,0,,,2020.08.18 06:21:03,1,,,,,Primary,,No,
2020.08.18 05:05:55,2020.08.18 05:00:00,,,,2020.08.18 05:05:55,Resolved QFP,37.906276,10.693974,32S,4196769,648921,-51,,4.5,0x50020012,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.18 06:21:03,1,,,,,Primary,,No,
2020.08.18 06:00:00,2020.08.18 04:00:00,,,,,,,,,,,,,,,,0.91016,38,190,,,91,,,,,,,0.29297,0.05078,0.27734,0.08984,0.03516,0.03516,0.03516,0.06641,0.00391,0.00391,31,2,1,0,0,2,1,0,1,0,,,2020.08.18 06:21:03,1,,,,,Primary,,No,
2020.08.18 06:20:52,2020.08.18 06:00:00,,,,2020.08.18 06:20:52,Resolved QFP,37.906226,10.672468,32S,4196729,647030,2,,1.3,0x511A0010,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.18 18:28:22,1,,,,,Primary,,No,
2020.08.18 06:21:03,2020.08.18 06:21:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.18 06:21:03,1,No,,No,,,0 0 1426 6 6 0 0 0,No,
2020.08.18 08:00:00,2020.08.18 06:00:00,,,,,,,,,,,,,,,,0.94922,20,307,,,83,,,,,,,0.19922,0.02734,0.33203,0.08203,0.05078,0.08984,0.06641,0.08203,0.00391,0.00391,16,0,0,1,0,0,2,1,0,0,,,2020.08.18 18:28:22,1,,,,,Primary,,No,
2020.08.18 08:00:52,2020.08.18 08:00:00,,,,2020.08.18 08:00:52,Resolved QFP,37.920637,10.647811,32S,4198290,644834,30,,1.6,0x061A8280,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.18 18:28:22,1,,,,,Primary,,No,
2020.08.18 10:00:00,2020.08.18 08:00:00,,,,,,,,,,,,,,,,0.93359,51,139,,,95,,,,,,,0.48828,0.06641,0.05859,0.02734,0.01953,0.02734,0.05859,0.14453,0.02734,0.00391,47,1,0,0,0,0,1,1,1,0,,,2020.08.18 18:28:22,1,,,,,Primary,,No,
2020.08.18 10:10:20,2020.08.18 10:00:00,,,,2020.08.18 10:10:20,Resolved QFP,37.944339,10.6187,32S,4200875,642230,1,,1.4,0x84088680,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.18 18:28:22,1,,,,,Primary,,No,
2020.08.18 11:00:14,2020.08.18 11:00:00,,,,2020.08.18 11:00:14,Resolved QFP,37.952944,10.613793,32S,4201822,641782,-1,,1.2,0x84108681,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.18 18:28:22,1,,,,,Primary,,No,
2020.08.18 12:00:00,2020.08.18 10:00:00,,,,,,,,,,,,,,,,0.94141,45,155,,,87,,,,,,,0.42578,0.01172,0.14453,0.03516,0.02734,0.01953,0.09766,0.14453,0.00391,0.00391,42,0,0,0,0,0,0,3,0,0,,,2020.08.18 18:28:22,1,,,,,Primary,,No,
2020.08.18 12:00:00,2020.08.18 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,2020.08.18 18:28:22,1,,,,,Primary,,No,
2020.08.18 13:16:48,2020.08.18 13:00:00,,,,2020.08.18 13:16:48,Resolved QFP,37.966251,10.609191,32S,4203292,641352,9,,1,0x48310488,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.18 18:28:22,1,,,,,Primary,,No,
2020.08.18 14:00:00,2020.08.18 12:00:00,,,,,,,,,,,,,,,,0.92578,52,134,,,85,,,,,,,0.41797,0.01172,0.05078,0.03516,0.02734,0.03516,0.25391,0.06641,0.00391,0.00391,49,0,0,0,0,0,0,3,0,0,,,2020.08.18 18:28:22,1,,,,,Primary,,No,
2020.08.18 15:16:19,2020.08.18 15:00:00,,,,2020.08.18 15:16:19,Resolved QFP,37.970686,10.60911,32S,4203784,641336,24,,1.4,0x4021012D,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.18 18:28:22,1,,,,,Primary,,No,
2020.08.18 16:00:00,2020.08.18 14:00:00,,,,,,,,,,,,,,,,0.92578,56,118,,,73,,,,,,,0.48828,0.00391,0.06641,0.03516,0.01953,0.02734,0.23828,0.01953,0.00391,0.00391,54,0,0,0,0,0,1,1,0,0,,,2020.08.18 18:28:22,1,,,,,Primary,,No,
2020.08.18 16:17:05,2020.08.18 16:00:00,,,,2020.08.18 16:17:05,Resolved QFP,37.972771,10.609061,32S,4204015,641328,-4,,2,0x0025012C,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.18 18:28:22,1,,,,,Primary,,No,
2020.08.18 18:00:00,2020.08.18 16:00:00,,,,,,,,,,,,,,,,0.90234,32,207,,,71,,,,,,,0.26172,0.02734,0.07422,0.03516,0.03516,0.04297,0.40234,0.00391,0.00391,0.00391,27,1,0,0,0,0,3,1,0,0,,,2020.08.19 06:07:07,1,,,,,Primary,,No,
2020.08.18 18:28:22,2020.08.18 18:28:22,2,37.97292,10.63085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.18 18:28:22,1,No,,No,,,0 0 1715 7 4 0 0 0,No,
2020.08.18 18:28:46,2020.08.18 18:00:00,,,,2020.08.18 18:28:46,Resolved QFP,37.97867,10.613078,32S,4204676,641670,17,,1.4,0x20008172,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.19 06:07:07,1,,,,,Primary,,No,
2020.08.18 20:00:00,2020.08.18 18:00:00,,,,,,,,,,,,,,,,0.95703,51,135,,,45,,,,,,,0.47266,0.02734,0.20703,0.06641,0.12891,0.01172,0.00391,0.00391,0.00391,0.00391,49,0,1,0,0,1,0,0,0,0,,,2020.08.19 06:07:07,1,,,,,Primary,,No,
2020.08.18 22:00:00,2020.08.18 20:00:00,,,,,,,,,,,,,,,,0.94922,123,56,,,1,,,,,,,0.87109,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,124,0,0,0,0,0,0,0,0,0,,,2020.08.19 06:07:07,1,,,,,Primary,,No,
2020.08.18 22:00:06,2020.08.18 22:00:00,,,,2020.08.18 22:00:06,Resolved QFP,37.9778,10.614031,32S,4204581,641755,22,,1.1,0x28095010,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.19 06:07:07,1,,,,,Primary,,No,
2020.08.19 00:00:00,2020.08.18 22:00:00,,,,,,,,,,,,,,,,0.94141,97,66,,,17,,,,,,,0.69922,0.05078,0.12891,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,95,0,1,0,0,0,0,0,0,0,,,2020.08.19 06:07:07,1,,,,,Primary,,No,
2020.08.19 00:00:00,2020.08.19 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,2020.08.19 06:07:07,1,,,,,Primary,,No,
2020.08.19 01:00:34,2020.08.19 01:00:00,,,,2020.08.19 01:00:34,Resolved QFP (Uncertain),37.984485,10.600694,32S,4205302,640571,15,,0.8,0x81851A22,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.19 06:07:07,1,,,,,Primary,,No,
2020.08.19 02:00:00,2020.08.19 00:00:00,,,,,,,,,,,,,,,,0.92578,55,128,,,17,,,,,,,0.49609,0.16016,0.23047,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,51,0,4,0,0,0,0,0,0,0,,,2020.08.19 06:07:07,1,,,,,Primary,,No,
2020.08.19 04:00:00,2020.08.19 02:00:00,,,,,,,,,,,,,,,,0.94922,112,62,,,11,,,,,,,0.69922,0.14453,0.03516,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,110,0,2,0,0,0,0,0,0,0,,,2020.08.19 06:07:07,1,,,,,Primary,,No,
2020.08.19 05:12:46,2020.08.19 05:00:00,,,,2020.08.19 05:12:46,Resolved QFP,37.984391,10.572494,32S,4205250,638094,-2,,1.6,0x52020810,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.19 06:07:07,1,,,,,Primary,,No,
2020.08.19 06:00:00,2020.08.19 04:00:00,,,,,,,,,,,,,,,,0.62891,45,92,,,71,,,,,,,0.31641,0.01172,0.12109,0.05859,0.01953,0.01953,0.06641,0.00391,0.00391,0.00391,43,0,0,0,0,0,2,0,0,0,,,2020.08.19 06:07:07,1,,,,,Primary,,No,
2020.08.19 06:06:56,2020.08.19 06:00:00,,,,2020.08.19 06:06:56,Resolved QFP,37.986951,10.571009,32S,4205531,637959,18,,0.8,0x570A8010,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.19 14:14:11,1,,,,,Primary,,No,
2020.08.19 06:07:07,2020.08.19 06:07:07,7,38.00542,10.58605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.19 06:07:07,1,No,,No,,,0 0 796 11 2 0 0 0,No,
2020.08.19 07:09:10,2020.08.19 07:00:00,,,,2020.08.19 07:09:10,Resolved QFP,37.992676,10.566063,32S,4206159,637514,15,,0.9,0x571A8200,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.19 14:14:11,1,,,,,Primary,,No,
2020.08.19 08:00:00,2020.08.19 06:00:00,,,,,,,,,,,,,,,,0.91016,5,1158,,,65,,,,,,,0.01953,0.01172,0.23828,0.21484,0.19922,0.12109,0.09766,0.00391,0.00391,0.00391,0,0,0,1,1,1,3,0,0,0,,,2020.08.19 14:14:11,1,,,,,Primary,,No,
2020.08.19 08:00:04,2020.08.19 08:00:00,,,,2020.08.19 08:00:04,Resolved QFP,38.001714,10.563018,32S,4207158,637230,21,,1.2,0x141A8280,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.19 14:14:11,1,,,,,Primary,,No,
2020.08.19 09:01:52,2020.08.19 09:00:00,,,,2020.08.19 09:01:52,Resolved QFP,38.013664,10.557254,32S,4208475,636701,-1,,1.3,0x061A8680,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.19 14:14:11,1,,,,,Primary,,No,
2020.08.19 10:00:00,2020.08.19 08:00:00,,,,,,,,,,,,,,,,0.93359,44,156,,,67,,,,,,,0.27734,0.01953,0.34766,0.18359,0.01172,0.01953,0.03516,0.00391,0.00391,0.00391,39,0,0,2,1,0,1,0,0,0,,,2020.08.19 14:14:11,1,,,,,Primary,,No,
2020.08.19 11:13:46,2020.08.19 11:00:00,,,,2020.08.19 11:13:46,Resolved QFP,38.040448,10.5433,32S,4211427,635427,7,,1.1,0x8C308685,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.19 14:14:11,1,,,,,Primary,,No,
2020.08.19 12:00:00,2020.08.19 10:00:00,,,,,,,,,,,,,,,,0.87891,31,184,,,89,,,,,,,0.23828,0.06641,0.06641,0.02734,0.03516,0.02734,0.26172,0.13672,0.00391,0.00391,28,0,0,0,0,0,1,2,0,0,,,2020.08.19 14:14:11,1,,,,,Primary,,No,
2020.08.19 12:00:00,2020.08.19 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,2020.08.19 14:14:11,1,,,,,Primary,,No,
