Remaining Data ID,No GPS Data ID,Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Saltwater Failsafe,Iridium Command,Schedule Set,Diagnostic Dive Data,Predeployment Data,Error
51,105,2020.07.11 18:59:49,2020.07.11 18:59:49,4.0,37.69362,16.095,,Hit,2020.07.11 18:59:49,1,No,No,,,583 583 76 19 14 0 0 1,No,
52,106,2020.07.11 18:59:49,2020.07.11 18:59:49,4.0,37.69362,16.095,,Hit,2020.07.11 18:59:49,1,No,No,,,583 583 76 19 14 0 0 1,No,
53,109,2020.07.11 21:34:23,2020.07.11 21:34:23,2.0,37.69362,16.095,,Hit,2020.07.11 21:34:23,1,No,No,,,667 667 667 6 0 0 1 0,No,
54,110,2020.07.11 21:34:23,2020.07.11 21:34:23,2.0,37.69362,16.095,,Hit,2020.07.11 21:34:23,1,No,No,,,667 667 667 6 0 0 1 0,No,
55,113,2020.07.12 00:00:00,2020.07.12 00:00:00,,,,27.0,,2020.07.12 12:40:24,1,,,,Primary,,No,
56,116,2020.07.12 00:00:00,2020.07.12 00:00:00,,,,27.0,,2020.07.12 12:40:24,1,,,,Primary,,No,
57,127,2020.07.12 12:00:00,2020.07.12 12:00:00,,,,31.0,,2020.07.12 14:00:16,1,,,,Primary,,No,
58,129,2020.07.12 12:00:00,2020.07.12 12:00:00,,,,31.0,,2020.07.12 14:00:16,1,,,,Primary,,No,
59,131,2020.07.12 12:40:24,2020.07.12 12:40:24,3.0,37.58518,15.97028,,Hit,2020.07.12 12:40:24,1,No,No,,,4068 581 724 23 6 0 2 5,No,
60,132,2020.07.12 12:40:24,2020.07.12 12:40:24,3.0,37.58518,15.97028,,Hit,2020.07.12 12:40:24,1,No,No,,,4068 581 724 23 6 0 2 5,No,
61,135,2020.07.12 14:00:16,2020.07.12 14:00:16,4.0,37.59122,15.92672,,Hit,2020.07.12 14:00:16,1,No,No,,,0 0 15 4 0 0 0 0,No,
62,136,2020.07.12 14:00:16,2020.07.12 14:00:16,4.0,37.59122,15.92672,,Hit,2020.07.12 14:00:16,1,No,No,,,0 0 15 4 0 0 0 0,No,
63,141,2020.07.12 18:30:24,2020.07.12 18:30:24,4.0,37.59122,15.92672,,Hit,2020.07.12 18:30:24,1,No,No,,,0 0 67 9 0 0 0 0,No,
64,142,2020.07.12 18:30:24,2020.07.12 18:30:24,4.0,37.59122,15.92672,,Hit,2020.07.12 18:30:24,1,No,No,,,0 0 67 9 0 0 0 0,No,
65,147,2020.07.12 23:39:57,2020.07.12 23:39:57,2.0,37.59725,15.88313,,Hit,2020.07.12 23:39:57,1,No,No,,,982 491 491 10 0 0 1 1,No,
66,148,2020.07.12 23:39:57,2020.07.12 23:39:57,2.0,37.59725,15.88313,,Hit,2020.07.12 23:39:57,1,No,No,,,982 491 491 10 0 0 1 1,No,
67,150,2020.07.13 00:00:00,2020.07.13 00:00:00,,,,27.0,,2020.07.13 05:04:35,1,,,,Primary,,No,
68,151,2020.07.13 00:00:00,2020.07.13 00:00:00,,,,27.0,,2020.07.13 05:04:35,1,,,,Primary,,No,
69,157,2020.07.13 05:04:35,2020.07.13 05:04:35,3.0,37.60327,15.83953,,Hit,2020.07.13 05:04:35,1,No,No,,,625 625 625 10 1 0 1 0,No,
70,158,2020.07.13 05:04:35,2020.07.13 05:04:35,3.0,37.60327,15.83953,,Hit,2020.07.13 05:04:35,1,No,No,,,625 625 625 10 1 0 1 0,No,
71,165,2020.07.13 11:14:38,2020.07.13 11:14:38,13.0,37.60327,15.83953,,Hit,2020.07.13 11:14:38,1,No,No,,,0 0 958 11 1 0 0 0,No,
72,166,2020.07.13 11:14:38,2020.07.13 11:14:38,13.0,37.60327,15.83953,,Hit,2020.07.13 11:14:38,1,No,No,,,0 0 958 11 1 0 0 0,No,
73,167,2020.07.13 12:00:00,2020.07.13 12:00:00,,,,29.0,,2020.07.13 15:23:47,1,,,,Primary,,No,
74,169,2020.07.13 12:00:00,2020.07.13 12:00:00,,,,29.0,,2020.07.13 15:23:47,1,,,,Primary,,No,
75,173,2020.07.13 15:23:47,2020.07.13 15:23:47,26.0,37.54727,16.20042,,Hit,2020.07.13 15:23:47,1,No,No,,,1149 1149 1149 8 0 0 1 0,No,
76,174,2020.07.13 15:23:47,2020.07.13 15:23:47,26.0,37.54727,16.20042,,Hit,2020.07.13 15:23:47,1,No,No,,,1149 1149 1149 8 0 0 1 0,No,
77,181,2020.07.13 21:36:17,2020.07.13 21:36:17,4.0,37.68428,15.66495,,Hit,2020.07.13 21:36:17,1,No,No,,,0 0 1698 10 3 0 0 0,No,
78,182,2020.07.13 21:36:17,2020.07.13 21:36:17,4.0,37.68428,15.66495,,Hit,2020.07.13 21:36:17,1,No,No,,,0 0 1698 10 3 0 0 0,No,
79,186,2020.07.14 00:00:00,2020.07.14 00:00:00,,,,26.0,,2020.07.14 03:05:30,1,,,,Primary,,No,
80,187,2020.07.14 00:00:00,2020.07.14 00:00:00,,,,26.0,,2020.07.14 03:05:30,1,,,,Primary,,No,
81,191,2020.07.14 03:05:30,2020.07.14 03:05:30,,,,,Hit,2020.07.14 03:05:30,1,No,No,,,3360 560 1123 11 0 0 1 5,No,
82,192,2020.07.14 03:05:30,2020.07.14 03:05:30,,,,,Hit,2020.07.14 03:05:30,1,No,No,,,3360 560 1123 11 0 0 1 5,No,
83,197,2020.07.14 07:00:17,2020.07.14 07:00:17,5.0,37.72468,15.57755,,Hit,2020.07.14 07:00:17,1,No,No,,,0 0 683 8 0 0 0 0,No,
84,198,2020.07.14 07:00:17,2020.07.14 07:00:17,5.0,37.72468,15.57755,,Hit,2020.07.14 07:00:17,1,No,No,,,0 0 683 8 0 0 0 0,No,
85,203,2020.07.14 11:30:30,2020.07.14 11:30:30,8.0,37.7365,15.49007,,Hit,2020.07.14 11:30:30,1,No,No,,,0 0 38 9 0 0 0 0,No,
86,204,2020.07.14 11:30:30,2020.07.14 11:30:30,8.0,37.7365,15.49007,,Hit,2020.07.14 11:30:30,1,No,No,,,0 0 38 9 0 0 0 0,No,
87,205,2020.07.14 12:00:00,2020.07.14 12:00:00,,,,28.0,,2020.07.15 00:36:01,1,,,,Primary,,No,
88,208,2020.07.14 12:00:00,2020.07.14 12:00:00,,,,28.0,,2020.07.15 00:36:01,1,,,,Primary,,No,
89,219,2020.07.15 00:00:00,2020.07.15 00:00:00,,,,27.0,,2020.07.15 07:31:30,1,,,,Primary,,No,
90,220,2020.07.15 00:00:00,2020.07.15 00:00:00,,,,27.0,,2020.07.15 07:31:30,1,,,,Primary,,No,
91,223,2020.07.15 00:36:01,2020.07.15 00:36:01,2.0,37.81478,15.50222,,Hit,2020.07.15 00:36:01,1,No,No,,,1080 540 1725 18 7 0 0 2,No,
92,224,2020.07.15 00:36:01,2020.07.15 00:36:01,2.0,37.81478,15.50222,,Hit,2020.07.15 00:36:01,1,No,No,,,1080 540 1725 18 7 0 0 2,No,
93,231,2020.07.15 07:31:30,2020.07.15 07:31:30,3.0,37.77445,15.58975,,Hit,2020.07.15 07:31:30,1,No,No,,,0 0 80 11 4 0 0 0,No,
94,232,2020.07.15 07:31:30,2020.07.15 07:31:30,3.0,37.77445,15.58975,,Hit,2020.07.15 07:31:30,1,No,No,,,0 0 80 11 4 0 0 0,No,
95,239,2020.07.15 12:00:00,2020.07.15 12:00:00,,,,28.0,,2020.07.15 14:30:17,1,,,,Primary,,No,
96,240,2020.07.15 12:00:00,2020.07.15 12:00:00,,,,28.0,,2020.07.15 14:30:17,1,,,,Primary,,No,
97,243,2020.07.15 14:30:17,2020.07.15 14:30:17,2.0,37.82423,15.60197,,Hit,2020.07.15 14:30:17,1,No,No,,,0 0 84 9 5 0 0 0,No,
98,244,2020.07.15 14:30:17,2020.07.15 14:30:17,2.0,37.82423,15.60197,,Hit,2020.07.15 14:30:17,1,No,No,,,0 0 84 9 5 0 0 0,No,
99,253,2020.07.15 22:00:21,2020.07.15 22:00:21,8.0,37.87402,15.6142,,Hit,2020.07.15 22:00:21,1,No,No,,,0 0 13 11 4 0 0 0,No,
100,254,2020.07.15 22:00:21,2020.07.15 22:00:21,8.0,37.87402,15.6142,,Hit,2020.07.15 22:00:21,1,No,No,,,0 0 13 11 4 0 0 0,No,
101,255,2020.07.16 00:00:00,2020.07.16 00:00:00,,,,26.0,,2020.07.17 02:19:14,1,,,,Primary,,No,
102,256,2020.07.16 00:00:00,2020.07.16 00:00:00,,,,26.0,,2020.07.17 02:19:14,1,,,,Primary,,No,
103,270,2020.07.16 12:00:00,2020.07.16 12:00:00,,,,28.0,,2020.07.17 02:19:08,1,,,,Primary,,No,
104,271,2020.07.16 12:00:00,2020.07.16 12:00:00,,,,28.0,,2020.07.17 02:19:08,1,,,,Primary,,No,
105,285,2020.07.17 00:00:00,2020.07.17 00:00:00,,,,26.0,,2020.07.17 19:19:27,1,,,,Primary,,No,
106,286,2020.07.17 00:00:00,2020.07.17 00:00:00,,,,26.0,,2020.07.17 19:19:27,1,,,,Primary,,No,
107,289,2020.07.17 02:19:08,2020.07.17 02:19:08,2.0,37.92715,15.77027,,Hit,2020.07.17 02:19:08,1,No,No,,,5547 616 958 33 23 0 0 9,No,
108,290,2020.07.17 02:19:08,2020.07.17 02:19:08,2.0,37.92715,15.77027,,Hit,2020.07.17 02:19:08,1,No,No,,,5547 616 958 33 23 0 0 9,No,
109,291,2020.07.17 02:19:14,2020.07.17 02:19:14,2.0,37.92715,15.77027,,Hit,2020.07.17 02:19:14,1,No,No,,,0 0 958 0 0 0 0 0,No,
110,292,2020.07.17 02:19:14,2020.07.17 02:19:14,2.0,37.92715,15.77027,,Hit,2020.07.17 02:19:14,1,No,No,,,0 0 958 0 0 0 0 0,No,
111,301,2020.07.17 12:00:00,2020.07.17 12:00:00,,,,28.0,,2020.07.18 00:32:36,1,,,,Primary,,No,
112,304,2020.07.17 12:00:00,2020.07.17 12:00:00,,,,28.0,,2020.07.18 00:32:36,1,,,,Primary,,No,
113,311,2020.07.17 19:19:27,2020.07.17 19:19:27,,,,,Hit,2020.07.17 19:19:27,1,No,No,,,645 323 44 19 15 0 0 2,No,
114,312,2020.07.17 19:19:27,2020.07.17 19:19:27,,,,,Hit,2020.07.17 19:19:27,1,No,No,,,645 323 44 19 15 0 0 2,No,
115,318,2020.07.18 00:00:00,2020.07.18 00:00:00,,,,27.0,,2020.07.18 08:45:11,1,,,,Primary,,No,
116,319,2020.07.18 00:00:00,2020.07.18 00:00:00,,,,27.0,,2020.07.18 08:45:11,1,,,,Primary,,No,
117,321,2020.07.18 00:32:36,2020.07.18 00:32:36,,,,,Hit,2020.07.18 00:32:36,1,No,No,,,5412 541 1503 9 1 0 2 8,No,
118,322,2020.07.18 00:32:36,2020.07.18 00:32:36,,,,,Hit,2020.07.18 00:32:36,1,No,No,,,5412 541 1503 9 1 0 2 8,No,
119,331,2020.07.18 08:45:11,2020.07.18 08:45:11,9.0,37.96175,16.05798,,Hit,2020.07.18 08:45:11,1,No,No,,,5736 717 1057 9 6 0 1 7,No,
120,332,2020.07.18 08:45:11,2020.07.18 08:45:11,9.0,37.96175,16.05798,,Hit,2020.07.18 08:45:11,1,No,No,,,5736 717 1057 9 6 0 1 7,No,
121,336,2020.07.18 12:00:00,2020.07.18 12:00:00,,,,27.0,,2020.07.18 14:40:34,1,,,,Primary,,No,
122,337,2020.07.18 12:00:00,2020.07.18 12:00:00,,,,27.0,,2020.07.18 14:40:34,1,,,,Primary,,No,
123,341,2020.07.18 14:40:34,2020.07.18 14:40:34,2.0,37.91202,16.0454,,Hit,2020.07.18 14:40:34,1,No,No,,,2252 2252 1256 9 3 0 1 0,No,
124,342,2020.07.18 14:40:34,2020.07.18 14:40:34,2.0,37.91202,16.0454,,Hit,2020.07.18 14:40:34,1,No,No,,,2252 2252 1256 9 3 0 1 0,No,
125,347,2020.07.18 18:46:03,2020.07.18 18:46:03,2.0,37.91202,16.0454,,Hit,2020.07.18 18:46:03,1,No,No,,,0 0 1053 8 0 0 0 0,No,
126,348,2020.07.18 18:46:03,2020.07.18 18:46:03,2.0,37.91202,16.0454,,Hit,2020.07.18 18:46:03,1,No,No,,,0 0 1053 8 0 0 0 0,No,
127,354,2020.07.19 00:00:00,2020.07.19 00:00:00,,,,26.0,,2020.07.19 02:42:27,1,,,,Primary,,No,
128,356,2020.07.19 00:00:00,2020.07.19 00:00:00,,,,26.0,,2020.07.19 02:42:27,1,,,,Primary,,No,
129,359,2020.07.19 02:42:27,2020.07.19 02:42:27,9.0,37.91202,16.0454,,Hit,2020.07.19 02:42:27,1,No,No,,,0 0 2031 15 0 0 0 0,No,
130,360,2020.07.19 02:42:27,2020.07.19 02:42:27,9.0,37.91202,16.0454,,Hit,2020.07.19 02:42:27,1,No,No,,,0 0 2031 15 0 0 0 0,No,
131,367,2020.07.19 08:54:51,2020.07.19 08:54:51,,,,,Hit,2020.07.19 08:54:51,1,No,No,,,0 0 1912 10 0 0 0 0,No,
132,368,2020.07.19 08:54:51,2020.07.19 08:54:51,,,,,Hit,2020.07.19 08:54:51,1,No,No,,,0 0 1912 10 0 0 0 0,No,
133,372,2020.07.19 12:00:00,2020.07.19 12:00:00,,,,27.0,,2020.07.19 12:36:51,1,,,,Primary,,No,
134,374,2020.07.19 12:00:00,2020.07.19 12:00:00,,,,27.0,,2020.07.19 12:36:51,1,,,,Primary,,No,
135,375,2020.07.19 12:36:51,2020.07.19 12:36:51,8.0,37.90588,16.08913,,Hit,2020.07.19 12:36:51,1,No,No,,,0 0 1617 8 0 0 0 0,No,
136,376,2020.07.19 12:36:51,2020.07.19 12:36:51,8.0,37.90588,16.08913,,Hit,2020.07.19 12:36:51,1,No,No,,,0 0 1617 8 0 0 0 0,No,
137,381,2020.07.19 16:03:03,2020.07.19 16:03:03,4.0,37.91202,16.0454,,Hit,2020.07.19 16:03:03,1,No,No,,,0 0 1778 7 0 0 0 0,No,
138,382,2020.07.19 16:03:03,2020.07.19 16:03:03,4.0,37.91202,16.0454,,Hit,2020.07.19 16:03:03,1,No,No,,,0 0 1778 7 0 0 0 0,No,
139,387,2020.07.19 21:49:39,2020.07.19 21:49:39,2.0,37.91202,16.0454,,Hit,2020.07.19 21:49:39,1,No,No,,,0 0 1302 11 0 0 0 0,No,
140,388,2020.07.19 21:49:39,2020.07.19 21:49:39,2.0,37.91202,16.0454,,Hit,2020.07.19 21:49:39,1,No,No,,,0 0 1302 11 0 0 0 0,No,
141,392,2020.07.20 00:00:00,2020.07.20 00:00:00,,,,26.0,,2020.07.20 03:15:06,1,,,,Primary,,No,
142,394,2020.07.20 00:00:00,2020.07.20 00:00:00,,,,26.0,,2020.07.20 03:15:06,1,,,,Primary,,No,
143,397,2020.07.20 03:15:06,2020.07.20 03:15:06,3.0,37.93332,16.05798,,Hit,2020.07.20 03:15:06,1,No,No,,,21 21 1256 8 0 0 0 1,No,
144,398,2020.07.20 03:15:06,2020.07.20 03:15:06,3.0,37.93332,16.05798,,Hit,2020.07.20 03:15:06,1,No,No,,,21 21 1256 8 0 0 0 1,No,
145,403,2020.07.20 07:56:44,2020.07.20 07:56:44,3.0,37.91202,16.0454,,Hit,2020.07.20 07:56:44,1,No,No,,,0 0 1797 10 0 0 0 0,No,
146,404,2020.07.20 07:56:44,2020.07.20 07:56:44,3.0,37.91202,16.0454,,Hit,2020.07.20 07:56:44,1,No,No,,,0 0 1797 10 0 0 0 0,No,
147,409,2020.07.20 12:00:00,2020.07.20 12:00:00,,,,26.0,,2020.07.20 12:10:04,1,,,,Primary,,No,
148,410,2020.07.20 12:00:00,2020.07.20 12:00:00,,,,26.0,,2020.07.20 12:10:04,1,,,,Primary,,No,
149,413,2020.07.20 12:10:04,2020.07.20 12:10:04,4.0,37.90588,16.08913,,Hit,2020.07.20 12:10:04,1,No,No,,,0 0 1911 8 0 0 0 0,No,
150,414,2020.07.20 12:10:04,2020.07.20 12:10:04,4.0,37.90588,16.08913,,Hit,2020.07.20 12:10:04,1,No,No,,,0 0 1911 8 0 0 0 0,No,
151,421,2020.07.20 18:00:21,2020.07.20 18:00:21,3.0,37.91202,16.0454,,Hit,2020.07.20 18:00:21,1,No,No,,,0 0 511 9 3 0 0 0,No,
152,422,2020.07.20 18:00:21,2020.07.20 18:00:21,3.0,37.91202,16.0454,,Hit,2020.07.20 18:00:21,1,No,No,,,0 0 511 9 3 0 0 0,No,
153,428,2020.07.21 00:00:00,2020.07.21 00:00:00,,,,26.0,,2020.07.21 05:26:15,1,,,,Primary,,No,
154,429,2020.07.21 00:00:00,2020.07.21 00:00:00,,,,26.0,,2020.07.21 05:26:15,1,,,,Primary,,No,
155,435,2020.07.21 05:26:15,2020.07.21 05:26:15,3.0,37.96175,16.05798,,Hit,2020.07.21 05:26:15,1,No,No,,,5056 1264 1639 20 1 0 0 4,No,
156,436,2020.07.21 05:26:15,2020.07.21 05:26:15,3.0,37.96175,16.05798,,Hit,2020.07.21 05:26:15,1,No,No,,,5056 1264 1639 20 1 0 0 4,No,
157,441,2020.07.21 09:27:43,2020.07.21 09:27:43,2.0,37.95562,16.10175,,Hit,2020.07.21 09:27:43,1,No,No,,,4310 1437 1821 9 0 0 2 1,No,
158,442,2020.07.21 09:27:43,2020.07.21 09:27:43,2.0,37.95562,16.10175,,Hit,2020.07.21 09:27:43,1,No,No,,,4310 1437 1821 9 0 0 2 1,No,
159,447,2020.07.21 12:00:00,2020.07.21 12:00:00,,,,26.0,,2020.07.21 14:41:16,1,,,,Primary,,No,
160,448,2020.07.21 12:00:00,2020.07.21 12:00:00,,,,26.0,,2020.07.21 14:41:16,1,,,,Primary,,No,
161,451,2020.07.21 14:41:16,2020.07.21 14:41:16,8.0,37.92102,16.14548,,Hit,2020.07.21 14:41:16,1,No,No,,,3943 657 1586 9 1 0 1 5,No,
162,452,2020.07.21 14:41:16,2020.07.21 14:41:16,8.0,37.92102,16.14548,,Hit,2020.07.21 14:41:16,1,No,No,,,3943 657 1586 9 1 0 1 5,No,
163,459,2020.07.21 20:30:18,2020.07.21 20:30:18,4.0,37.95562,16.10175,,Hit,2020.07.21 20:30:18,1,No,No,,,0 0 43 8 0 0 0 0,No,
164,460,2020.07.21 20:30:18,2020.07.21 20:30:18,4.0,37.95562,16.10175,,Hit,2020.07.21 20:30:18,1,No,No,,,0 0 43 8 0 0 0 0,No,
165,464,2020.07.22 00:00:00,2020.07.22 00:00:00,,,,26.0,,2020.07.22 05:59:27,1,,,,Primary,,No,
166,465,2020.07.22 00:00:00,2020.07.22 00:00:00,,,,26.0,,2020.07.22 05:59:27,1,,,,Primary,,No,
167,471,2020.07.22 05:59:27,2020.07.22 05:59:27,4.0,37.95562,16.10175,,Hit,2020.07.22 05:59:27,1,No,No,,,8431 843 1577 18 0 0 0 10,No,
168,472,2020.07.22 05:59:27,2020.07.22 05:59:27,4.0,37.95562,16.10175,,Hit,2020.07.22 05:59:27,1,No,No,,,8431 843 1577 18 0 0 0 10,No,
169,475,2020.07.22 07:39:19,2020.07.22 07:39:19,3.0,37.93332,16.05798,,Hit,2020.07.22 07:39:19,1,No,No,,,0 0 1321 4 0 0 0 0,No,
170,476,2020.07.22 07:39:19,2020.07.22 07:39:19,3.0,37.93332,16.05798,,Hit,2020.07.22 07:39:19,1,No,No,,,0 0 1321 4 0 0 0 0,No,
171,481,2020.07.22 12:00:00,2020.07.22 12:00:00,,,,28.0,,2020.07.23 00:24:43,1,,,,Primary,,No,
172,483,2020.07.22 12:00:00,2020.07.22 12:00:00,,,,28.0,,2020.07.23 00:24:43,1,,,,Primary,,No,
173,485,2020.07.22 12:22:41,2020.07.22 12:22:41,4.0,37.95562,16.10175,,Hit,2020.07.22 12:22:41,1,No,No,,,0 0 1594 9 0 0 0 0,No,
174,486,2020.07.22 12:22:41,2020.07.22 12:22:41,4.0,37.95562,16.10175,,Hit,2020.07.22 12:22:41,1,No,No,,,0 0 1594 9 0 0 0 0,No,
