Remaining Data ID,No GPS Data ID,Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Saltwater Failsafe,Iridium Command,Schedule Set,Diagnostic Dive Data,Predeployment Data,Error
175,498,2020.07.23 00:00:00,2020.07.23 00:00:00,,,,26.0,,2020.07.23 04:38:20,1,,,,Primary,,No,
176,500,2020.07.23 00:00:00,2020.07.23 00:00:00,,,,26.0,,2020.07.23 04:38:20,1,,,,Primary,,No,
177,501,2020.07.23 00:24:36,2020.07.23 00:24:36,3.0,37.94657,16.00165,,Hit,2020.07.23 00:24:36,1,No,No,,,1965 328 881 22 1 0 0 6,No,
178,502,2020.07.23 00:24:36,2020.07.23 00:24:36,3.0,37.94657,16.00165,,Hit,2020.07.23 00:24:36,1,No,No,,,1965 328 881 22 1 0 0 6,No,
179,503,2020.07.23 00:24:43,2020.07.23 00:24:43,3.0,37.96175,16.05798,,Hit,2020.07.23 00:24:43,1,No,No,,,0 0 881 0 0 0 0 0,No,
180,504,2020.07.23 00:24:43,2020.07.23 00:24:43,3.0,37.96175,16.05798,,Hit,2020.07.23 00:24:43,1,No,No,,,0 0 881 0 0 0 0 0,No,
181,509,2020.07.23 04:38:20,2020.07.23 04:38:20,6.0,37.92717,16.10175,,Hit,2020.07.23 04:38:20,1,No,No,,,4205 701 1175 8 0 0 2 4,No,
182,510,2020.07.23 04:38:20,2020.07.23 04:38:20,6.0,37.92717,16.10175,,Hit,2020.07.23 04:38:20,1,No,No,,,4205 701 1175 8 0 0 2 4,No,
183,513,2020.07.23 07:40:53,2020.07.23 07:40:53,4.0,37.92717,16.10175,,Hit,2020.07.23 07:40:53,1,No,No,,,0 0 1711 7 0 0 0 0,No,
184,514,2020.07.23 07:40:53,2020.07.23 07:40:53,4.0,37.92717,16.10175,,Hit,2020.07.23 07:40:53,1,No,No,,,0 0 1711 7 0 0 0 0,No,
185,519,2020.07.23 11:30:39,2020.07.23 11:30:39,3.0,37.95562,16.10175,,Hit,2020.07.23 11:30:39,1,No,No,,,0 0 1598 8 0 0 0 0,No,
186,520,2020.07.23 11:30:39,2020.07.23 11:30:39,3.0,37.95562,16.10175,,Hit,2020.07.23 11:30:39,1,No,No,,,0 0 1598 8 0 0 0 0,No,
187,521,2020.07.23 12:00:00,2020.07.23 12:00:00,,,,27.0,,2020.07.23 22:22:50,1,,,,Primary,,No,
188,523,2020.07.23 12:00:00,2020.07.23 12:00:00,,,,27.0,,2020.07.23 22:22:50,1,,,,Primary,,No,
189,535,2020.07.23 22:22:50,2020.07.23 22:22:50,2.0,37.95562,16.10175,,Hit,2020.07.23 22:22:50,1,No,No,,,855 855 844 14 7 0 0 1,No,
190,536,2020.07.23 22:22:50,2020.07.23 22:22:50,2.0,37.95562,16.10175,,Hit,2020.07.23 22:22:50,1,No,No,,,855 855 844 14 7 0 0 1,No,
191,537,2020.07.23 23:21:49,2020.07.23 23:21:49,3.0,37.93332,16.05798,,Hit,2020.07.23 23:21:49,1,,,,,,,
192,538,2020.07.23 23:21:49,2020.07.23 23:21:49,3.0,37.93332,16.05798,,Hit,2020.07.23 23:21:49,1,,,,,,,
193,540,2020.07.24 00:00:00,2020.07.24 00:00:00,,,,27.0,,2020.07.24 02:00:15,1,,,,Primary,,No,
194,541,2020.07.24 00:00:00,2020.07.24 00:00:00,,,,27.0,,2020.07.24 02:00:15,1,,,,Primary,,No,
195,545,2020.07.24 02:00:15,2020.07.24 02:00:15,20.0,37.92102,16.14548,,Hit,2020.07.24 02:00:15,1,No,No,,,0 0 24 6 0 0 0 0,No,
196,546,2020.07.24 02:00:15,2020.07.24 02:00:15,20.0,37.92102,16.14548,,Hit,2020.07.24 02:00:15,1,No,No,,,0 0 24 6 0 0 0 0,No,
197,553,2020.07.24 09:04:04,2020.07.24 09:04:04,8.0,37.9963,16.01422,,Hit,2020.07.24 09:04:04,1,No,No,,,5954 1489 1661 13 0 0 0 4,No,
198,554,2020.07.24 09:04:04,2020.07.24 09:04:04,8.0,37.9963,16.01422,,Hit,2020.07.24 09:04:04,1,No,No,,,5954 1489 1661 13 0 0 0 4,No,
199,557,2020.07.24 10:51:15,2020.07.24 10:51:15,2.0,37.96175,16.05798,,Hit,2020.07.24 10:51:15,1,No,No,,,0 0 1433 4 0 0 0 0,No,
200,558,2020.07.24 10:51:15,2020.07.24 10:51:15,2.0,37.96175,16.05798,,Hit,2020.07.24 10:51:15,1,No,No,,,0 0 1433 4 0 0 0 0,No,
201,560,2020.07.24 12:00:00,2020.07.24 12:00:00,,,,29.0,,2020.07.25 02:26:56,1,,,,Primary,,No,
202,561,2020.07.24 12:00:00,2020.07.24 12:00:00,,,,29.0,,2020.07.25 02:26:56,1,,,,Primary,,No,
203,569,2020.07.24 18:27:57,2020.07.24 18:27:57,4.0,37.96175,16.05798,,Hit,2020.07.24 18:27:57,1,,,,,,,Incomplete Transfer
204,570,2020.07.24 18:27:57,2020.07.24 18:27:57,4.0,37.96175,16.05798,,Hit,2020.07.24 18:27:57,1,,,,,,,Incomplete Transfer
205,577,2020.07.25 00:00:00,2020.07.25 00:00:00,,,,26.0,,2020.07.25 02:26:43,1,,,,Primary,,No,
206,578,2020.07.25 00:00:00,2020.07.25 00:00:00,,,,26.0,,2020.07.25 02:26:43,1,,,,Primary,,No,
207,581,2020.07.25 02:26:43,2020.07.25 02:26:43,4.0,37.96175,16.05798,,Hit,2020.07.25 02:26:43,1,No,No,,,5589 699 469 26 4 0 1 7,No,
208,582,2020.07.25 02:26:43,2020.07.25 02:26:43,4.0,37.96175,16.05798,,Hit,2020.07.25 02:26:43,1,No,No,,,5589 699 469 26 4 0 1 7,No,
209,583,2020.07.25 02:26:49,2020.07.25 02:26:49,4.0,37.96175,16.05798,,Hit,2020.07.25 02:26:49,1,No,No,,,0 0 469 0 0 0 0 0,No,
210,584,2020.07.25 02:26:49,2020.07.25 02:26:49,4.0,37.96175,16.05798,,Hit,2020.07.25 02:26:49,1,No,No,,,0 0 469 0 0 0 0 0,No,
211,585,2020.07.25 02:26:56,2020.07.25 02:26:56,4.0,37.96175,16.05798,,Hit,2020.07.25 02:26:56,1,No,No,,,0 0 469 0 0 0 0 0,No,
212,586,2020.07.25 02:26:56,2020.07.25 02:26:56,4.0,37.96175,16.05798,,Hit,2020.07.25 02:26:56,1,No,No,,,0 0 469 0 0 0 0 0,No,
213,591,2020.07.25 06:02:58,2020.07.25 06:02:58,6.0,37.96175,16.05798,,Hit,2020.07.25 06:02:58,1,No,No,,,0 0 1212 8 0 0 0 0,No,
214,592,2020.07.25 06:02:58,2020.07.25 06:02:58,6.0,37.96175,16.05798,,Hit,2020.07.25 06:02:58,1,No,No,,,0 0 1212 8 0 0 0 0,No,
215,597,2020.07.25 10:38:02,2020.07.25 10:38:02,4.0,37.91202,16.0454,,Hit,2020.07.25 10:38:02,1,No,No,,,0 0 1943 8 0 0 0 0,No,
216,598,2020.07.25 10:38:02,2020.07.25 10:38:02,4.0,37.91202,16.0454,,Hit,2020.07.25 10:38:02,1,No,No,,,0 0 1943 8 0 0 0 0,No,
217,600,2020.07.25 12:00:00,2020.07.25 12:00:00,,,,27.0,,2020.07.25 16:02:52,1,,,,Primary,,No,
218,602,2020.07.25 12:00:00,2020.07.25 12:00:00,,,,27.0,,2020.07.25 16:02:52,1,,,,Primary,,No,
219,607,2020.07.25 16:02:52,2020.07.25 16:02:52,3.0,37.91202,16.0454,,Hit,2020.07.25 16:02:52,1,No,No,,,1855 1855 1691 9 0 0 1 0,No,
220,608,2020.07.25 16:02:52,2020.07.25 16:02:52,3.0,37.91202,16.0454,,Hit,2020.07.25 16:02:52,1,No,No,,,1855 1855 1691 9 0 0 1 0,No,
221,613,2020.07.25 20:35:30,2020.07.25 20:35:30,6.0,37.91202,16.0454,,Hit,2020.07.25 20:35:30,1,No,No,,,0 0 1994 9 0 0 0 0,No,
222,614,2020.07.25 20:35:30,2020.07.25 20:35:30,6.0,37.91202,16.0454,,Hit,2020.07.25 20:35:30,1,No,No,,,0 0 1994 9 0 0 0 0,No,
223,617,2020.07.26 00:00:00,2020.07.26 00:00:00,,,,26.0,,2020.07.26 00:19:10,1,,,,Primary,,No,
224,618,2020.07.26 00:00:00,2020.07.26 00:00:00,,,,26.0,,2020.07.26 00:19:10,1,,,,Primary,,No,
225,621,2020.07.26 00:19:10,2020.07.26 00:19:10,11.0,37.94657,16.00165,,Hit,2020.07.26 00:19:10,1,No,No,,,0 0 1361 8 0 0 0 0,No,
226,622,2020.07.26 00:19:10,2020.07.26 00:19:10,11.0,37.94657,16.00165,,Hit,2020.07.26 00:19:10,1,No,No,,,0 0 1361 8 0 0 0 0,No,
227,629,2020.07.26 06:07:28,2020.07.26 06:07:28,11.0,37.909,15.90163,,Hit,2020.07.26 06:07:28,1,No,No,,,0 0 2180 9 0 0 0 0,No,
228,630,2020.07.26 06:07:28,2020.07.26 06:07:28,11.0,37.909,15.90163,,Hit,2020.07.26 06:07:28,1,No,No,,,0 0 2180 9 0 0 0 0,No,
229,635,2020.07.26 10:10:33,2020.07.26 10:10:33,10.0,37.92102,16.14548,,Hit,2020.07.26 10:10:33,1,No,No,,,0 0 1962 8 0 0 0 0,No,
230,636,2020.07.26 10:10:33,2020.07.26 10:10:33,10.0,37.92102,16.14548,,Hit,2020.07.26 10:10:33,1,No,No,,,0 0 1962 8 0 0 0 0,No,
231,638,2020.07.26 12:00:00,2020.07.26 12:00:00,,,,28.0,,2020.07.26 16:05:19,1,,,,Primary,,No,
232,640,2020.07.26 12:00:00,2020.07.26 12:00:00,,,,28.0,,2020.07.26 16:05:19,1,,,,Primary,,No,
233,645,2020.07.26 16:05:19,2020.07.26 16:05:19,3.0,37.91202,16.0454,,Hit,2020.07.26 16:05:19,1,No,No,,,0 0 1276 11 1 0 0 0,No,
234,646,2020.07.26 16:05:19,2020.07.26 16:05:19,3.0,37.91202,16.0454,,Hit,2020.07.26 16:05:19,1,No,No,,,0 0 1276 11 1 0 0 0,No,
235,651,2020.07.26 20:37:40,2020.07.26 20:37:40,,,,,Hit,2020.07.26 20:37:40,1,No,No,,,498 498 176 9 0 0 1 0,No,
236,652,2020.07.26 20:37:40,2020.07.26 20:37:40,,,,,Hit,2020.07.26 20:37:40,1,No,No,,,498 498 176 9 0 0 1 0,No,
237,656,2020.07.27 00:00:00,2020.07.27 00:00:00,,,,27.0,,2020.07.28 17:33:01,1,,,,Primary,,No,
238,658,2020.07.27 00:00:00,2020.07.27 00:00:00,,,,27.0,,2020.07.28 17:33:01,1,,,,Primary,,No,
239,670,2020.07.27 12:00:00,2020.07.27 12:00:00,,,,29.0,,2020.07.28 06:27:18,1,,,,Primary,,No,
240,671,2020.07.27 12:00:00,2020.07.27 12:00:00,,,,29.0,,2020.07.28 06:27:18,1,,,,Primary,,No,
241,683,2020.07.28 00:00:00,2020.07.28 00:00:00,,,,25.0,,2020.07.28 06:27:18,1,,,,Primary,,No,
242,684,2020.07.28 00:00:00,2020.07.28 00:00:00,,,,25.0,,2020.07.28 06:27:18,1,,,,Primary,,No,
243,693,2020.07.28 06:27:18,2020.07.28 06:27:18,4.0,37.45907,15.42967,,Hit,2020.07.28 06:27:18,1,No,No,,,1549 387 964 9 57 0 0 4,No,
244,694,2020.07.28 06:27:18,2020.07.28 06:27:18,4.0,37.45907,15.42967,,Hit,2020.07.28 06:27:18,1,No,No,,,1549 387 964 9 57 0 0 4,No,
245,700,2020.07.28 12:00:00,2020.07.28 12:00:00,,,,29.0,,2020.07.29 22:40:28,1,,,,Primary,,No,
246,701,2020.07.28 12:00:00,2020.07.28 12:00:00,,,,29.0,,2020.07.29 22:40:28,1,,,,Primary,,No,
247,707,2020.07.28 17:33:01,2020.07.28 17:33:01,3.0,37.0858,15.48797,,Hit,2020.07.28 17:33:01,1,No,No,,,7570 757 885 7 15 0 0 10,No,
248,708,2020.07.28 17:33:01,2020.07.28 17:33:01,3.0,37.0858,15.48797,,Hit,2020.07.28 17:33:01,1,No,No,,,7570 757 885 7 15 0 0 10,No,
249,715,2020.07.29 00:00:00,2020.07.29 00:00:00,,,,27.0,,2020.07.29 22:40:16,1,,,,Primary,,No,
250,717,2020.07.29 00:00:00,2020.07.29 00:00:00,,,,27.0,,2020.07.29 22:40:16,1,,,,Primary,,No,
251,730,2020.07.29 12:00:00,2020.07.29 12:00:00,,,,28.0,,2020.07.29 22:40:16,1,,,,Primary,,No,
252,732,2020.07.29 12:00:00,2020.07.29 12:00:00,,,,28.0,,2020.07.29 22:40:16,1,,,,Primary,,No,
253,743,2020.07.29 22:40:16,2020.07.29 22:40:16,4.0,36.59795,15.25118,,Hit,2020.07.29 22:40:16,1,No,No,,,14443 802 1243 29 29 0 2 16,No,
254,744,2020.07.29 22:40:16,2020.07.29 22:40:16,4.0,36.59795,15.25118,,Hit,2020.07.29 22:40:16,1,No,No,,,14443 802 1243 29 29 0 2 16,No,
255,745,2020.07.29 22:40:28,2020.07.29 22:40:28,4.0,36.6533,15.21977,,Hit,2020.07.29 22:40:28,1,No,No,,,0 0 1243 0 0 0 0 0,No,
256,746,2020.07.29 22:40:28,2020.07.29 22:40:28,4.0,36.6533,15.21977,,Hit,2020.07.29 22:40:28,1,No,No,,,0 0 1243 0 0 0 0 0,No,
257,747,2020.07.30 00:00:00,2020.07.30 00:00:00,,,,27.0,,2020.07.30 11:05:40,1,,,,Primary,,No,
258,749,2020.07.30 00:00:00,2020.07.30 00:00:00,,,,27.0,,2020.07.30 11:05:40,1,,,,Primary,,No,
259,761,2020.07.30 11:05:40,2020.07.30 11:05:40,2.0,36.50027,15.0436,,Hit,2020.07.30 11:05:40,1,No,No,,,1501 751 815 15 10 0 0 2,No,
260,762,2020.07.30 11:05:40,2020.07.30 11:05:40,2.0,36.50027,15.0436,,Hit,2020.07.30 11:05:40,1,No,No,,,1501 751 815 15 10 0 0 2,No,
261,764,2020.07.30 12:00:00,2020.07.30 12:00:00,,,,23.0,,2020.07.31 00:50:16,1,,,,Primary,,No,
262,766,2020.07.30 12:00:00,2020.07.30 12:00:00,,,,23.0,,2020.07.31 00:50:16,1,,,,Primary,,No,
263,777,2020.07.30 23:02:59,2020.07.30 23:02:59,6.0,36.28758,15.05193,,Hit,2020.07.30 23:02:59,1,,,,,,,Incomplete Transfer
264,778,2020.07.30 23:02:59,2020.07.30 23:02:59,6.0,36.28758,15.05193,,Hit,2020.07.30 23:02:59,1,,,,,,,Incomplete Transfer
265,779,2020.07.31 00:00:00,2020.07.31 00:00:00,,,,28.0,,2020.07.31 06:32:41,1,,,,Primary,,No,
266,781,2020.07.31 00:00:00,2020.07.31 00:00:00,,,,28.0,,2020.07.31 06:32:41,1,,,,Primary,,No,
267,783,2020.07.31 00:50:16,2020.07.31 00:50:16,6.0,36.23792,15.04037,,Hit,2020.07.31 00:50:16,1,No,No,,,4812 687 666 27 1 0 0 7,No,
268,784,2020.07.31 00:50:16,2020.07.31 00:50:16,6.0,36.23792,15.04037,,Hit,2020.07.31 00:50:16,1,No,No,,,4812 687 666 27 1 0 0 7,No,
269,791,2020.07.31 06:32:41,2020.07.31 06:32:41,2.0,36.19925,14.94287,,Hit,2020.07.31 06:32:41,1,No,No,,,0 0 858 6 6 0 0 0,No,
270,792,2020.07.31 06:32:41,2020.07.31 06:32:41,2.0,36.19925,14.94287,,Hit,2020.07.31 06:32:41,1,No,No,,,0 0 858 6 6 0 0 0,No,
271,797,2020.07.31 12:00:00,2020.07.31 12:00:00,,,,21.0,,2020.07.31 12:30:15,1,,,,Primary,,No,
272,800,2020.07.31 12:00:00,2020.07.31 12:00:00,,,,21.0,,2020.07.31 12:30:15,1,,,,Primary,,No,
273,801,2020.07.31 12:30:15,2020.07.31 12:30:15,2.0,36.15505,14.88843,,Hit,2020.07.31 12:30:15,1,No,No,,,0 0 17 11 1 0 0 0,No,
274,802,2020.07.31 12:30:15,2020.07.31 12:30:15,2.0,36.15505,14.88843,,Hit,2020.07.31 12:30:15,1,No,No,,,0 0 17 11 1 0 0 0,No,
275,813,2020.08.01 00:00:00,2020.08.01 00:00:00,,,,28.0,,2020.08.02 07:41:44,1,,,,Primary,,No,
276,816,2020.08.01 00:00:00,2020.08.01 00:00:00,,,,28.0,,2020.08.02 07:41:44,1,,,,Primary,,No,
277,825,2020.08.01 10:03:44,2020.08.01 10:03:44,3.0,36.15175,14.56473,,Hit,2020.08.01 10:03:44,1,No,No,,,15408 1027 1513 38 3 0 8 7,No,
278,826,2020.08.01 10:03:44,2020.08.01 10:03:44,3.0,36.15175,14.56473,,Hit,2020.08.01 10:03:44,1,No,No,,,15408 1027 1513 38 3 0 8 7,No,
279,827,2020.08.01 10:52:42,2020.08.01 10:52:42,2.0,36.15175,14.56473,,Hit,2020.08.01 10:52:42,1,,,,,,,Incomplete Transfer
280,828,2020.08.01 10:52:42,2020.08.01 10:52:42,2.0,36.15175,14.56473,,Hit,2020.08.01 10:52:42,1,,,,,,,Incomplete Transfer
281,829,2020.08.01 12:00:00,2020.08.01 12:00:00,,,,29.0,,2020.08.02 07:41:30,1,,,,Primary,,No,
282,830,2020.08.01 12:00:00,2020.08.01 12:00:00,,,,29.0,,2020.08.02 07:41:30,1,,,,Primary,,No,
283,831,2020.08.01 13:16:17,2020.08.01 13:16:17,3.0,36.1571,14.52168,,Hit,2020.08.01 13:16:17,1,,,,,,,Incomplete Transfer
284,832,2020.08.01 13:16:17,2020.08.01 13:16:17,3.0,36.1571,14.52168,,Hit,2020.08.01 13:16:17,1,,,,,,,Incomplete Transfer
285,843,2020.08.02 00:00:00,2020.08.02 00:00:00,,,,28.0,,2020.08.02 07:41:22,1,,,,Primary,,No,
286,846,2020.08.02 00:00:00,2020.08.02 00:00:00,,,,28.0,,2020.08.02 07:41:22,1,,,,Primary,,No,
287,853,2020.08.02 07:41:22,2020.08.02 07:41:22,15.0,36.19208,14.2952,,Hit,2020.08.02 07:41:22,1,No,No,,,10499 875 1106 27 16 0 3 9,No,
288,854,2020.08.02 07:41:22,2020.08.02 07:41:22,15.0,36.19208,14.2952,,Hit,2020.08.02 07:41:22,1,No,No,,,10499 875 1106 27 16 0 3 9,No,
289,855,2020.08.02 07:41:30,2020.08.02 07:41:30,16.0,36.19208,14.2952,,Hit,2020.08.02 07:41:30,1,No,No,,,0 0 1106 0 0 0 0 0,No,
290,856,2020.08.02 07:41:30,2020.08.02 07:41:30,16.0,36.19208,14.2952,,Hit,2020.08.02 07:41:30,1,No,No,,,0 0 1106 0 0 0 0 0,No,
291,857,2020.08.02 07:41:44,2020.08.02 07:41:44,19.0,36.20217,14.39243,,Hit,2020.08.02 07:41:44,1,No,No,,,0 0 1106 0 0 0 0 0,No,
292,858,2020.08.02 07:41:44,2020.08.02 07:41:44,19.0,36.20217,14.39243,,Hit,2020.08.02 07:41:44,1,No,No,,,0 0 1106 0 0 0 0 0,No,
293,863,2020.08.02 12:00:00,2020.08.02 12:00:00,,,,29.0,,2020.08.03 01:47:58,1,,,,Primary,,No,
294,865,2020.08.02 12:00:00,2020.08.02 12:00:00,,,,29.0,,2020.08.03 01:47:58,1,,,,Primary,,No,
295,878,2020.08.03 00:00:00,2020.08.03 00:00:00,,,,28.0,,2020.08.03 06:33:03,1,,,,Primary,,No,
296,880,2020.08.03 00:00:00,2020.08.03 00:00:00,,,,28.0,,2020.08.03 06:33:03,1,,,,Primary,,No,
297,881,2020.08.03 01:47:58,2020.08.03 01:47:58,2.0,36.28142,13.8526,,Hit,2020.08.03 01:47:58,1,No,No,,,5169 1034 1096 17 19 0 2 3,No,
298,882,2020.08.03 01:47:58,2020.08.03 01:47:58,2.0,36.28142,13.8526,,Hit,2020.08.03 01:47:58,1,No,No,,,5169 1034 1096 17 19 0 2 3,No,
299,889,2020.08.03 06:33:03,2020.08.03 06:33:03,3.0,36.37047,13.77668,,Hit,2020.08.03 06:33:03,1,No,No,,,0 0 1496 8 2 0 0 0,No,
300,890,2020.08.03 06:33:03,2020.08.03 06:33:03,3.0,36.37047,13.77668,,Hit,2020.08.03 06:33:03,1,No,No,,,0 0 1496 8 2 0 0 0,No,
301,896,2020.08.03 12:00:00,2020.08.03 12:00:00,,,,21.0,,2020.08.03 14:52:53,1,,,,Primary,,No,
302,897,2020.08.03 12:00:00,2020.08.03 12:00:00,,,,21.0,,2020.08.03 14:52:53,1,,,,Primary,,No,
303,901,2020.08.03 14:52:53,2020.08.03 14:52:53,3.0,36.43552,13.65723,,Hit,2020.08.03 14:52:53,1,No,No,,,2628 526 1013 14 2 0 4 1,No,
304,902,2020.08.03 14:52:53,2020.08.03 14:52:53,3.0,36.43552,13.65723,,Hit,2020.08.03 14:52:53,1,No,No,,,2628 526 1013 14 2 0 4 1,No,
305,911,2020.08.03 23:30:31,2020.08.03 23:30:31,3.0,36.50863,13.527,,Hit,2020.08.03 23:30:31,1,No,No,,,0 0 985 14 4 0 0 0,No,
306,912,2020.08.03 23:30:31,2020.08.03 23:30:31,3.0,36.50863,13.527,,Hit,2020.08.03 23:30:31,1,No,No,,,0 0 985 14 4 0 0 0,No,
307,914,2020.08.04 00:00:00,2020.08.04 00:00:00,,,,24.0,,2020.08.04 07:27:10,1,,,,Primary,,No,
308,915,2020.08.04 00:00:00,2020.08.04 00:00:00,,,,24.0,,2020.08.04 07:27:10,1,,,,Primary,,No,
309,923,2020.08.04 07:27:10,2020.08.04 07:27:10,4.0,36.55262,13.39663,,Hit,2020.08.04 07:27:10,1,No,No,,,1775 592 1142 14 1 0 3 0,No,
310,924,2020.08.04 07:27:10,2020.08.04 07:27:10,4.0,36.55262,13.39663,,Hit,2020.08.04 07:27:10,1,No,No,,,1775 592 1142 14 1 0 3 0,No,
311,930,2020.08.04 12:00:00,2020.08.04 12:00:00,,,,27.0,,2020.08.04 17:31:36,1,,,,Primary,,No,
312,931,2020.08.04 12:00:00,2020.08.04 12:00:00,,,,27.0,,2020.08.04 17:31:36,1,,,,Primary,,No,
313,937,2020.08.04 17:31:36,2020.08.04 17:31:36,2.0,36.59023,13.1253,,Hit,2020.08.04 17:31:36,1,No,No,,,8526 775 707 17 4 0 3 8,No,
314,938,2020.08.04 17:31:36,2020.08.04 17:31:36,2.0,36.59023,13.1253,,Hit,2020.08.04 17:31:36,1,No,No,,,8526 775 707 17 4 0 3 8,No,
315,946,2020.08.05 00:00:00,2020.08.05 00:00:00,,,,23.0,,2020.08.05 04:33:31,1,,,,Primary,,No,
316,947,2020.08.05 00:00:00,2020.08.05 00:00:00,,,,23.0,,2020.08.05 04:33:31,1,,,,Primary,,No,
317,949,2020.08.05 00:51:00,2020.08.05 00:51:00,2.0,36.60963,12.95102,,Hit,2020.08.05 00:51:00,1,,,,,,,Incomplete Transfer
318,950,2020.08.05 00:51:00,2020.08.05 00:51:00,2.0,36.60963,12.95102,,Hit,2020.08.05 00:51:00,1,,,,,,,Incomplete Transfer
319,951,2020.08.05 01:27:55,2020.08.05 01:27:55,4.0,36.63375,12.99462,,Hit,2020.08.05 01:27:55,1,No,No,,,17130 1318 2096 14 1 0 5 8,No,
320,952,2020.08.05 01:27:55,2020.08.05 01:27:55,4.0,36.63375,12.99462,,Hit,2020.08.05 01:27:55,1,No,No,,,17130 1318 2096 14 1 0 5 8,No,
321,957,2020.08.05 04:33:31,2020.08.05 04:33:31,4.0,36.6933,12.9174,,Hit,2020.08.05 04:33:31,1,No,No,,,1469 1469 1364 5 1 0 1 0,No,
322,958,2020.08.05 04:33:31,2020.08.05 04:33:31,4.0,36.6933,12.9174,,Hit,2020.08.05 04:33:31,1,No,No,,,1469 1469 1364 5 1 0 1 0,No,
323,965,2020.08.05 12:00:00,2020.08.05 12:00:00,,,,27.0,,2020.08.05 14:50:45,1,,,,Primary,,No,
324,966,2020.08.05 12:00:00,2020.08.05 12:00:00,,,,27.0,,2020.08.05 14:50:45,1,,,,Primary,,No,
325,971,2020.08.05 14:50:31,2020.08.05 14:50:31,3.0,36.69143,12.7328,,Hit,2020.08.05 14:50:31,1,No,No,,,10997 1100 1879 19 0 0 7 3,No,
326,972,2020.08.05 14:50:31,2020.08.05 14:50:31,3.0,36.69143,12.7328,,Hit,2020.08.05 14:50:31,1,No,No,,,10997 1100 1879 19 0 0 7 3,No,
327,973,2020.08.05 14:50:45,2020.08.05 14:50:45,3.0,36.69143,12.7328,,Hit,2020.08.05 14:50:45,1,No,No,,,0 0 1879 0 0 0 0 0,No,
328,974,2020.08.05 14:50:45,2020.08.05 14:50:45,3.0,36.69143,12.7328,,Hit,2020.08.05 14:50:45,1,No,No,,,0 0 1879 0 0 0 0 0,No,
329,981,2020.08.05 21:31:16,2020.08.05 21:31:16,2.0,36.73452,12.6017,,Hit,2020.08.05 21:31:16,1,,,,,,,Incomplete Transfer
330,982,2020.08.05 21:31:16,2020.08.05 21:31:16,2.0,36.73452,12.6017,,Hit,2020.08.05 21:31:16,1,,,,,,,Incomplete Transfer
331,983,2020.08.05 21:59:00,2020.08.05 21:59:00,3.0,36.73922,12.55797,,Hit,2020.08.05 21:59:00,1,,,,,,,Incomplete Transfer
332,984,2020.08.05 21:59:00,2020.08.05 21:59:00,3.0,36.73922,12.55797,,Hit,2020.08.05 21:59:00,1,,,,,,,Incomplete Transfer
333,987,2020.08.05 22:56:31,2020.08.05 22:56:31,18.0,36.7728,12.51422,,Hit,2020.08.05 22:56:31,1,No,No,,,3720 930 1419 15 1 0 3 1,No,
334,988,2020.08.05 22:56:31,2020.08.05 22:56:31,18.0,36.7728,12.51422,,Hit,2020.08.05 22:56:31,1,No,No,,,3720 930 1419 15 1 0 3 1,No,
335,989,2020.08.06 00:00:00,2020.08.06 00:00:00,,,,26.0,,2020.08.06 05:14:46,1,,,,Primary,,No,
336,992,2020.08.06 00:00:00,2020.08.06 00:00:00,,,,26.0,,2020.08.06 05:14:46,1,,,,Primary,,No,
337,997,2020.08.06 05:14:46,2020.08.06 05:14:46,17.0,36.82275,12.52393,,Hit,2020.08.06 05:14:46,1,No,No,,,3525 1175 997 9 4 0 3 0,No,
338,998,2020.08.06 05:14:46,2020.08.06 05:14:46,17.0,36.82275,12.52393,,Hit,2020.08.06 05:14:46,1,No,No,,,3525 1175 997 9 4 0 3 0,No,
339,1005,2020.08.06 11:56:58,2020.08.06 11:56:58,6.0,36.78677,12.38288,,Hit,2020.08.06 11:56:58,1,No,No,,,2445 815 1308 13 0 0 2 1,No,
340,1006,2020.08.06 11:56:58,2020.08.06 11:56:58,6.0,36.78677,12.38288,,Hit,2020.08.06 11:56:58,1,No,No,,,2445 815 1308 13 0 0 2 1,No,
341,1009,2020.08.06 12:00:00,2020.08.06 12:00:00,,,,24.0,,2020.08.06 17:35:57,1,,,,Primary,,No,
342,1010,2020.08.06 12:00:00,2020.08.06 12:00:00,,,,24.0,,2020.08.06 17:35:57,1,,,,Primary,,No,
343,1015,2020.08.06 17:35:57,2020.08.06 17:35:57,,,,,Hit,2020.08.06 17:35:57,1,No,No,,,1447 1447 1306 10 1 0 1 0,No,
344,1016,2020.08.06 17:35:57,2020.08.06 17:35:57,,,,,Hit,2020.08.06 17:35:57,1,No,No,,,1447 1447 1306 10 1 0 1 0,No,
345,1023,2020.08.07 00:00:00,2020.08.07 00:00:00,,,,25.0,,2020.08.07 02:16:35,1,,,,Primary,,No,
346,1025,2020.08.07 00:00:00,2020.08.07 00:00:00,,,,25.0,,2020.08.07 02:16:35,1,,,,Primary,,No,
347,1027,2020.08.07 00:29:31,2020.08.07 00:29:31,2.0,36.7295,12.23242,,Hit,2020.08.07 00:29:31,1,,,,,,,
348,1028,2020.08.07 00:29:31,2020.08.07 00:29:31,2.0,36.7295,12.23242,,Hit,2020.08.07 00:29:31,1,,,,,,,
