No GPS Data ID,Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,Underwater Percentage,Dive Count,Average Dive Duration,Dive Duration Standard Deviation,Maximum Dive Duration,Maximum Dive Depth,Duration Limit 1 Dive Count,Duration Limit 2 Dive Count,Duration Limit 3 Dive Count,Duration Limit 4 Dive Count,Duration Limit 5 Dive Count,Duration Limit 6 Dive Count,Layer 1 Percentage,Layer 2 Percentage,Layer 3 Percentage,Layer 4 Percentage,Layer 5 Percentage,Layer 6 Percentage,Layer 7 Percentage,Layer 8 Percentage,Layer 9 Percentage,Layer 10 Percentage,Layer 1 Dive Count,Layer 2 Dive Count,Layer 3 Dive Count,Layer 4 Dive Count,Layer 5 Dive Count,Layer 6 Dive Count,Layer 7 Dive Count,Layer 8 Dive Count,Layer 9 Dive Count,Layer 10 Dive Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Saltwater Failsafe,Iridium Command,Schedule Set,Diagnostic Dive Data,Predeployment Data,Error
12,2019.07.15 15:30:00,2019.07.15 15:15:00,,,,,,,,,,,,,,,,0.000%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2019.07.15 16:49:04,1,,,,,Roof Test,,No,
13,2019.07.15 15:30:00,2019.07.15 15:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,2019.07.15 16:49:04,1,,,,,Roof Test,,No,
14,2019.07.15 15:45:00,2019.07.15 15:30:00,,,,,,,,,,,,,,,,0.000%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2019.07.15 16:08:48,1,,,,,Roof Test,,No,
15,2019.07.15 15:45:00,2019.07.15 15:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,2019.07.15 16:08:48,1,,,,,Roof Test,,No,
16,2019.07.15 16:00:00,2019.07.15 15:45:00,,,,,,,,,,,,,,,,0.000%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2019.07.15 16:08:48,1,,,,,Roof Test,,No,
17,2019.07.15 16:00:00,2019.07.15 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,2019.07.15 16:08:48,1,,,,,Roof Test,,No,
18,2019.07.15 16:08:48,2019.07.15 16:08:48,3.0,33.3804,-111.80938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2019.07.15 16:08:48,1,No,,No,,,0 0 0 4 0 0 1 0,No,
19,2019.07.15 16:15:00,2019.07.15 16:00:00,,,,,,,,,,,,,,,,0.000%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2019.07.15 16:38:51,1,,,,,Roof Test,,No,
20,2019.07.15 16:15:00,2019.07.15 16:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,2019.07.15 16:38:51,1,,,,,Roof Test,,No,
21,2019.07.15 16:30:00,2019.07.15 16:15:00,,,,,,,,,,,,,,,,0.000%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2019.07.15 16:38:51,1,,,,,Roof Test,,No,
22,2019.07.15 16:30:00,2019.07.15 16:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,2019.07.15 16:38:51,1,,,,,Roof Test,,No,
23,2019.07.15 16:38:51,2019.07.15 16:38:51,19.0,33.35392,-111.90523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2019.07.15 16:38:51,1,No,,No,,,0 0 0 2 0 0 0 0,No,
24,2019.07.15 16:45:00,2019.07.15 16:30:00,,,,,,,,,,,,,,,,0.000%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2019.07.15 16:48:53,1,,,,,Roof Test,,No,
25,2019.07.15 16:45:00,2019.07.15 16:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,2019.07.15 16:48:53,1,,,,,Roof Test,,No,
26,2019.07.15 16:48:53,2019.07.15 16:48:53,9.0,33.42897,-111.82537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2019.07.15 16:48:53,1,No,,No,,,0 0 0 1 0 0 0 0,No,
27,2019.07.15 16:49:04,2019.07.15 16:49:04,8.0,33.42897,-111.82537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2019.07.15 16:49:04,1,No,,No,,,0 0 0 0 0 0 0 0,No,
28,2020.08.03 20:37:17,2020.08.03 20:37:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,2020.08.03 20:42:30,1,,,,,,,Yes,
29,2020.08.03 20:42:30,2020.08.03 20:42:30,4.0,37.91813,16.00165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.03 20:42:30,1,,,,,,,Yes,
30,2020.08.04 04:00:23,2020.08.04 04:00:23,10.0,37.95267,15.9579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.04 04:00:23,1,,,,,,,,
31,2020.08.04 04:00:23,2020.08.04 04:00:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.04 04:00:23,1,No,,No,,,0 0 0 8 0 0 0 0,No,Invalid Page
32,2020.08.04 04:00:37,2020.08.04 04:00:37,11.0,37.95875,15.91412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.04 04:00:37,1,,,,,,,,
33,2020.08.04 12:48:35,2020.08.04 12:48:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,2020.08.04 12:53:58,1,,,,,,,Yes,
34,2020.08.04 12:53:58,2020.08.04 12:53:58,4.0,37.91813,16.00165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.04 12:53:58,1,,,,,,,Yes,
35,2020.08.04 12:58:43,2020.08.04 12:58:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.04 12:58:52,1,,,,07 02 35 44 32 44 32 32 33 43 2C 42 31 00,,,No,
36,2020.08.04 12:58:52,2020.08.04 12:58:52,4.0,37.90293,15.94538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,Hit,2020.08.04 12:58:52,1,,,,,,,No,
37,2020.08.04 12:59:05,2020.08.04 12:59:05,4.0,37.91813,16.00165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.04 12:59:05,1,,,,,,,,
38,2020.08.04 12:59:09,2020.08.04 12:59:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.04 12:59:17,1,,,,07 02 35 44 32 44 32 32 33 43 2C 42 31 00,,,No,
39,2020.08.04 12:59:17,2020.08.04 12:59:17,4.0,37.86838,15.98912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,Hit,2020.08.04 12:59:17,1,,,,,,,No,
40,2020.08.04 19:00:18,2020.08.04 19:00:18,5.0,37.91813,16.00165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.04 19:00:18,1,,,,,,,,
41,2020.08.04 19:00:18,2020.08.04 19:00:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.04 19:00:18,1,No,,No,,,0 0 0 7 0 0 0 0,No,Invalid Page
42,2020.08.04 19:00:32,2020.08.04 19:00:32,3.0,37.89683,15.98912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.04 19:00:32,1,,,,,,,,
43,2020.08.05 12:28:28,2020.08.05 12:28:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,2020.08.05 12:33:39,1,,,,,,,Yes,
44,2020.08.05 12:33:39,2020.08.05 12:33:39,3.0,37.92423,15.9579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.05 12:33:39,1,,,,,,,Yes,
45,2020.08.05 12:38:36,2020.08.05 12:38:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.05 12:38:45,1,,,,07 02 35 44 32 44 32 32 33 43 2C 42 31 00,,,No,
46,2020.08.05 12:38:45,2020.08.05 12:38:45,4.0,37.89683,15.98912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,Hit,2020.08.05 12:38:45,1,,,,,,,No,
47,2020.08.05 12:38:59,2020.08.05 12:38:59,4.0,37.91813,16.00165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.05 12:38:59,1,,,,,,,,
48,2020.08.05 12:39:04,2020.08.05 12:39:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.05 12:39:09,1,,,,07 02 35 44 32 44 32 32 33 43 2C 42 31 00,,,No,
49,2020.08.05 12:39:09,2020.08.05 12:39:09,4.0,37.91813,16.00165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,Hit,2020.08.05 12:39:09,1,,,,,,,No,
50,2020.08.05 19:00:14,2020.08.05 19:00:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.05 19:00:14,1,No,,No,,,0 0 0 7 0 0 0 0,No,Invalid Page
51,2020.08.05 19:00:14,2020.08.05 19:00:14,3.0,37.91813,16.00165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.05 19:00:14,1,,,,,,,,
52,2020.08.05 19:00:26,2020.08.05 19:00:26,2.0,37.91813,16.00165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.05 19:00:26,1,,,,,,,,
53,2020.08.05 19:00:35,2020.08.05 19:00:35,2.0,37.92423,15.9579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.05 19:00:35,1,,,,,,,,
54,2020.08.05 19:00:44,2020.08.05 19:00:44,2.0,37.92423,15.9579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.05 19:00:44,1,,,,,,,,
55,2020.08.05 19:00:55,2020.08.05 19:00:55,2.0,37.92423,15.9579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.05 19:00:55,1,,,,,,,,
56,2020.08.05 19:01:00,2020.08.05 19:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.08.05 19:01:12,1,,,,Update TPF 2020.08.05 13:01:07 00 00 35 44 32 44 32 32 33 43 2C 42 31 2C 35 46 32 41 41 44 39 33 00,,,No,
57,2020.08.05 19:01:12,2020.08.05 19:01:12,2.0,37.92423,15.9579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,Hit,2020.08.05 19:01:12,1,,,,,,,No,
58,2020.08.12 01:23:21,2020.08.12 01:23:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,2020.08.12 01:28:32,1,,,,,,,Yes,
59,2020.08.12 01:28:32,2020.08.12 01:28:32,3.0,37.909,15.90163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.12 01:28:32,1,,,,,,,Yes,
60,2020.08.12 04:00:00,2020.08.12 02:00:00,,,,,,,,,,,,,,,,91.016%,23.0,294.0,,,41.0,,,,,,,32.422%,16.016%,36.328%,3.516%,1.953%,0.391%,0.391%,0.391%,0.391%,0.391%,16.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,2020.08.12 08:00:14,1,,,,,Primary,,No,
61,2020.08.12 06:00:00,2020.08.12 04:00:00,,,,,,,,,,,,,,,,98.828%,71.0,100.0,,,11.0,,,,,,,88.672%,5.859%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,69.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.08.12 08:00:14,1,,,,,Primary,,No,
62,2020.08.12 08:00:00,2020.08.12 06:00:00,,,,,,,,,,,,,,,,93.359%,17.0,380.0,,,83.0,,,,,,,19.141%,12.891%,19.922%,6.641%,7.422%,2.734%,9.766%,14.453%,0.391%,0.391%,14.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,,,2020.08.12 08:00:14,1,,,,,Primary,,No,
63,2020.08.12 08:00:14,2020.08.12 08:00:14,3.0,37.82473,15.9329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.12 08:00:14,1,No,,No,,,0 0 2144 9 4 0 0 0,No,
64,2020.08.12 10:00:00,2020.08.12 08:00:00,,,,,,,,,,,,,,,,87.891%,8.0,788.0,,,83.0,,,,,,,12.109%,23.047%,9.766%,17.578%,8.984%,5.078%,4.297%,4.297%,0.391%,0.391%,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,2020.08.12 11:40:16,1,,,,,Primary,,No,
65,2020.08.12 11:40:16,2020.08.12 11:40:16,6.0,37.78103,15.87673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.12 11:40:16,1,No,,No,,,0 0 2155 7 0 0 0 0,No,
66,2020.08.12 12:00:00,2020.08.12 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,2020.08.12 19:03:34,1,,,,,Primary,,No,
67,2020.08.12 12:00:00,2020.08.12 10:00:00,,,,,,,,,,,,,,,,78.516%,8.0,710.0,,,81.0,,,,,,,49.609%,1.172%,18.359%,2.734%,1.172%,1.172%,2.734%,2.734%,0.391%,0.391%,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,2020.08.12 19:03:34,1,,,,,Primary,,No,
68,2020.08.12 14:00:00,2020.08.12 12:00:00,,,,,,,,,,,,,,,,91.797%,8.0,903.0,,,81.0,,,,,,,31.641%,1.172%,32.422%,8.984%,2.734%,1.953%,10.547%,2.734%,0.391%,0.391%,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,2020.08.12 19:03:34,1,,,,,Primary,,No,
69,2020.08.12 16:00:00,2020.08.12 14:00:00,,,,,,,,,,,,,,,,94.141%,6.0,830.0,,,77.0,,,,,,,29.297%,1.172%,53.516%,5.078%,1.172%,1.172%,2.734%,1.172%,0.391%,0.391%,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,2020.08.12 19:03:34,1,,,,,Primary,,No,
70,2020.08.12 18:00:00,2020.08.12 16:00:00,,,,,,,,,,,,,,,,94.141%,25.0,351.0,,,73.0,,,,,,,70.703%,1.172%,12.891%,1.172%,0.391%,0.391%,5.078%,1.172%,0.391%,0.391%,23.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,2020.08.12 20:48:24,1,,,,,Primary,,No,
71,2020.08.12 19:03:34,2020.08.12 19:03:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.12 19:03:34,1,No,,No,,,9002 1000 1822 12 0 0 2 7,No,
72,2020.08.12 20:00:00,2020.08.12 18:00:00,,,,,,,,,,,,,,,,94.141%,14.0,416.0,,,19.0,,,,,,,59.766%,11.328%,22.266%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.08.12 20:48:24,1,,,,,Primary,,No,
73,2020.08.12 20:48:24,2020.08.12 20:48:24,3.0,37.7313,15.86432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.12 20:48:24,1,No,,No,,,0 0 2130 4 0 0 0 0,No,
74,2020.08.12 22:00:00,2020.08.12 20:00:00,,,,,,,,,,,,,,,,91.797%,4.0,1822.0,,,15.0,,,,,,,76.172%,11.328%,3.516%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.08.13 01:31:16,1,,,,,Primary,,No,
75,2020.08.13 00:00:00,2020.08.12 22:00:00,,,,,,,,,,,,,,,,94.141%,14.0,456.0,,,11.0,,,,,,,84.766%,8.203%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.08.13 01:31:16,1,,,,,Primary,,No,
76,2020.08.13 00:00:00,2020.08.13 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,2020.08.13 01:31:16,1,,,,,Primary,,No,
77,2020.08.13 01:31:16,2020.08.13 01:31:16,4.0,37.68155,15.85192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.13 01:31:16,1,No,,No,,,0 0 15 10 0 0 0 0,No,
78,2020.08.13 02:00:00,2020.08.13 00:00:00,,,,,,,,,,,,,,,,96.484%,46.0,155.0,,,1.0,,,,,,,94.141%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.08.13 06:18:47,1,,,,,Primary,,No,
79,2020.08.13 04:00:00,2020.08.13 02:00:00,,,,,,,,,,,,,,,,91.797%,50.0,140.0,,,1.0,,,,,,,89.453%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.08.13 06:18:47,1,,,,,Primary,,No,
80,2020.08.13 06:00:00,2020.08.13 04:00:00,,,,,,,,,,,,,,,,93.359%,13.0,497.0,,,73.0,,,,,,,26.172%,16.797%,31.641%,3.516%,1.953%,2.734%,8.203%,1.172%,0.391%,0.391%,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,2020.08.13 06:18:47,1,,,,,Primary,,No,
81,2020.08.13 06:18:47,2020.08.13 06:18:47,12.0,37.67553,15.89555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.13 06:18:47,1,No,,No,,,0 0 1548 9 0 0 0 0,No,
82,2020.08.13 08:00:00,2020.08.13 06:00:00,,,,,,,,,,,,,,,,87.891%,4.0,1352.0,,,75.0,,,,,,,24.609%,2.734%,41.797%,5.859%,2.734%,2.734%,6.641%,1.172%,0.391%,0.391%,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,2020.08.13 13:49:22,1,,,,,Primary,,No,
83,2020.08.13 10:00:00,2020.08.13 08:00:00,,,,,,,,,,,,,,,,23.047%,15.0,103.0,,,39.0,,,,,,,19.141%,0.391%,0.391%,1.172%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.08.13 13:49:22,1,,,,,Primary,,No,
84,2020.08.13 12:00:00,2020.08.13 10:00:00,,,,,,,,,,,,,,,,95.703%,22.0,236.0,,,25.0,,,,,,,39.453%,17.578%,36.328%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,19.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,2020.08.13 17:32:29,1,,,,,Primary,,No,
85,2020.08.13 12:00:00,2020.08.13 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,2020.08.13 17:32:29,1,,,,,Primary,,No,
86,2020.08.13 13:49:22,2020.08.13 13:49:22,3.0,37.68462,15.99525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.13 13:49:22,1,No,,No,,,3453 863 2165 11 1 0 0 4,No,
87,2020.08.13 14:00:00,2020.08.13 12:00:00,,,,,,,,,,,,,,,,94.922%,43.0,193.0,,,19.0,,,,,,,61.328%,8.984%,22.266%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,41.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.08.13 17:32:29,1,,,,,Primary,,No,
88,2020.08.13 16:00:00,2020.08.13 14:00:00,,,,,,,,,,,,,,,,94.922%,20.0,346.0,,,15.0,,,,,,,48.047%,44.141%,1.953%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,18.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.08.13 17:32:29,1,,,,,Primary,,No,
89,2020.08.13 17:32:29,2020.08.13 17:32:29,2.0,37.69362,16.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.13 17:32:29,1,No,,No,,,0 0 1956 6 1 0 0 0,No,
