No GPS Data ID,Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,Underwater Percentage,Dive Count,Average Dive Duration,Dive Duration Standard Deviation,Maximum Dive Duration,Maximum Dive Depth,Duration Limit 1 Dive Count,Duration Limit 2 Dive Count,Duration Limit 3 Dive Count,Duration Limit 4 Dive Count,Duration Limit 5 Dive Count,Duration Limit 6 Dive Count,Layer 1 Percentage,Layer 2 Percentage,Layer 3 Percentage,Layer 4 Percentage,Layer 5 Percentage,Layer 6 Percentage,Layer 7 Percentage,Layer 8 Percentage,Layer 9 Percentage,Layer 10 Percentage,Layer 1 Dive Count,Layer 2 Dive Count,Layer 3 Dive Count,Layer 4 Dive Count,Layer 5 Dive Count,Layer 6 Dive Count,Layer 7 Dive Count,Layer 8 Dive Count,Layer 9 Dive Count,Layer 10 Dive Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Saltwater Failsafe,Iridium Command,Schedule Set,Diagnostic Dive Data,Predeployment Data,Error
865,2020.09.26 12:00:00,2020.09.26 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,2020.09.26 14:40:23,1,,,,,Primary,,No,
866,2020.09.26 14:00:00,2020.09.26 12:00:00,,,,,,,,,,,,,,,,93.359%,2.0,3183.0,,,49.0,,,,,,,1.172%,0.391%,1.953%,5.859%,77.734%,5.859%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,2020.09.26 22:47:29,1,,,,,Primary,,No,
867,2020.09.26 14:40:23,2020.09.26 14:40:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.09.26 14:40:23,1,No,,No,,,0 0 3189 7 0 0 0 0,No,
868,2020.09.26 16:00:00,2020.09.26 14:00:00,,,,,,,,,,,,,,,,93.359%,2.0,3054.0,,,43.0,,,,,,,0.391%,0.391%,1.953%,5.859%,82.422%,1.172%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,2020.09.26 22:47:29,1,,,,,Primary,,No,
869,2020.09.26 18:00:00,2020.09.26 16:00:00,,,,,,,,,,,,,,,,91.797%,2.0,3068.0,,,41.0,,,,,,,0.391%,0.391%,2.734%,41.797%,46.484%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,2020.09.26 22:47:29,1,,,,,Primary,,No,
870,2020.09.26 20:00:00,2020.09.26 18:00:00,,,,,,,,,,,,,,,,92.578%,2.0,3662.0,,,31.0,,,,,,,16.797%,1.172%,11.328%,62.891%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,2020.09.26 22:47:29,1,,,,,Primary,,No,
871,2020.09.26 22:00:00,2020.09.26 20:00:00,,,,,,,,,,,,,,,,86.328%,6.0,1049.0,,,9.0,,,,,,,61.328%,24.609%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.09.27 07:51:24,1,,,,,Primary,,No,
872,2020.09.26 22:47:29,2020.09.26 22:47:29,3.0,38.9674,17.8801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.09.26 22:47:29,1,No,,No,,,9491 1055 1115 8 0 0 9 0,No,
873,2020.09.27 00:00:00,2020.09.26 22:00:00,,,,,,,,,,,,,,,,64.453%,5.0,1065.0,,,19.0,,,,,,,37.891%,0.391%,25.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.09.27 07:51:24,1,,,,,Primary,,No,
874,2020.09.27 00:00:00,2020.09.27 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,2020.09.27 07:51:24,1,,,,,Primary,,No,
875,2020.09.27 02:00:00,2020.09.27 00:00:00,,,,,,,,,,,,,,,,77.734%,8.0,744.0,,,7.0,,,,,,,73.828%,2.734%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.09.27 07:51:24,1,,,,,Primary,,No,
876,2020.09.27 04:00:00,2020.09.27 02:00:00,,,,,,,,,,,,,,,,87.109%,3.0,1604.0,,,7.0,,,,,,,86.328%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.09.27 07:51:24,1,,,,,Primary,,No,
877,2020.09.27 06:00:00,2020.09.27 04:00:00,,,,,,,,,,,,,,,,81.641%,4.0,1278.0,,,55.0,,,,,,,1.172%,1.172%,8.984%,7.422%,52.734%,8.203%,0.391%,0.391%,0.391%,0.391%,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,2020.09.27 07:51:24,1,,,,,Primary,,No,
878,2020.09.27 07:51:24,2020.09.27 07:51:24,7.0,38.96043,17.92403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.09.27 07:51:24,1,No,,No,,,5806 2903 2902 9 0 0 2 0,No,
879,2020.09.27 08:00:00,2020.09.27 06:00:00,,,,,,,,,,,,,,,,94.141%,3.0,2903.0,,,57.0,,,,,,,1.172%,1.172%,3.516%,3.516%,68.359%,14.453%,2.734%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,,,2020.09.27 14:00:14,1,,,,,Primary,,No,
880,2020.09.27 10:00:00,2020.09.27 08:00:00,,,,,,,,,,,,,,,,94.141%,2.0,2997.0,,,57.0,,,,,,,0.391%,0.391%,1.953%,3.516%,69.922%,16.797%,1.172%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,2020.09.27 14:00:14,1,,,,,Primary,,No,
881,2020.09.27 12:00:00,2020.09.27 10:00:00,,,,,,,,,,,,,,,,94.141%,2.0,3189.0,,,45.0,,,,,,,1.172%,0.391%,1.172%,15.234%,75.391%,1.172%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,2020.09.27 14:00:14,1,,,,,Primary,,No,
882,2020.09.27 12:00:00,2020.09.27 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,2020.09.27 14:00:14,1,,,,,Primary,,No,
883,2020.09.27 14:00:00,2020.09.27 12:00:00,,,,,,,,,,,,,,,,92.578%,2.0,2745.0,,,43.0,,,,,,,1.172%,0.391%,1.953%,11.328%,77.734%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,,2020.09.27 22:19:35,1,,,,,Primary,,No,
884,2020.09.27 14:00:14,2020.09.27 14:00:14,3.0,38.9324,17.92403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.09.27 14:00:14,1,No,,No,,,0 0 2728 7 0 0 0 0,No,
885,2020.09.27 16:00:00,2020.09.27 14:00:00,,,,,,,,,,,,,,,,93.359%,3.0,2770.0,,,45.0,,,,,,,1.172%,0.391%,1.953%,10.547%,76.172%,3.516%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,2020.09.27 22:19:35,1,,,,,Primary,,No,
886,2020.09.27 18:00:00,2020.09.27 16:00:00,,,,,,,,,,,,,,,,80.078%,3.0,1519.0,,,41.0,,,,,,,1.172%,0.391%,2.734%,36.328%,38.672%,0.391%,0.391%,0.391%,0.391%,0.391%,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,2020.09.27 22:19:35,1,,,,,Primary,,No,
887,2020.09.27 20:00:00,2020.09.27 18:00:00,,,,,,,,,,,,,,,,62.109%,2.0,2273.0,,,23.0,,,,,,,25.391%,22.266%,1.172%,12.109%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,2020.09.27 22:19:35,1,,,,,Primary,,No,
888,2020.09.27 22:00:00,2020.09.27 20:00:00,,,,,,,,,,,,,,,,70.703%,5.0,929.0,,,21.0,,,,,,,16.016%,1.172%,52.734%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.09.28 06:32:05,1,,,,,Primary,,No,
889,2020.09.27 22:19:35,2020.09.27 22:19:35,4.0,38.94697,17.9822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.09.27 22:19:35,1,No,,No,,,0 0 2554 7 0 0 0 0,No,
890,2020.09.28 00:00:00,2020.09.27 22:00:00,,,,,,,,,,,,,,,,16.016%,0.0,2554.0,,,15.0,,,,,,,0.391%,0.391%,15.234%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.09.28 06:32:05,1,,,,,Primary,,No,
891,2020.09.28 00:00:00,2020.09.28 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,2020.09.28 06:32:05,1,,,,,Primary,,No,
892,2020.09.28 02:00:00,2020.09.28 00:00:00,,,,,,,,,,,,,,,,78.516%,4.0,1562.0,,,7.0,,,,,,,76.172%,2.734%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.09.28 06:32:05,1,,,,,Primary,,No,
893,2020.09.28 04:00:00,2020.09.28 02:00:00,,,,,,,,,,,,,,,,62.891%,2.0,1836.0,,,9.0,,,,,,,33.203%,30.078%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.09.28 06:32:05,1,,,,,Primary,,No,
894,2020.09.28 06:00:00,2020.09.28 04:00:00,,,,,,,,,,,,,,,,70.703%,9.0,498.0,,,51.0,,,,,,,4.297%,1.172%,2.734%,1.953%,47.266%,12.891%,0.391%,0.391%,0.391%,0.391%,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,2020.09.28 06:32:05,1,,,,,Primary,,No,
895,2020.09.28 06:32:05,2020.09.28 06:32:05,2.0,38.96098,18.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.09.28 06:32:05,1,No,,No,,,0 0 3024 9 0 0 0 0,No,
896,2020.09.28 08:00:00,2020.09.28 06:00:00,,,,,,,,,,,,,,,,95.703%,2.0,3161.0,,,47.0,,,,,,,0.391%,0.391%,1.953%,2.734%,86.328%,4.297%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,2020.09.28 13:23:03,1,,,,,Primary,,No,
897,2020.09.28 10:00:00,2020.09.28 08:00:00,,,,,,,,,,,,,,,,94.922%,2.0,2937.0,,,57.0,,,,,,,0.391%,0.391%,1.953%,3.516%,78.516%,9.766%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,2020.09.28 13:23:03,1,,,,,Primary,,No,
898,2020.09.28 12:00:00,2020.09.28 10:00:00,,,,,,,,,,,,,,,,87.109%,5.0,1665.0,,,51.0,,,,,,,1.172%,1.172%,2.734%,2.734%,66.016%,12.109%,0.391%,0.391%,0.391%,0.391%,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,,,2020.09.28 13:23:03,1,,,,,Primary,,No,
899,2020.09.28 12:00:00,2020.09.28 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,2020.09.28 13:23:03,1,,,,,Primary,,No,
900,2020.09.28 13:23:03,2020.09.28 13:23:03,4.0,38.968,18.02612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.09.28 13:23:03,1,No,,No,,,0 0 2595 7 0 0 0 0,No,
901,2020.09.28 14:00:00,2020.09.28 12:00:00,,,,,,,,,,,,,,,,93.359%,2.0,2667.0,,,61.0,,,,,,,1.172%,0.391%,1.953%,7.422%,26.172%,44.922%,11.328%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,2020.09.29 00:44:59,1,,,,,Primary,,No,
902,2020.09.28 16:00:00,2020.09.28 14:00:00,,,,,,,,,,,,,,,,91.016%,4.0,1999.0,,,57.0,,,,,,,1.172%,0.391%,2.734%,9.766%,19.922%,48.047%,7.422%,0.391%,0.391%,0.391%,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,,,2020.09.29 00:44:59,1,,,,,Primary,,No,
903,2020.09.28 18:00:00,2020.09.28 16:00:00,,,,,,,,,,,,,,,,94.141%,2.0,3102.0,,,51.0,,,,,,,0.391%,0.391%,7.422%,52.734%,8.984%,23.047%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,2020.09.29 00:44:59,1,,,,,Primary,,No,
904,2020.09.28 20:00:00,2020.09.28 18:00:00,,,,,,,,,,,,,,,,82.422%,2.0,3115.0,,,45.0,,,,,,,1.172%,1.172%,60.547%,16.797%,2.734%,1.172%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,2020.09.29 00:44:59,1,,,,,Primary,,No,
905,2020.09.28 22:00:00,2020.09.28 20:00:00,,,,,,,,,,,,,,,,89.453%,3.0,2239.0,,,25.0,,,,,,,15.234%,7.422%,52.734%,13.672%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,2020.09.29 06:36:09,1,,,,,Primary,,No,
906,2020.09.28 22:25:56,2020.09.28 22:25:56,3.0,39.05962,17.9525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.09.28 22:25:56,1,,,,,,,,Incomplete Transfer
907,2020.09.29 00:00:00,2020.09.28 22:00:00,,,,,,,,,,,,,,,,83.203%,9.0,722.0,,,25.0,,,,,,,33.203%,17.578%,27.734%,3.516%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.09.29 06:36:09,1,,,,,Primary,,No,
908,2020.09.29 00:00:00,2020.09.29 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,2020.09.29 06:36:09,1,,,,,Primary,,No,
909,2020.09.29 00:44:59,2020.09.29 00:44:59,3.0,39.03162,17.9525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.09.29 00:44:59,1,No,,No,,,10226 1704 2710 10 0 0 5 1,No,
910,2020.09.29 02:00:00,2020.09.29 00:00:00,,,,,,,,,,,,,,,,84.766%,3.0,1802.0,,,27.0,,,,,,,38.672%,9.766%,27.734%,8.203%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.09.29 06:36:09,1,,,,,Primary,,No,
911,2020.09.29 04:00:00,2020.09.29 02:00:00,,,,,,,,,,,,,,,,80.859%,3.0,1594.0,,,13.0,,,,,,,23.828%,55.078%,1.953%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.09.29 06:36:09,1,,,,,Primary,,No,
912,2020.09.29 06:00:00,2020.09.29 04:00:00,,,,,,,,,,,,,,,,87.891%,8.0,909.0,,,57.0,,,,,,,12.109%,1.172%,2.734%,10.547%,29.297%,31.641%,0.391%,0.391%,0.391%,0.391%,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,2020.09.29 13:25:58,1,,,,,Primary,,No,
913,2020.09.29 06:36:09,2020.09.29 06:36:09,2.0,39.017,17.8943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.09.29 06:36:09,1,No,,No,,,0 0 2975 7 0 0 0 0,No,
914,2020.09.29 08:00:00,2020.09.29 06:00:00,,,,,,,,,,,,,,,,94.141%,2.0,3272.0,,,61.0,,,,,,,0.391%,0.391%,1.953%,3.516%,21.484%,61.328%,3.516%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,2020.09.29 13:25:58,1,,,,,Primary,,No,
915,2020.09.29 10:00:00,2020.09.29 08:00:00,,,,,,,,,,,,,,,,92.578%,1.0,3857.0,,,59.0,,,,,,,0.391%,0.391%,1.172%,4.297%,62.891%,17.578%,5.078%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,2020.09.29 13:25:58,1,,,,,Primary,,No,
916,2020.09.29 12:00:00,2020.09.29 10:00:00,,,,,,,,,,,,,,,,94.922%,7.0,739.0,,,61.0,,,,,,,1.953%,0.391%,1.172%,14.453%,67.578%,5.859%,3.516%,0.391%,0.391%,0.391%,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,2020.09.29 13:25:58,1,,,,,Primary,,No,
917,2020.09.29 12:00:00,2020.09.29 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,2020.09.29 13:25:58,1,,,,,Primary,,No,
918,2020.09.29 13:25:58,2020.09.29 13:25:58,4.0,39.11622,17.92273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.09.29 13:25:58,1,No,,No,,,0 0 3183 7 0 0 0 0,No,
919,2020.09.29 14:00:00,2020.09.29 12:00:00,,,,,,,,,,,,,,,,93.359%,2.0,3651.0,,,57.0,,,,,,,0.391%,0.391%,1.953%,12.109%,17.578%,57.422%,2.734%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,2020.09.29 22:33:20,1,,,,,Primary,,No,
920,2020.09.29 16:00:00,2020.09.29 14:00:00,,,,,,,,,,,,,,,,94.922%,2.0,3838.0,,,61.0,,,,,,,0.391%,0.391%,1.172%,6.641%,20.703%,45.703%,18.359%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,2020.09.29 22:33:20,1,,,,,Primary,,No,
921,2020.09.29 18:00:00,2020.09.29 16:00:00,,,,,,,,,,,,,,,,98.047%,1.0,3574.0,,,51.0,,,,,,,0.391%,0.391%,1.172%,45.703%,7.422%,43.359%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,2020.09.29 22:33:20,1,,,,,Primary,,No,
922,2020.09.29 20:00:00,2020.09.29 18:00:00,,,,,,,,,,,,,,,,89.453%,13.0,778.0,,,29.0,,,,,,,24.609%,9.766%,45.703%,8.984%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,11.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,2020.09.29 22:33:20,1,,,,,Primary,,No,
923,2020.09.29 22:00:00,2020.09.29 20:00:00,,,,,,,,,,,,,,,,94.141%,3.0,3273.0,,,33.0,,,,,,,1.953%,37.109%,48.828%,5.078%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,2020.09.30 12:19:23,1,,,,,Primary,,No,
924,2020.09.29 22:33:20,2020.09.29 22:33:20,4.0,39.20777,17.84882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.09.29 22:33:20,1,No,,No,,,0 0 2240 6 1 0 0 0,No,
925,2020.09.30 00:00:00,2020.09.29 22:00:00,,,,,,,,,,,,,,,,92.578%,2.0,3033.0,,,23.0,,,,,,,36.328%,3.516%,51.172%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.09.30 12:19:23,1,,,,,Primary,,No,
926,2020.09.30 00:00:00,2020.09.30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,2020.09.30 12:19:23,1,,,,,Primary,,No,
927,2020.09.30 02:00:00,2020.09.30 00:00:00,,,,,,,,,,,,,,,,94.141%,2.0,3267.0,,,35.0,,,,,,,16.016%,15.234%,54.297%,6.641%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,2020.09.30 12:19:23,1,,,,,Primary,,No,
928,2020.09.30 04:00:00,2020.09.30 02:00:00,,,,,,,,,,,,,,,,91.016%,21.0,234.0,,,9.0,,,,,,,34.766%,55.078%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.09.30 12:19:23,1,,,,,Primary,,No,
929,2020.09.30 06:00:00,2020.09.30 04:00:00,,,,,,,,,,,,,,,,88.672%,7.0,910.0,,,49.0,,,,,,,2.734%,2.734%,11.328%,31.641%,5.078%,36.328%,0.391%,0.391%,0.391%,0.391%,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,2020.09.30 12:19:23,1,,,,,Primary,,No,
930,2020.09.30 08:00:00,2020.09.30 06:00:00,,,,,,,,,,,,,,,,95.703%,2.0,3373.0,,,57.0,,,,,,,0.391%,0.391%,2.734%,1.953%,4.297%,76.172%,9.766%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,2020.09.30 12:19:23,1,,,,,Primary,,No,
931,2020.09.30 10:00:00,2020.09.30 08:00:00,,,,,,,,,,,,,,,,94.141%,2.0,3561.0,,,63.0,,,,,,,0.391%,0.391%,1.953%,10.547%,5.859%,39.453%,34.766%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,2020.09.30 12:19:23,1,,,,,Primary,,No,
932,2020.09.30 12:00:00,2020.09.30 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,2020.09.30 12:19:23,1,,,,,Primary,,No,
933,2020.09.30 12:00:00,2020.09.30 10:00:00,,,,,,,,,,,,,,,,92.578%,2.0,3430.0,,,63.0,,,,,,,1.172%,0.391%,1.953%,2.734%,9.766%,28.516%,47.266%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,2020.09.30 12:19:23,1,,,,,Primary,,No,
934,2020.09.30 12:19:23,2020.09.30 12:19:23,17.0,39.35725,18.03838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.09.30 12:19:23,1,No,,No,,,0 0 3512 5 0 0 0 0,No,
935,2020.09.30 14:00:00,2020.09.30 12:00:00,,,,,,,,,,,,,,,,92.578%,2.0,3345.0,,,65.0,,,,,,,0.391%,0.391%,4.297%,6.641%,1.953%,23.828%,54.297%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,2020.10.01 06:00:57,1,,,,,Primary,,No,
936,2020.09.30 16:00:00,2020.09.30 14:00:00,,,,,,,,,,,,,,,,92.578%,2.0,3074.0,,,61.0,,,,,,,1.172%,1.172%,3.516%,2.734%,2.734%,58.984%,23.047%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,2020.10.01 06:00:57,1,,,,,Primary,,No,
937,2020.09.30 18:00:00,2020.09.30 16:00:00,,,,,,,,,,,,,,,,63.672%,26.0,275.0,,,51.0,,,,,,,8.203%,0.391%,3.516%,16.016%,8.203%,25.391%,0.391%,0.391%,0.391%,0.391%,25.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,2020.10.01 06:00:57,1,,,,,Primary,,No,
938,2020.09.30 20:00:00,2020.09.30 18:00:00,,,,,,,,,,,,,,,,29.297%,3.0,1009.0,,,9.0,,,,,,,28.516%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.10.01 06:00:57,1,,,,,Primary,,No,
939,2020.09.30 22:00:00,2020.09.30 20:00:00,,,,,,,,,,,,,,,,94.141%,2.0,2278.0,,,93.0,,,,,,,8.984%,18.359%,45.703%,15.234%,1.172%,1.172%,1.953%,1.172%,0.391%,0.391%,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,2020.10.01 06:00:57,1,,,,,Primary,,No,
940,2020.10.01 00:00:00,2020.10.01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,2020.10.01 06:00:57,1,,,,,Primary,,No,
941,2020.10.01 00:00:00,2020.09.30 22:00:00,,,,,,,,,,,,,,,,93.359%,64.0,102.0,,,31.0,,,,,,,56.641%,0.391%,7.422%,25.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,62.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.10.01 06:00:57,1,,,,,Primary,,No,
942,2020.10.01 02:00:00,2020.10.01 00:00:00,,,,,,,,,,,,,,,,33.203%,27.0,91.0,,,45.0,,,,,,,28.516%,0.391%,0.391%,0.391%,0.391%,1.172%,0.391%,0.391%,0.391%,0.391%,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.10.01 06:00:57,1,,,,,Primary,,No,
943,2020.10.01 04:00:00,2020.10.01 02:00:00,,,,,,,,,,,,,,,,92.578%,72.0,94.0,,,47.0,,,,,,,53.516%,0.391%,8.984%,16.797%,5.078%,4.297%,0.391%,0.391%,0.391%,0.391%,72.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,2020.10.01 06:00:57,1,,,,,Primary,,No,
