No GPS Data ID,Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,Underwater Percentage,Dive Count,Average Dive Duration,Dive Duration Standard Deviation,Maximum Dive Duration,Maximum Dive Depth,Duration Limit 1 Dive Count,Duration Limit 2 Dive Count,Duration Limit 3 Dive Count,Duration Limit 4 Dive Count,Duration Limit 5 Dive Count,Duration Limit 6 Dive Count,Layer 1 Percentage,Layer 2 Percentage,Layer 3 Percentage,Layer 4 Percentage,Layer 5 Percentage,Layer 6 Percentage,Layer 7 Percentage,Layer 8 Percentage,Layer 9 Percentage,Layer 10 Percentage,Layer 1 Dive Count,Layer 2 Dive Count,Layer 3 Dive Count,Layer 4 Dive Count,Layer 5 Dive Count,Layer 6 Dive Count,Layer 7 Dive Count,Layer 8 Dive Count,Layer 9 Dive Count,Layer 10 Dive Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Saltwater Failsafe,Iridium Command,Schedule Set,Diagnostic Dive Data,Predeployment Data,Error
927,2020.08.04 10:00:00,2020.08.04 08:00:00,,,,,,,,,,,,,,,,93.359%,51.0,129.0,,,93.0,,,,,,,56.641%,1.172%,22.266%,3.516%,1.953%,1.172%,1.172%,2.734%,0.391%,0.391%,49.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,2020.08.04 17:31:36,1,,,,,Primary,,No,
928,2020.08.04 10:00:00,2020.08.04 08:00:00,,,,,,,,,,,,,,,,0.93359,51.0,129.0,,,93.0,,,,,,,0.56641,0.01172,0.22266,0.03516,0.01953,0.01172,0.01172,0.02734,0.00391,0.00391,49.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,2020.08.04 17:31:36,1,,,,,Primary,,No,
929,2020.08.04 12:00:00,2020.08.04 10:00:00,,,,,,,,,,,,,,,,0.93359,50.0,128.0,,,77.0,,,,,,,0.56641,0.02734,0.25391,0.02734,0.01172,0.00391,0.01172,0.01172,0.00391,0.00391,48.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,2020.08.04 17:31:36,1,,,,,Primary,,No,
930,2020.08.04 12:00:00,2020.08.04 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,2020.08.04 17:31:36,1,,,,,Primary,,No,
931,2020.08.04 12:00:00,2020.08.04 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,2020.08.04 17:31:36,1,,,,,Primary,,No,
932,2020.08.04 12:00:00,2020.08.04 10:00:00,,,,,,,,,,,,,,,,93.359%,50.0,128.0,,,77.0,,,,,,,56.641%,2.734%,25.391%,2.734%,1.172%,0.391%,1.172%,1.172%,0.391%,0.391%,48.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,2020.08.04 17:31:36,1,,,,,Primary,,No,
933,2020.08.04 14:00:00,2020.08.04 12:00:00,,,,,,,,,,,,,,,,95.703%,69.0,105.0,,,67.0,,,,,,,63.672%,1.953%,19.922%,1.172%,1.172%,0.391%,1.172%,0.391%,0.391%,0.391%,68.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,2020.08.05 01:27:55,1,,,,,Primary,,No,
934,2020.08.04 14:00:00,2020.08.04 12:00:00,,,,,,,,,,,,,,,,0.95703,69.0,105.0,,,67.0,,,,,,,0.63672,0.01953,0.19922,0.01172,0.01172,0.00391,0.01172,0.00391,0.00391,0.00391,68.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,2020.08.05 01:27:55,1,,,,,Primary,,No,
935,2020.08.04 16:00:00,2020.08.04 14:00:00,,,,,,,,,,,,,,,,94.141%,41.0,165.0,,,71.0,,,,,,,42.578%,9.766%,30.859%,3.516%,3.516%,0.391%,1.953%,0.391%,0.391%,0.391%,36.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,,2020.08.05 01:27:55,1,,,,,Primary,,No,
936,2020.08.04 16:00:00,2020.08.04 14:00:00,,,,,,,,,,,,,,,,0.94141,41.0,165.0,,,71.0,,,,,,,0.42578,0.09766,0.30859,0.03516,0.03516,0.00391,0.01953,0.00391,0.00391,0.00391,36.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,,2020.08.05 01:27:55,1,,,,,Primary,,No,
937,2020.08.04 17:31:36,2020.08.04 17:31:36,2.0,36.59023,13.1253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.04 17:31:36,1,No,,No,,,8526 775 707 17 4 0 3 8,No,
938,2020.08.04 17:31:36,2020.08.04 17:31:36,2.0,36.59023,13.1253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.04 17:31:36,1,No,,No,,,8526 775 707 17 4 0 3 8,No,
939,2020.08.04 18:00:00,2020.08.04 16:00:00,,,,,,,,,,,,,,,,93.359%,28.0,241.0,,,79.0,,,,,,,23.047%,10.547%,23.828%,5.859%,5.078%,4.297%,16.016%,3.516%,0.391%,0.391%,21.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,,2020.08.05 01:27:55,1,,,,,Primary,,No,
940,2020.08.04 18:00:00,2020.08.04 16:00:00,,,,,,,,,,,,,,,,0.93359,28.0,241.0,,,79.0,,,,,,,0.23047,0.10547,0.23828,0.05859,0.05078,0.04297,0.16016,0.03516,0.00391,0.00391,21.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,,2020.08.05 01:27:55,1,,,,,Primary,,No,
941,2020.08.04 20:00:00,2020.08.04 18:00:00,,,,,,,,,,,,,,,,0.95703,11.0,491.0,,,67.0,,,,,,,0.21484,0.00391,0.36328,0.26172,0.01172,0.01172,0.07422,0.00391,0.00391,0.00391,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,2020.08.05 04:33:31,1,,,,,Primary,,No,
942,2020.08.04 20:00:00,2020.08.04 18:00:00,,,,,,,,,,,,,,,,95.703%,11.0,491.0,,,67.0,,,,,,,21.484%,0.391%,36.328%,26.172%,1.172%,1.172%,7.422%,0.391%,0.391%,0.391%,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,2020.08.05 04:33:31,1,,,,,Primary,,No,
943,2020.08.04 22:00:00,2020.08.04 20:00:00,,,,,,,,,,,,,,,,0.93359,16.0,440.0,,,27.0,,,,,,,0.27734,0.06641,0.51953,0.05859,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,12.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.08.05 04:33:31,1,,,,,Primary,,No,
944,2020.08.04 22:00:00,2020.08.04 20:00:00,,,,,,,,,,,,,,,,93.359%,16.0,440.0,,,27.0,,,,,,,27.734%,6.641%,51.953%,5.859%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,12.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.08.05 04:33:31,1,,,,,Primary,,No,
945,2020.08.05 00:00:00,2020.08.04 22:00:00,,,,,,,,,,,,,,,,93.359%,22.0,308.0,,,29.0,,,,,,,30.078%,2.734%,30.078%,28.516%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,19.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.08.05 04:33:31,1,,,,,Primary,,No,
946,2020.08.05 00:00:00,2020.08.05 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,2020.08.05 04:33:31,1,,,,,Primary,,No,
947,2020.08.05 00:00:00,2020.08.05 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,2020.08.05 04:33:31,1,,,,,Primary,,No,
948,2020.08.05 00:00:00,2020.08.04 22:00:00,,,,,,,,,,,,,,,,0.93359,22.0,308.0,,,29.0,,,,,,,0.30078,0.02734,0.30078,0.28516,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,19.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.08.05 04:33:31,1,,,,,Primary,,No,
949,2020.08.05 00:51:00,2020.08.05 00:51:00,2.0,36.60963,12.95102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.05 00:51:00,1,,,,,,,,Incomplete Transfer
950,2020.08.05 00:51:00,2020.08.05 00:51:00,2.0,36.60963,12.95102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.05 00:51:00,1,,,,,,,,Incomplete Transfer
951,2020.08.05 01:27:55,2020.08.05 01:27:55,4.0,36.63375,12.99462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.05 01:27:55,1,No,,No,,,17130 1318 2096 14 1 0 5 8,No,
952,2020.08.05 01:27:55,2020.08.05 01:27:55,4.0,36.63375,12.99462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.05 01:27:55,1,No,,No,,,17130 1318 2096 14 1 0 5 8,No,
953,2020.08.05 02:00:00,2020.08.05 00:00:00,,,,,,,,,,,,,,,,94.141%,6.0,1037.0,,,23.0,,,,,,,12.109%,1.953%,73.047%,6.641%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.08.05 04:33:31,1,,,,,Primary,,No,
954,2020.08.05 02:00:00,2020.08.05 00:00:00,,,,,,,,,,,,,,,,0.94141,6.0,1037.0,,,23.0,,,,,,,0.12109,0.01953,0.73047,0.06641,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.08.05 04:33:31,1,,,,,Primary,,No,
955,2020.08.05 04:00:00,2020.08.05 02:00:00,,,,,,,,,,,,,,,,0.91797,11.0,754.0,,,23.0,,,,,,,0.16016,0.26953,0.46484,0.01172,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.08.05 14:50:31,1,,,,,Primary,,No,
956,2020.08.05 04:00:00,2020.08.05 02:00:00,,,,,,,,,,,,,,,,91.797%,11.0,754.0,,,23.0,,,,,,,16.016%,26.953%,46.484%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.08.05 14:50:31,1,,,,,Primary,,No,
957,2020.08.05 04:33:31,2020.08.05 04:33:31,4.0,36.6933,12.9174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.05 04:33:31,1,No,,No,,,1469 1469 1364 5 1 0 1 0,No,
958,2020.08.05 04:33:31,2020.08.05 04:33:31,4.0,36.6933,12.9174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.05 04:33:31,1,No,,No,,,1469 1469 1364 5 1 0 1 0,No,
959,2020.08.05 06:00:00,2020.08.05 04:00:00,,,,,,,,,,,,,,,,93.359%,16.0,348.0,,,83.0,,,,,,,10.547%,5.078%,28.516%,3.516%,2.734%,3.516%,12.891%,26.172%,0.391%,0.391%,12.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,,,2020.08.05 14:50:31,1,,,,,Primary,,No,
960,2020.08.05 06:00:00,2020.08.05 04:00:00,,,,,,,,,,,,,,,,0.93359,16.0,348.0,,,83.0,,,,,,,0.10547,0.05078,0.28516,0.03516,0.02734,0.03516,0.12891,0.26172,0.00391,0.00391,12.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,,,2020.08.05 14:50:31,1,,,,,Primary,,No,
961,2020.08.05 08:00:00,2020.08.05 06:00:00,,,,,,,,,,,,,,,,0.91797,8.0,987.0,,,81.0,,,,,,,0.04297,0.08984,0.39453,0.03516,0.01953,0.01953,0.19922,0.11328,0.00391,0.00391,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,2020.08.05 14:50:31,1,,,,,Primary,,No,
962,2020.08.05 08:00:00,2020.08.05 06:00:00,,,,,,,,,,,,,,,,91.797%,8.0,987.0,,,81.0,,,,,,,4.297%,8.984%,39.453%,3.516%,1.953%,1.953%,19.922%,11.328%,0.391%,0.391%,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,2020.08.05 14:50:31,1,,,,,Primary,,No,
963,2020.08.05 10:00:00,2020.08.05 08:00:00,,,,,,,,,,,,,,,,93.359%,25.0,216.0,,,87.0,,,,,,,23.047%,9.766%,22.266%,8.203%,3.516%,1.172%,4.297%,19.141%,0.391%,0.391%,22.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,2020.08.05 14:50:45,1,,,,,Primary,,No,
964,2020.08.05 10:00:00,2020.08.05 08:00:00,,,,,,,,,,,,,,,,0.93359,25.0,216.0,,,87.0,,,,,,,0.23047,0.09766,0.22266,0.08203,0.03516,0.01172,0.04297,0.19141,0.00391,0.00391,22.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,2020.08.05 14:50:45,1,,,,,Primary,,No,
965,2020.08.05 12:00:00,2020.08.05 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,2020.08.05 14:50:45,1,,,,,Primary,,No,
966,2020.08.05 12:00:00,2020.08.05 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,2020.08.05 14:50:45,1,,,,,Primary,,No,
967,2020.08.05 12:00:00,2020.08.05 10:00:00,,,,,,,,,,,,,,,,92.578%,28.0,284.0,,,83.0,,,,,,,44.141%,4.297%,8.984%,1.953%,1.953%,1.172%,12.891%,15.234%,0.391%,0.391%,24.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,2020.08.05 14:50:45,1,,,,,Primary,,No,
968,2020.08.05 12:00:00,2020.08.05 10:00:00,,,,,,,,,,,,,,,,0.92578,28.0,284.0,,,83.0,,,,,,,0.44141,0.04297,0.08984,0.01953,0.01953,0.01172,0.12891,0.15234,0.00391,0.00391,24.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,2020.08.05 14:50:45,1,,,,,Primary,,No,
969,2020.08.05 14:00:00,2020.08.05 12:00:00,,,,,,,,,,,,,,,,0.91797,29.0,208.0,,,87.0,,,,,,,0.39453,0.01172,0.09766,0.02734,0.02734,0.01953,0.12109,0.20703,0.00391,0.00391,26.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,2020.08.05 14:50:45,1,,,,,Primary,,No,
970,2020.08.05 14:00:00,2020.08.05 12:00:00,,,,,,,,,,,,,,,,91.797%,29.0,208.0,,,87.0,,,,,,,39.453%,1.172%,9.766%,2.734%,2.734%,1.953%,12.109%,20.703%,0.391%,0.391%,26.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,2020.08.05 14:50:45,1,,,,,Primary,,No,
971,2020.08.05 14:50:31,2020.08.05 14:50:31,3.0,36.69143,12.7328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.05 14:50:31,1,No,,No,,,10997 1100 1879 19 0 0 7 3,No,
972,2020.08.05 14:50:31,2020.08.05 14:50:31,3.0,36.69143,12.7328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.05 14:50:31,1,No,,No,,,10997 1100 1879 19 0 0 7 3,No,
973,2020.08.05 14:50:45,2020.08.05 14:50:45,3.0,36.69143,12.7328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.05 14:50:45,1,No,,No,,,0 0 1879 0 0 0 0 0,No,
974,2020.08.05 14:50:45,2020.08.05 14:50:45,3.0,36.69143,12.7328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.05 14:50:45,1,No,,No,,,0 0 1879 0 0 0 0 0,No,
975,2020.08.05 16:00:00,2020.08.05 14:00:00,,,,,,,,,,,,,,,,88.672%,4.0,1558.0,,,71.0,,,,,,,2.734%,5.859%,8.984%,5.078%,16.016%,16.797%,31.641%,0.391%,0.391%,0.391%,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,,,2020.08.05 22:56:31,1,,,,,Primary,,No,
976,2020.08.05 16:00:00,2020.08.05 14:00:00,,,,,,,,,,,,,,,,0.88672,4.0,1558.0,,,71.0,,,,,,,0.02734,0.05859,0.08984,0.05078,0.16016,0.16797,0.31641,0.00391,0.00391,0.00391,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,,,2020.08.05 22:56:31,1,,,,,Primary,,No,
977,2020.08.05 18:00:00,2020.08.05 16:00:00,,,,,,,,,,,,,,,,0.86328,6.0,1070.0,,,67.0,,,,,,,0.03516,0.01953,0.08203,0.13672,0.26172,0.20703,0.12109,0.00391,0.00391,0.00391,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,,2020.08.05 22:56:31,1,,,,,Primary,,No,
978,2020.08.05 18:00:00,2020.08.05 16:00:00,,,,,,,,,,,,,,,,86.328%,6.0,1070.0,,,67.0,,,,,,,3.516%,1.953%,8.203%,13.672%,26.172%,20.703%,12.109%,0.391%,0.391%,0.391%,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,,2020.08.05 22:56:31,1,,,,,Primary,,No,
979,2020.08.05 20:00:00,2020.08.05 18:00:00,,,,,,,,,,,,,,,,92.578%,3.0,2291.0,,,29.0,,,,,,,5.859%,1.172%,65.234%,19.922%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,,2020.08.05 22:56:31,1,,,,,Primary,,No,
980,2020.08.05 20:00:00,2020.08.05 18:00:00,,,,,,,,,,,,,,,,0.92578,3.0,2291.0,,,29.0,,,,,,,0.05859,0.01172,0.65234,0.19922,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,,2020.08.05 22:56:31,1,,,,,Primary,,No,
981,2020.08.05 21:31:16,2020.08.05 21:31:16,2.0,36.73452,12.6017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.05 21:31:16,1,,,,,,,,Incomplete Transfer
982,2020.08.05 21:31:16,2020.08.05 21:31:16,2.0,36.73452,12.6017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.05 21:31:16,1,,,,,,,,Incomplete Transfer
983,2020.08.05 21:59:00,2020.08.05 21:59:00,3.0,36.73922,12.55797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.05 21:59:00,1,,,,,,,,Incomplete Transfer
984,2020.08.05 21:59:00,2020.08.05 21:59:00,3.0,36.73922,12.55797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.05 21:59:00,1,,,,,,,,Incomplete Transfer
985,2020.08.05 22:00:00,2020.08.05 20:00:00,,,,,,,,,,,,,,,,93.359%,39.0,176.0,,,21.0,,,,,,,49.609%,2.734%,38.672%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,38.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.08.06 05:14:46,1,,,,,Primary,,No,
986,2020.08.05 22:00:00,2020.08.05 20:00:00,,,,,,,,,,,,,,,,0.93359,39.0,176.0,,,21.0,,,,,,,0.49609,0.02734,0.38672,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,38.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.08.06 05:14:46,1,,,,,Primary,,No,
987,2020.08.05 22:56:31,2020.08.05 22:56:31,18.0,36.7728,12.51422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.05 22:56:31,1,No,,No,,,3720 930 1419 15 1 0 3 1,No,
988,2020.08.05 22:56:31,2020.08.05 22:56:31,18.0,36.7728,12.51422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.05 22:56:31,1,No,,No,,,3720 930 1419 15 1 0 3 1,No,
989,2020.08.06 00:00:00,2020.08.06 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,2020.08.06 05:14:46,1,,,,,Primary,,No,
990,2020.08.06 00:00:00,2020.08.05 22:00:00,,,,,,,,,,,,,,,,91.016%,24.0,281.0,,,25.0,,,,,,,39.453%,12.891%,36.328%,1.953%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,20.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.08.06 05:14:46,1,,,,,Primary,,No,
991,2020.08.06 00:00:00,2020.08.05 22:00:00,,,,,,,,,,,,,,,,0.91016,24.0,281.0,,,25.0,,,,,,,0.39453,0.12891,0.36328,0.01953,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,20.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.08.06 05:14:46,1,,,,,Primary,,No,
992,2020.08.06 00:00:00,2020.08.06 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,2020.08.06 05:14:46,1,,,,,Primary,,No,
993,2020.08.06 02:00:00,2020.08.06 00:00:00,,,,,,,,,,,,,,,,0.91797,22.0,257.0,,,21.0,,,,,,,0.19141,0.08203,0.58984,0.03516,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,18.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.08.06 05:14:46,1,,,,,Primary,,No,
994,2020.08.06 02:00:00,2020.08.06 00:00:00,,,,,,,,,,,,,,,,91.797%,22.0,257.0,,,21.0,,,,,,,19.141%,8.203%,58.984%,3.516%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,18.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.08.06 05:14:46,1,,,,,Primary,,No,
995,2020.08.06 04:00:00,2020.08.06 02:00:00,,,,,,,,,,,,,,,,0.91797,47.0,151.0,,,25.0,,,,,,,0.55078,0.02734,0.29297,0.01172,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,45.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.08.06 11:56:58,1,,,,,Primary,,No,
996,2020.08.06 04:00:00,2020.08.06 02:00:00,,,,,,,,,,,,,,,,91.797%,47.0,151.0,,,25.0,,,,,,,55.078%,2.734%,29.297%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,45.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2020.08.06 11:56:58,1,,,,,Primary,,No,
997,2020.08.06 05:14:46,2020.08.06 05:14:46,17.0,36.82275,12.52393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.06 05:14:46,1,No,,No,,,3525 1175 997 9 4 0 3 0,No,
998,2020.08.06 05:14:46,2020.08.06 05:14:46,17.0,36.82275,12.52393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.06 05:14:46,1,No,,No,,,3525 1175 997 9 4 0 3 0,No,
999,2020.08.06 06:00:00,2020.08.06 04:00:00,,,,,,,,,,,,,,,,0.92578,12.0,561.0,,,63.0,,,,,,,0.05078,0.01172,0.41016,0.15234,0.19141,0.05078,0.04297,0.00391,0.00391,0.00391,7.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,,,2020.08.06 11:56:58,1,,,,,Primary,,No,
1000,2020.08.06 06:00:00,2020.08.06 04:00:00,,,,,,,,,,,,,,,,92.578%,12.0,561.0,,,63.0,,,,,,,5.078%,1.172%,41.016%,15.234%,19.141%,5.078%,4.297%,0.391%,0.391%,0.391%,7.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,,,2020.08.06 11:56:58,1,,,,,Primary,,No,
1001,2020.08.06 08:00:00,2020.08.06 06:00:00,,,,,,,,,,,,,,,,0.89453,93.0,68.0,,,63.0,,,,,,,0.43359,0.00391,0.23828,0.01953,0.01172,0.01172,0.11328,0.00391,0.00391,0.00391,90.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,2020.08.06 11:56:58,1,,,,,Primary,,No,
1002,2020.08.06 08:00:00,2020.08.06 06:00:00,,,,,,,,,,,,,,,,89.453%,93.0,68.0,,,63.0,,,,,,,43.359%,0.391%,23.828%,1.953%,1.172%,1.172%,11.328%,0.391%,0.391%,0.391%,90.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,2020.08.06 11:56:58,1,,,,,Primary,,No,
1003,2020.08.06 10:00:00,2020.08.06 08:00:00,,,,,,,,,,,,,,,,91.797%,36.0,184.0,,,85.0,,,,,,,26.953%,1.953%,43.359%,5.078%,2.734%,1.953%,5.078%,2.734%,0.391%,0.391%,32.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,,,2020.08.06 17:35:57,1,,,,,Primary,,No,
1004,2020.08.06 10:00:00,2020.08.06 08:00:00,,,,,,,,,,,,,,,,0.91797,36.0,184.0,,,85.0,,,,,,,0.26953,0.01953,0.43359,0.05078,0.02734,0.01953,0.05078,0.02734,0.00391,0.00391,32.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,,,2020.08.06 17:35:57,1,,,,,Primary,,No,
1005,2020.08.06 11:56:58,2020.08.06 11:56:58,6.0,36.78677,12.38288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.06 11:56:58,1,No,,No,,,2445 815 1308 13 0 0 2 1,No,
1006,2020.08.06 11:56:58,2020.08.06 11:56:58,6.0,36.78677,12.38288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.08.06 11:56:58,1,No,,No,,,2445 815 1308 13 0 0 2 1,No,
1007,2020.08.06 12:00:00,2020.08.06 10:00:00,,,,,,,,,,,,,,,,92.578%,61.0,110.0,,,69.0,,,,,,,38.672%,1.172%,16.797%,10.547%,5.859%,8.984%,6.641%,0.391%,0.391%,0.391%,57.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,,,2020.08.06 17:35:57,1,,,,,Primary,,No,
