Acquisition Time,Acquisition Start Time,Underwater Percentage,Dive Count,Average Dive Duration,Maximum Dive Duration,Maximum Dive Depth,Layer 1 Percentage,Layer 2 Percentage,Layer 3 Percentage,Layer 4 Percentage,Layer 5 Percentage,Layer 6 Percentage,Layer 7 Percentage,Layer 8 Percentage,Layer 9 Percentage,Layer 10 Percentage,Layer 1 Dive Count,Layer 2 Dive Count,Layer 3 Dive Count,Layer 4 Dive Count,Layer 5 Dive Count,Layer 6 Dive Count,Layer 7 Dive Count,Layer 8 Dive Count,Layer 9 Dive Count,Layer 10 Dive Count
2020.11.09 00:00:00,2020.11.08 22:00:00,94.141%,1.0,3272.0,,23.0,1.172%,0.391%,79.297%,13.672%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.09 02:00:00,2020.11.09 00:00:00,83.984%,10.0,980.0,,35.0,41.797%,0.391%,0.391%,36.328%,3.516%,0.391%,0.391%,0.391%,0.391%,0.391%,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.09 04:00:00,2020.11.09 02:00:00,91.797%,1.0,8268.0,,25.0,0.391%,9.766%,33.203%,48.047%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020.11.09 06:00:00,2020.11.09 04:00:00,91.016%,4.0,1202.0,,45.0,16.016%,33.203%,0.391%,1.172%,37.891%,1.953%,0.391%,0.391%,0.391%,0.391%,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.09 08:00:00,2020.11.09 06:00:00,94.141%,1.0,5186.0,,61.0,0.391%,0.391%,12.109%,16.797%,6.641%,54.297%,3.516%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020.11.09 10:00:00,2020.11.09 08:00:00,96.484%,1.0,6161.0,,53.0,0.391%,0.391%,1.172%,1.172%,15.234%,77.734%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020.11.09 12:00:00,2020.11.09 10:00:00,93.359%,2.0,3496.0,,59.0,1.172%,0.391%,1.172%,7.422%,27.734%,52.734%,3.516%,0.391%,0.391%,0.391%,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020.11.09 14:00:00,2020.11.09 12:00:00,92.578%,1.0,8098.0,,49.0,0.391%,0.391%,1.172%,8.984%,33.984%,48.047%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020.11.09 16:00:00,2020.11.09 14:00:00,92.578%,5.0,1646.0,,51.0,1.172%,0.391%,1.172%,12.891%,53.516%,22.266%,0.391%,0.391%,0.391%,0.391%,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020.11.09 18:00:00,2020.11.09 16:00:00,99.609%,0.0,0.0,,37.0,0.391%,0.391%,0.391%,63.672%,36.328%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.09 20:00:00,2020.11.09 18:00:00,81.641%,5.0,3011.0,,27.0,48.828%,0.391%,1.953%,30.078%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020.11.09 22:00:00,2020.11.09 20:00:00,99.609%,0.0,0.0,,25.0,0.391%,0.391%,93.359%,6.641%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.10 00:00:00,2020.11.09 22:00:00,83.203%,4.0,3154.0,,53.0,55.859%,0.391%,16.797%,3.516%,2.734%,1.953%,0.391%,0.391%,0.391%,0.391%,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.10 02:00:00,2020.11.10 00:00:00,99.609%,0.0,0.0,,33.0,0.391%,0.391%,59.766%,39.453%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.10 04:00:00,2020.11.10 02:00:00,91.797%,3.0,4169.0,,17.0,30.078%,22.266%,38.672%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020.11.10 06:00:00,2020.11.10 04:00:00,73.828%,36.0,157.0,,43.0,44.141%,5.078%,0.391%,11.328%,10.547%,0.391%,0.391%,0.391%,0.391%,0.391%,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.10 08:00:00,2020.11.10 06:00:00,96.484%,1.0,5546.0,,53.0,0.391%,0.391%,1.172%,5.859%,69.141%,18.359%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020.11.10 10:00:00,2020.11.10 08:00:00,97.266%,1.0,5973.0,,47.0,0.391%,0.391%,0.391%,1.172%,77.734%,16.797%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020.11.10 12:00:00,2020.11.10 10:00:00,96.484%,1.0,5762.0,,49.0,0.391%,0.391%,1.172%,3.516%,78.516%,12.891%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020.11.10 14:00:00,2020.11.10 12:00:00,94.922%,1.0,5973.0,,61.0,0.391%,0.391%,1.172%,8.203%,45.703%,37.891%,1.953%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020.11.10 16:00:00,2020.11.10 14:00:00,91.797%,7.0,1799.0,,47.0,23.047%,1.953%,2.734%,6.641%,49.609%,7.422%,0.391%,0.391%,0.391%,0.391%,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2020.11.10 18:00:00,2020.11.10 16:00:00,87.109%,14.0,452.0,,3.0,86.328%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.10 20:00:00,2020.11.10 18:00:00,94.922%,2.0,1660.0,,3.0,94.922%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.10 22:00:00,2020.11.10 20:00:00,87.109%,3.0,2858.0,,7.0,73.047%,14.453%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.11 00:00:00,2020.11.10 22:00:00,91.797%,2.0,2235.0,,11.0,44.141%,48.047%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.11 02:00:00,2020.11.11 00:00:00,91.797%,6.0,1064.0,,11.0,12.109%,74.609%,5.078%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.11 04:00:00,2020.11.11 02:00:00,79.297%,15.0,461.0,,15.0,26.953%,21.484%,30.078%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.11 06:00:00,2020.11.11 04:00:00,80.859%,11.0,494.0,,57.0,7.422%,32.422%,0.391%,13.672%,19.141%,4.297%,1.953%,0.391%,0.391%,0.391%,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.11 08:00:00,2020.11.11 06:00:00,95.703%,1.0,3487.0,,53.0,0.391%,0.391%,1.172%,12.109%,48.047%,32.422%,1.172%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020.11.11 10:00:00,2020.11.11 08:00:00,90.234%,1.0,6786.0,,57.0,0.391%,0.391%,1.172%,6.641%,29.297%,49.609%,2.734%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020.11.11 12:00:00,2020.11.11 10:00:00,93.359%,3.0,2444.0,,53.0,1.172%,0.391%,1.172%,13.672%,40.234%,36.328%,1.172%,0.391%,0.391%,0.391%,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020.11.11 14:00:00,2020.11.11 12:00:00,93.359%,1.0,7686.0,,49.0,0.391%,0.391%,1.172%,16.797%,48.828%,25.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020.11.11 16:00:00,2020.11.11 14:00:00,96.484%,1.0,6968.0,,41.0,0.391%,0.391%,1.172%,45.703%,48.047%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020.11.11 18:00:00,2020.11.11 16:00:00,87.109%,16.0,613.0,,27.0,18.359%,3.516%,8.984%,55.859%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020.11.11 20:00:00,2020.11.11 18:00:00,91.016%,1.0,3698.0,,11.0,9.766%,81.641%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.11 22:00:00,2020.11.11 20:00:00,98.828%,1.0,0.0,,13.0,0.391%,55.078%,43.359%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.12 00:00:00,2020.11.11 22:00:00,7.422%,4.0,1528.0,,9.0,2.734%,4.297%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.12 02:00:00,2020.11.12 00:00:00,35.547%,22.0,120.0,,1.0,34.766%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.12 04:00:00,2020.11.12 02:00:00,96.484%,7.0,70.0,,21.0,5.859%,0.391%,87.109%,3.516%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.12 06:00:00,2020.11.12 04:00:00,80.078%,9.0,1121.0,,39.0,16.797%,1.172%,32.422%,3.516%,26.172%,0.391%,0.391%,0.391%,0.391%,0.391%,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.12 08:00:00,2020.11.12 06:00:00,93.359%,1.0,7499.0,,43.0,0.391%,0.391%,1.953%,65.234%,23.047%,1.953%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020.11.12 10:00:00,2020.11.12 08:00:00,99.609%,0.0,0.0,,43.0,0.391%,0.391%,0.391%,19.141%,77.734%,3.516%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.12 12:00:00,2020.11.12 10:00:00,88.672%,3.0,2925.0,,51.0,0.391%,0.391%,1.172%,8.984%,54.297%,23.047%,0.391%,0.391%,0.391%,0.391%,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020.11.12 14:00:00,2020.11.12 12:00:00,92.578%,1.0,7886.0,,47.0,0.391%,0.391%,1.172%,23.828%,57.422%,8.984%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020.11.12 16:00:00,2020.11.12 14:00:00,95.703%,9.0,1304.0,,35.0,16.797%,1.172%,2.734%,62.891%,11.328%,0.391%,0.391%,0.391%,0.391%,0.391%,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2020.11.12 18:00:00,2020.11.12 16:00:00,25.391%,15.0,121.0,,5.0,23.828%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.12 20:00:00,2020.11.12 18:00:00,0.391%,0.0,0.0,,1.0,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.12 22:00:00,2020.11.12 20:00:00,56.641%,34.0,120.0,,1.0,54.297%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.13 00:00:00,2020.11.12 22:00:00,56.641%,2.0,18.0,,19.0,0.391%,0.391%,55.859%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.13 02:00:00,2020.11.13 00:00:00,91.797%,12.0,882.0,,13.0,33.203%,16.797%,41.016%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.13 04:00:00,2020.11.13 02:00:00,97.266%,2.0,56.0,,15.0,0.391%,32.422%,64.453%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.13 06:00:00,2020.11.13 04:00:00,79.297%,13.0,827.0,,47.0,19.922%,31.641%,0.391%,9.766%,12.891%,3.516%,0.391%,0.391%,0.391%,0.391%,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.13 08:00:00,2020.11.13 06:00:00,95.703%,10.0,751.0,,55.0,8.984%,1.172%,20.703%,46.484%,10.547%,6.641%,1.172%,0.391%,0.391%,0.391%,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020.11.13 10:00:00,2020.11.13 08:00:00,94.922%,1.0,8044.0,,45.0,0.391%,0.391%,5.859%,39.453%,47.266%,1.172%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020.11.13 12:00:00,2020.11.13 10:00:00,99.609%,0.0,0.0,,55.0,0.391%,0.391%,0.391%,33.203%,55.078%,9.766%,1.953%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.13 14:00:00,2020.11.13 12:00:00,94.922%,1.0,8490.0,,59.0,0.391%,0.391%,2.734%,34.766%,31.641%,23.828%,1.953%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020.11.13 16:00:00,2020.11.13 14:00:00,95.703%,1.0,7640.0,,41.0,0.391%,0.391%,2.734%,69.922%,22.266%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020.11.13 18:00:00,2020.11.13 16:00:00,54.297%,0.0,8843.0,,25.0,0.391%,0.391%,12.109%,41.016%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020.11.13 20:00:00,2020.11.13 18:00:00,0.391%,0.0,0.0,,1.0,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.13 22:00:00,2020.11.13 20:00:00,5.078%,8.0,47.0,,1.0,5.078%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.14 00:00:00,2020.11.13 22:00:00,15.234%,16.0,68.0,,1.0,13.672%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.14 02:00:00,2020.11.14 00:00:00,66.797%,13.0,196.0,,7.0,65.234%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.14 04:00:00,2020.11.14 02:00:00,54.297%,0.0,6372.0,,5.0,54.297%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.14 06:00:00,2020.11.14 04:00:00,41.797%,17.0,126.0,,63.0,26.953%,0.391%,0.391%,7.422%,1.172%,1.953%,1.953%,0.391%,0.391%,0.391%,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.14 08:00:00,2020.11.14 06:00:00,94.922%,1.0,7021.0,,53.0,0.391%,0.391%,52.734%,30.859%,3.516%,6.641%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020.11.14 10:00:00,2020.11.14 08:00:00,98.828%,0.0,7890.0,,47.0,0.391%,0.391%,4.297%,76.172%,16.016%,1.172%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020.11.14 12:00:00,2020.11.14 10:00:00,84.766%,5.0,1221.0,,75.0,1.172%,0.391%,0.391%,7.422%,44.141%,18.359%,10.547%,1.172%,0.391%,0.391%,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2020.11.14 14:00:00,2020.11.14 12:00:00,61.328%,25.0,153.0,,45.0,49.609%,0.391%,1.953%,3.516%,3.516%,1.172%,0.391%,0.391%,0.391%,0.391%,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.14 16:00:00,2020.11.14 14:00:00,97.266%,4.0,1553.0,,27.0,3.516%,3.516%,85.547%,4.297%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2020.11.14 18:00:00,2020.11.14 16:00:00,94.141%,14.0,480.0,,3.0,93.359%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.14 20:00:00,2020.11.14 18:00:00,94.922%,2.0,1051.0,,23.0,22.266%,0.391%,70.703%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.14 22:00:00,2020.11.14 20:00:00,83.984%,5.0,2137.0,,23.0,15.234%,1.172%,65.234%,1.953%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.15 00:00:00,2020.11.14 22:00:00,99.609%,0.0,0.0,,21.0,0.391%,0.391%,99.609%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.15 02:00:00,2020.11.15 00:00:00,87.891%,1.0,11515.0,,17.0,0.391%,1.172%,86.328%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.15 04:00:00,2020.11.15 02:00:00,99.609%,0.0,0.0,,13.0,0.391%,56.641%,43.359%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.15 06:00:00,2020.11.15 04:00:00,83.984%,12.0,1314.0,,27.0,16.016%,62.109%,4.297%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.15 08:00:00,2020.11.15 06:00:00,99.609%,0.0,0.0,,57.0,0.391%,0.391%,41.016%,52.734%,3.516%,1.172%,1.953%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.15 10:00:00,2020.11.15 08:00:00,95.703%,1.0,7440.0,,55.0,0.391%,0.391%,1.172%,57.422%,30.859%,2.734%,1.953%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020.11.15 12:00:00,2020.11.15 10:00:00,40.234%,0.0,9657.0,,31.0,0.391%,0.391%,5.859%,33.984%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020.11.15 14:00:00,2020.11.15 12:00:00,0.391%,0.0,0.0,,1.0,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.15 16:00:00,2020.11.15 14:00:00,80.078%,4.0,1795.0,,51.0,1.172%,1.172%,46.484%,28.516%,1.172%,1.953%,0.391%,0.391%,0.391%,0.391%,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020.11.15 18:00:00,2020.11.15 16:00:00,98.047%,6.0,1227.0,,29.0,3.516%,0.391%,81.641%,11.328%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.15 20:00:00,2020.11.15 18:00:00,97.266%,9.0,140.0,,23.0,16.016%,0.391%,62.891%,18.359%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.15 22:00:00,2020.11.15 20:00:00,94.922%,8.0,1103.0,,23.0,15.234%,1.172%,76.953%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.16 00:00:00,2020.11.15 22:00:00,98.828%,0.0,11006.0,,19.0,0.391%,1.172%,98.047%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.16 02:00:00,2020.11.16 00:00:00,93.359%,2.0,2716.0,,21.0,37.891%,0.391%,53.516%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.16 04:00:00,2020.11.16 02:00:00,99.609%,0.0,0.0,,17.0,0.391%,0.391%,99.609%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.16 06:00:00,2020.11.16 04:00:00,88.672%,9.0,1796.0,,13.0,67.578%,17.578%,2.734%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.16 08:00:00,2020.11.16 06:00:00,96.484%,1.0,2843.0,,53.0,1.172%,19.922%,1.953%,69.141%,1.953%,1.172%,1.172%,0.391%,0.391%,0.391%,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.16 10:00:00,2020.11.16 08:00:00,94.922%,3.0,2671.0,,43.0,1.172%,0.391%,12.891%,47.266%,31.641%,1.172%,0.391%,0.391%,0.391%,0.391%,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2020.11.16 12:00:00,2020.11.16 10:00:00,95.703%,1.0,9630.0,,35.0,0.391%,0.391%,2.734%,83.984%,8.203%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020.11.16 14:00:00,2020.11.16 12:00:00,94.141%,7.0,579.0,,45.0,3.516%,0.391%,1.172%,42.578%,44.922%,1.953%,0.391%,0.391%,0.391%,0.391%,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020.11.16 16:00:00,2020.11.16 14:00:00,96.484%,1.0,7717.0,,41.0,0.391%,0.391%,3.516%,78.516%,12.891%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020.11.16 18:00:00,2020.11.16 16:00:00,91.797%,1.0,9299.0,,25.0,0.391%,0.391%,54.297%,36.328%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020.11.16 20:00:00,2020.11.16 18:00:00,95.703%,1.0,6664.0,,23.0,1.172%,40.234%,52.734%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.16 22:00:00,2020.11.16 20:00:00,99.609%,0.0,0.0,,19.0,0.391%,0.391%,99.609%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.17 00:00:00,2020.11.16 22:00:00,95.703%,1.0,11070.0,,15.0,30.078%,27.734%,38.672%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.17 02:00:00,2020.11.17 00:00:00,87.891%,1.0,6243.0,,15.0,31.641%,0.391%,55.859%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.17 04:00:00,2020.11.17 02:00:00,94.922%,1.0,8660.0,,23.0,1.172%,41.016%,51.172%,1.953%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.17 06:00:00,2020.11.17 04:00:00,98.047%,1.0,8650.0,,19.0,1.953%,8.203%,87.891%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.11.17 08:00:00,2020.11.17 06:00:00,96.484%,1.0,3789.0,,59.0,19.922%,23.828%,1.172%,42.578%,5.078%,1.953%,1.953%,0.391%,0.391%,0.391%,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
