Acquisition Time,Acquisition Start Time,Underwater Percentage,Dive Count,Average Dive Duration,Maximum Dive Duration,Maximum Dive Depth,Layer 1 Percentage,Layer 2 Percentage,Layer 3 Percentage,Layer 4 Percentage,Layer 5 Percentage,Layer 6 Percentage,Layer 7 Percentage,Layer 8 Percentage,Layer 9 Percentage,Layer 10 Percentage,Layer 1 Dive Count,Layer 2 Dive Count,Layer 3 Dive Count,Layer 4 Dive Count,Layer 5 Dive Count,Layer 6 Dive Count,Layer 7 Dive Count,Layer 8 Dive Count,Layer 9 Dive Count,Layer 10 Dive Count
2020.09.06 06:00:00,2020.09.06 04:00:00,0.92578,31.0,194.0,,157.0,0.41016,0.00391,0.01953,0.02734,0.13672,0.02734,0.08984,0.08203,0.02734,0.06641,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2020.09.06 08:00:00,2020.09.06 06:00:00,92.578%,4.0,1566.0,,89.0,1.953%,1.953%,5.859%,40.234%,8.984%,2.734%,15.234%,15.234%,0.391%,0.391%,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0
2020.09.06 08:00:00,2020.09.06 06:00:00,0.92578,4.0,1566.0,,89.0,0.01953,0.01953,0.05859,0.40234,0.08984,0.02734,0.15234,0.15234,0.00391,0.00391,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0
2020.09.06 10:00:00,2020.09.06 08:00:00,91.016%,11.0,660.0,,93.0,14.453%,2.734%,3.516%,33.203%,29.297%,0.391%,1.172%,5.078%,0.391%,0.391%,6.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
2020.09.06 10:00:00,2020.09.06 08:00:00,0.91016,11.0,660.0,,93.0,0.14453,0.02734,0.03516,0.33203,0.29297,0.00391,0.01172,0.05078,0.00391,0.00391,6.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
2020.09.06 12:00:00,2020.09.06 10:00:00,91.797%,41.0,149.0,,123.0,34.766%,1.172%,6.641%,19.141%,8.984%,5.078%,2.734%,2.734%,5.859%,1.953%,38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2020.09.06 12:00:00,2020.09.06 10:00:00,0.91797,41.0,149.0,,123.0,0.34766,0.01172,0.06641,0.19141,0.08984,0.05078,0.02734,0.02734,0.05859,0.01953,38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2020.09.06 14:00:00,2020.09.06 12:00:00,85.547%,14.0,460.0,,95.0,22.266%,1.172%,5.078%,7.422%,3.516%,2.734%,14.453%,25.391%,2.734%,0.391%,10.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0
2020.09.06 14:00:00,2020.09.06 12:00:00,0.85547,14.0,460.0,,95.0,0.22266,0.01172,0.05078,0.07422,0.03516,0.02734,0.14453,0.25391,0.02734,0.00391,10.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0
2020.09.06 16:00:00,2020.09.06 14:00:00,84.766%,12.0,523.0,,95.0,16.016%,1.953%,9.766%,8.203%,5.078%,2.734%,23.828%,16.016%,0.391%,0.391%,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
2020.09.06 16:00:00,2020.09.06 14:00:00,0.84766,12.0,523.0,,95.0,0.16016,0.01953,0.09766,0.08203,0.05078,0.02734,0.23828,0.16016,0.00391,0.00391,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
2020.09.06 18:00:00,2020.09.06 16:00:00,86.328%,7.0,842.0,,75.0,2.734%,1.953%,14.453%,8.984%,6.641%,17.578%,32.422%,0.391%,0.391%,0.391%,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
2020.09.06 18:00:00,2020.09.06 16:00:00,0.86328,7.0,842.0,,75.0,0.02734,0.01953,0.14453,0.08984,0.06641,0.17578,0.32422,0.00391,0.00391,0.00391,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
2020.09.06 20:00:00,2020.09.06 18:00:00,87.891%,53.0,137.0,,43.0,55.859%,1.172%,8.984%,7.422%,8.984%,1.172%,0.391%,0.391%,0.391%,0.391%,51.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2020.09.06 20:00:00,2020.09.06 18:00:00,0.87891,53.0,137.0,,43.0,0.55859,0.01172,0.08984,0.07422,0.08984,0.01172,0.00391,0.00391,0.00391,0.00391,51.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2020.09.06 22:00:00,2020.09.06 20:00:00,91.797%,44.0,151.0,,25.0,55.078%,7.422%,24.609%,1.953%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,42.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.09.06 22:00:00,2020.09.06 20:00:00,0.91797,44.0,151.0,,25.0,0.55078,0.07422,0.24609,0.01953,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,42.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.09.07 00:00:00,2020.09.06 22:00:00,87.891%,26.0,234.0,,25.0,51.953%,7.422%,25.391%,1.953%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,24.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.09.07 00:00:00,2020.09.06 22:00:00,0.87891,26.0,234.0,,25.0,0.51953,0.07422,0.25391,0.01953,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,24.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.09.07 02:00:00,2020.09.07 00:00:00,91.797%,43.0,157.0,,19.0,62.891%,5.859%,20.703%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,41.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.09.07 02:00:00,2020.09.07 00:00:00,0.91797,43.0,157.0,,19.0,0.62891,0.05859,0.20703,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,41.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.09.07 04:00:00,2020.09.07 02:00:00,94.922%,51.0,131.0,,29.0,76.953%,1.953%,9.766%,2.734%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.09.07 04:00:00,2020.09.07 02:00:00,0.94922,51.0,131.0,,29.0,0.76953,0.01953,0.09766,0.02734,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.09.07 06:00:00,2020.09.07 04:00:00,0.76172,17.0,301.0,,93.0,0.24609,0.11328,0.05859,0.01953,0.01953,0.01953,0.06641,0.19141,0.01953,0.00391,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2020.09.07 06:00:00,2020.09.07 04:00:00,76.172%,17.0,301.0,,93.0,24.609%,11.328%,5.859%,1.953%,1.953%,1.953%,6.641%,19.141%,1.953%,0.391%,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2020.09.07 08:00:00,2020.09.07 06:00:00,90.234%,6.0,1162.0,,79.0,2.734%,1.172%,5.078%,16.016%,5.078%,3.516%,40.234%,15.234%,0.391%,0.391%,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
2020.09.07 08:00:00,2020.09.07 06:00:00,0.90234,6.0,1162.0,,79.0,0.02734,0.01172,0.05078,0.16016,0.05078,0.03516,0.40234,0.15234,0.00391,0.00391,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
2020.09.07 10:00:00,2020.09.07 08:00:00,0.93359,24.0,277.0,,39.0,0.27734,0.01953,0.15234,0.33203,0.12891,0.00391,0.00391,0.00391,0.00391,0.00391,20.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2020.09.07 10:00:00,2020.09.07 08:00:00,93.359%,24.0,277.0,,39.0,27.734%,1.953%,15.234%,33.203%,12.891%,0.391%,0.391%,0.391%,0.391%,0.391%,20.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2020.09.07 12:00:00,2020.09.07 10:00:00,0.98047,84.0,87.0,,77.0,0.80859,0.01172,0.04297,0.01172,0.01172,0.01172,0.01172,0.01172,0.00391,0.00391,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2020.09.07 12:00:00,2020.09.07 10:00:00,98.047%,84.0,87.0,,77.0,80.859%,1.172%,4.297%,1.172%,1.172%,1.172%,1.172%,1.172%,0.391%,0.391%,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2020.09.07 14:00:00,2020.09.07 12:00:00,0.94922,77.0,87.0,,89.0,0.73828,0.00391,0.04297,0.04297,0.01172,0.01172,0.02734,0.01953,0.00391,0.00391,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2020.09.07 14:00:00,2020.09.07 12:00:00,94.922%,77.0,87.0,,89.0,73.828%,0.391%,4.297%,4.297%,1.172%,1.172%,2.734%,1.953%,0.391%,0.391%,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2020.09.07 16:00:00,2020.09.07 14:00:00,91.797%,68.0,99.0,,41.0,69.922%,0.391%,6.641%,7.422%,2.734%,0.391%,0.391%,0.391%,0.391%,0.391%,67.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020.09.07 16:00:00,2020.09.07 14:00:00,0.91797,68.0,99.0,,41.0,0.69922,0.00391,0.06641,0.07422,0.02734,0.00391,0.00391,0.00391,0.00391,0.00391,67.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020.09.07 18:00:00,2020.09.07 16:00:00,91.797%,48.0,132.0,,99.0,49.609%,0.391%,5.859%,2.734%,7.422%,5.859%,5.078%,8.203%,2.734%,0.391%,46.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2020.09.07 18:00:00,2020.09.07 16:00:00,0.91797,48.0,132.0,,99.0,0.49609,0.00391,0.05859,0.02734,0.07422,0.05859,0.05078,0.08203,0.02734,0.00391,46.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2020.09.07 20:00:00,2020.09.07 18:00:00,96.484%,29.0,250.0,,75.0,49.609%,0.391%,1.953%,12.109%,17.578%,1.172%,6.641%,5.078%,0.391%,0.391%,27.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2020.09.07 20:00:00,2020.09.07 18:00:00,0.96484,29.0,250.0,,75.0,0.49609,0.00391,0.01953,0.12109,0.17578,0.01172,0.06641,0.05078,0.00391,0.00391,27.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2020.09.07 22:00:00,2020.09.07 20:00:00,0.94922,66.0,104.0,,3.0,0.90234,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.09.07 22:00:00,2020.09.07 20:00:00,94.922%,66.0,104.0,,3.0,90.234%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.09.08 00:00:00,2020.09.07 22:00:00,0.96484,41.0,166.0,,3.0,0.93359,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.09.08 00:00:00,2020.09.07 22:00:00,96.484%,41.0,166.0,,3.0,93.359%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.09.08 02:00:00,2020.09.08 00:00:00,0.98828,54.0,131.0,,5.0,0.94922,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.09.08 02:00:00,2020.09.08 00:00:00,98.828%,54.0,131.0,,5.0,94.922%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.09.08 04:00:00,2020.09.08 02:00:00,0.98047,39.0,182.0,,3.0,0.96484,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.09.08 04:00:00,2020.09.08 02:00:00,98.047%,39.0,182.0,,3.0,96.484%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.09.08 06:00:00,2020.09.08 04:00:00,0.93359,34.0,196.0,,79.0,0.55078,0.01172,0.09766,0.16016,0.04297,0.01953,0.03516,0.01172,0.00391,0.00391,32.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2020.09.08 06:00:00,2020.09.08 04:00:00,93.359%,34.0,196.0,,79.0,55.078%,1.172%,9.766%,16.016%,4.297%,1.953%,3.516%,1.172%,0.391%,0.391%,32.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2020.09.08 08:00:00,2020.09.08 06:00:00,0.92578,5.0,1228.0,,81.0,0.04297,0.01172,0.02734,0.19922,0.02734,0.02734,0.55078,0.04297,0.00391,0.00391,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2020.09.08 08:00:00,2020.09.08 06:00:00,92.578%,5.0,1228.0,,81.0,4.297%,1.172%,2.734%,19.922%,2.734%,2.734%,55.078%,4.297%,0.391%,0.391%,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2020.09.08 10:00:00,2020.09.08 08:00:00,0.92578,6.0,1054.0,,89.0,0.02734,0.01172,0.05859,0.62109,0.06641,0.05078,0.03516,0.04297,0.00391,0.00391,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
2020.09.08 10:00:00,2020.09.08 08:00:00,92.578%,6.0,1054.0,,89.0,2.734%,1.172%,5.859%,62.109%,6.641%,5.078%,3.516%,4.297%,0.391%,0.391%,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
2020.09.08 12:00:00,2020.09.08 10:00:00,0.93359,37.0,181.0,,79.0,0.48047,0.01172,0.16797,0.04297,0.01953,0.01172,0.15234,0.02734,0.00391,0.00391,35.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2020.09.08 12:00:00,2020.09.08 10:00:00,93.359%,37.0,181.0,,79.0,48.047%,1.172%,16.797%,4.297%,1.953%,1.172%,15.234%,2.734%,0.391%,0.391%,35.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2020.09.08 14:00:00,2020.09.08 12:00:00,87.891%,15.0,391.0,,83.0,23.828%,1.172%,13.672%,18.359%,3.516%,2.734%,12.891%,11.328%,0.391%,0.391%,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2020.09.08 14:00:00,2020.09.08 12:00:00,0.87891,15.0,391.0,,83.0,0.23828,0.01172,0.13672,0.18359,0.03516,0.02734,0.12891,0.11328,0.00391,0.00391,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2020.09.08 16:00:00,2020.09.08 14:00:00,90.234%,40.0,189.0,,75.0,40.234%,1.172%,12.109%,8.203%,2.734%,1.953%,19.141%,2.734%,0.391%,0.391%,36.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
2020.09.08 16:00:00,2020.09.08 14:00:00,0.90234,40.0,189.0,,75.0,0.40234,0.01172,0.12109,0.08203,0.02734,0.01953,0.19141,0.02734,0.00391,0.00391,36.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
2020.09.08 18:00:00,2020.09.08 16:00:00,88.672%,9.0,705.0,,75.0,2.734%,1.953%,10.547%,25.391%,7.422%,8.984%,30.078%,1.172%,0.391%,0.391%,5.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
2020.09.08 18:00:00,2020.09.08 16:00:00,0.88672,9.0,705.0,,75.0,0.02734,0.01953,0.10547,0.25391,0.07422,0.08984,0.30078,0.01172,0.00391,0.00391,5.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
2020.09.08 20:00:00,2020.09.08 18:00:00,94.922%,38.0,193.0,,51.0,49.609%,0.391%,7.422%,30.859%,2.734%,1.172%,0.391%,0.391%,0.391%,0.391%,36.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2020.09.08 20:00:00,2020.09.08 18:00:00,0.94922,38.0,193.0,,51.0,0.49609,0.00391,0.07422,0.30859,0.02734,0.01172,0.00391,0.00391,0.00391,0.00391,36.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2020.09.08 22:00:00,2020.09.08 20:00:00,96.484%,54.0,123.0,,29.0,77.734%,0.391%,6.641%,7.422%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,53.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.09.08 22:00:00,2020.09.08 20:00:00,0.96484,54.0,123.0,,29.0,0.77734,0.00391,0.06641,0.07422,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,53.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.09.09 00:00:00,2020.09.08 22:00:00,96.484%,32.0,219.0,,35.0,71.484%,1.172%,6.641%,9.766%,6.641%,0.391%,0.391%,0.391%,0.391%,0.391%,31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020.09.09 00:00:00,2020.09.08 22:00:00,0.96484,32.0,219.0,,35.0,0.71484,0.01172,0.06641,0.09766,0.06641,0.00391,0.00391,0.00391,0.00391,0.00391,31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020.09.09 02:00:00,2020.09.09 00:00:00,94.922%,22.0,298.0,,29.0,48.047%,1.953%,28.516%,15.234%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.09.09 02:00:00,2020.09.09 00:00:00,0.94922,22.0,298.0,,29.0,0.48047,0.01953,0.28516,0.15234,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.09.09 04:00:00,2020.09.09 02:00:00,0.87109,5.0,1116.0,,31.0,0.33203,0.02734,0.23828,0.25391,0.01172,0.00391,0.00391,0.00391,0.00391,0.00391,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.09.09 04:00:00,2020.09.09 02:00:00,87.109%,5.0,1116.0,,31.0,33.203%,2.734%,23.828%,25.391%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.09.09 06:00:00,2020.09.09 04:00:00,89.453%,3.0,1931.0,,83.0,1.172%,1.172%,9.766%,30.859%,7.422%,7.422%,25.391%,7.422%,0.391%,0.391%,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
2020.09.09 06:00:00,2020.09.09 04:00:00,0.89453,3.0,1931.0,,83.0,0.01172,0.01172,0.09766,0.30859,0.07422,0.07422,0.25391,0.07422,0.00391,0.00391,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
2020.09.09 08:00:00,2020.09.09 06:00:00,90.234%,4.0,1590.0,,71.0,1.953%,1.172%,15.234%,23.047%,5.078%,12.109%,31.641%,0.391%,0.391%,0.391%,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2020.09.09 08:00:00,2020.09.09 06:00:00,0.90234,4.0,1590.0,,71.0,0.01953,0.01172,0.15234,0.23047,0.05078,0.12109,0.31641,0.00391,0.00391,0.00391,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2020.09.09 10:00:00,2020.09.09 08:00:00,0.86328,46.0,175.0,,33.0,0.30859,0.01953,0.25391,0.24609,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,43.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0
2020.09.09 10:00:00,2020.09.09 08:00:00,86.328%,46.0,175.0,,33.0,30.859%,1.953%,25.391%,24.609%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,43.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0
2020.09.09 12:00:00,2020.09.09 10:00:00,0.49609,15.0,208.0,,83.0,0.08984,0.01172,0.02734,0.02734,0.01953,0.02734,0.16016,0.12891,0.00391,0.00391,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2020.09.09 12:00:00,2020.09.09 10:00:00,49.609%,15.0,208.0,,83.0,8.984%,1.172%,2.734%,2.734%,1.953%,2.734%,16.016%,12.891%,0.391%,0.391%,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2020.09.09 14:00:00,2020.09.09 12:00:00,0.67578,4.0,1022.0,,73.0,0.01953,0.01172,0.05859,0.07422,0.06641,0.06641,0.37109,0.00391,0.00391,0.00391,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
2020.09.09 14:00:00,2020.09.09 12:00:00,67.578%,4.0,1022.0,,73.0,1.953%,1.172%,5.859%,7.422%,6.641%,6.641%,37.109%,0.391%,0.391%,0.391%,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
2020.09.09 16:00:00,2020.09.09 14:00:00,46.484%,17.0,280.0,,69.0,7.422%,1.172%,5.078%,3.516%,1.953%,1.953%,24.609%,0.391%,0.391%,0.391%,14.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
2020.09.09 16:00:00,2020.09.09 14:00:00,0.46484,17.0,280.0,,69.0,0.07422,0.01172,0.05078,0.03516,0.01953,0.01953,0.24609,0.00391,0.00391,0.00391,14.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
2020.09.09 18:00:00,2020.09.09 16:00:00,85.547%,21.0,282.0,,71.0,26.172%,1.953%,16.797%,7.422%,4.297%,4.297%,23.828%,0.391%,0.391%,0.391%,19.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
2020.09.09 18:00:00,2020.09.09 16:00:00,0.85547,21.0,282.0,,71.0,0.26172,0.01953,0.16797,0.07422,0.04297,0.04297,0.23828,0.00391,0.00391,0.00391,19.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
2020.09.09 20:00:00,2020.09.09 18:00:00,83.203%,8.0,817.0,,31.0,19.141%,17.578%,39.453%,5.859%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.09.09 20:00:00,2020.09.09 18:00:00,0.83203,8.0,817.0,,31.0,0.19141,0.17578,0.39453,0.05859,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.09.09 22:00:00,2020.09.09 20:00:00,88.672%,12.0,531.0,,17.0,16.016%,8.203%,62.891%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.09.09 22:00:00,2020.09.09 20:00:00,0.88672,12.0,531.0,,17.0,0.16016,0.08203,0.62891,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.09.10 00:00:00,2020.09.09 22:00:00,0.90234,25.0,254.0,,17.0,0.70703,0.04297,0.14453,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.09.10 00:00:00,2020.09.09 22:00:00,90.234%,25.0,254.0,,17.0,70.703%,4.297%,14.453%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.09.10 02:00:00,2020.09.10 00:00:00,89.453%,25.0,268.0,,27.0,67.578%,1.172%,16.797%,1.953%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.09.10 02:00:00,2020.09.10 00:00:00,0.89453,25.0,268.0,,27.0,0.67578,0.01172,0.16797,0.01953,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.09.10 04:00:00,2020.09.10 02:00:00,0.89453,12.0,467.0,,27.0,0.37109,0.25391,0.23047,0.02734,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.09.10 04:00:00,2020.09.10 02:00:00,89.453%,12.0,467.0,,27.0,37.109%,25.391%,23.047%,2.734%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.09.10 06:00:00,2020.09.10 04:00:00,0.92578,17.0,413.0,,95.0,0.37109,0.06641,0.03516,0.18359,0.02734,0.01953,0.04297,0.13672,0.03516,0.00391,14.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2020.09.10 06:00:00,2020.09.10 04:00:00,92.578%,17.0,413.0,,95.0,37.109%,6.641%,3.516%,18.359%,2.734%,1.953%,4.297%,13.672%,3.516%,0.391%,14.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2020.09.10 08:00:00,2020.09.10 06:00:00,0.94141,6.0,970.0,,87.0,0.03516,0.01172,0.08984,0.23828,0.03516,0.02734,0.39453,0.10547,0.00391,0.00391,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
2020.09.10 08:00:00,2020.09.10 06:00:00,94.141%,6.0,970.0,,87.0,3.516%,1.172%,8.984%,23.828%,3.516%,2.734%,39.453%,10.547%,0.391%,0.391%,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
2020.09.10 10:00:00,2020.09.10 08:00:00,0.91797,7.0,970.0,,59.0,0.02734,0.01953,0.23828,0.58984,0.01953,0.01172,0.01172,0.00391,0.00391,0.00391,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
2020.09.10 10:00:00,2020.09.10 08:00:00,91.797%,7.0,970.0,,59.0,2.734%,1.953%,23.828%,58.984%,1.953%,1.172%,1.172%,0.391%,0.391%,0.391%,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
2020.09.10 12:00:00,2020.09.10 10:00:00,93.359%,32.0,229.0,,71.0,21.484%,1.953%,24.609%,21.484%,4.297%,4.297%,13.672%,0.391%,0.391%,0.391%,28.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
