Acquisition Time,Acquisition Start Time,Underwater Percentage,Dive Count,Average Dive Duration,Maximum Dive Duration,Maximum Dive Depth,Layer 1 Percentage,Layer 2 Percentage,Layer 3 Percentage,Layer 4 Percentage,Layer 5 Percentage,Layer 6 Percentage,Layer 7 Percentage,Layer 8 Percentage,Layer 9 Percentage,Layer 10 Percentage,Layer 1 Dive Count,Layer 2 Dive Count,Layer 3 Dive Count,Layer 4 Dive Count,Layer 5 Dive Count,Layer 6 Dive Count,Layer 7 Dive Count,Layer 8 Dive Count,Layer 9 Dive Count,Layer 10 Dive Count
2019.07.15 14:30:00,2019.07.15 14:15:00,0.000%,0.0,0.0,0.0,0.0,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2019.07.15 14:45:00,2019.07.15 14:30:00,0.000%,0.0,0.0,0.0,0.0,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2019.07.15 15:00:00,2019.07.15 14:45:00,0.000%,0.0,0.0,0.0,0.0,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2019.07.15 15:15:00,2019.07.15 15:00:00,0.000%,0.0,0.0,0.0,0.0,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2019.07.15 15:30:00,2019.07.15 15:15:00,0.000%,0.0,0.0,0.0,0.0,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2019.07.15 15:45:00,2019.07.15 15:30:00,0.000%,0.0,0.0,0.0,0.0,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2019.07.15 16:00:00,2019.07.15 15:45:00,0.000%,0.0,0.0,0.0,0.0,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2019.07.15 16:15:00,2019.07.15 16:00:00,0.000%,0.0,0.0,0.0,0.0,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2019.07.15 16:30:00,2019.07.15 16:15:00,0.000%,0.0,0.0,0.0,0.0,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2019.07.15 16:45:00,2019.07.15 16:30:00,0.000%,0.0,0.0,0.0,0.0,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2020.06.29 12:00:00,2020.06.29 10:00:00,0.391%,0.0,0.0,,1.0,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.06.29 14:00:00,2020.06.29 12:00:00,0.391%,0.0,0.0,,1.0,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.10 02:00:00,2020.07.10 00:00:00,0.07422,12.0,44.0,,3.0,0.06641,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.10 02:00:00,2020.07.10 00:00:00,7.422%,12.0,44.0,,3.0,6.641%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.10 04:00:00,2020.07.10 02:00:00,0.74609,55.0,98.0,,19.0,0.43359,0.14453,0.13672,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,50.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.10 04:00:00,2020.07.10 02:00:00,74.609%,55.0,98.0,,19.0,43.359%,14.453%,13.672%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,50.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.10 06:00:00,2020.07.10 04:00:00,0.96484,60.0,109.0,,35.0,0.29297,0.55078,0.03516,0.02734,0.01953,0.00391,0.00391,0.00391,0.00391,0.00391,46.0,7.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
2020.07.10 06:00:00,2020.07.10 04:00:00,96.484%,60.0,109.0,,35.0,29.297%,55.078%,3.516%,2.734%,1.953%,0.391%,0.391%,0.391%,0.391%,0.391%,46.0,7.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
2020.07.10 08:00:00,2020.07.10 06:00:00,92.578%,6.0,1023.0,,9.0,2.734%,89.453%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.10 08:00:00,2020.07.10 06:00:00,0.92578,6.0,1023.0,,9.0,0.02734,0.89453,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.10 10:00:00,2020.07.10 08:00:00,0.94922,13.0,499.0,,9.0,0.06641,0.87109,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.10 10:00:00,2020.07.10 08:00:00,94.922%,13.0,499.0,,9.0,6.641%,87.109%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.10 12:00:00,2020.07.10 10:00:00,94.922%,15.0,507.0,,7.0,57.422%,36.328%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.10 12:00:00,2020.07.10 10:00:00,0.94922,15.0,507.0,,7.0,0.57422,0.36328,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.10 14:00:00,2020.07.10 12:00:00,98.047%,85.0,77.0,,11.0,55.078%,36.328%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,74.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.10 14:00:00,2020.07.10 12:00:00,0.98047,85.0,77.0,,11.0,0.55078,0.36328,0.01172,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,74.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.10 16:00:00,2020.07.10 14:00:00,0.95703,41.0,177.0,,11.0,0.58984,0.33984,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,35.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.10 16:00:00,2020.07.10 14:00:00,95.703%,41.0,177.0,,11.0,58.984%,33.984%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,35.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.10 18:00:00,2020.07.10 16:00:00,94.922%,13.0,538.0,,9.0,47.266%,46.484%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.10 18:00:00,2020.07.10 16:00:00,0.94922,13.0,538.0,,9.0,0.47266,0.46484,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.10 20:00:00,2020.07.10 18:00:00,94.141%,14.0,436.0,,11.0,6.641%,86.328%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.10 20:00:00,2020.07.10 18:00:00,0.94141,14.0,436.0,,11.0,0.06641,0.86328,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.10 22:00:00,2020.07.10 20:00:00,94.922%,51.0,125.0,,9.0,79.297%,12.891%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,43.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.10 22:00:00,2020.07.10 20:00:00,0.94922,51.0,125.0,,9.0,0.79297,0.12891,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,43.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.11 00:00:00,2020.07.10 22:00:00,94.922%,34.0,211.0,,9.0,31.641%,61.328%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,29.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.11 00:00:00,2020.07.10 22:00:00,0.94922,34.0,211.0,,9.0,0.31641,0.61328,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,29.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.11 02:00:00,2020.07.11 00:00:00,0.91016,19.0,374.0,,11.0,0.19141,0.71484,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.11 02:00:00,2020.07.11 00:00:00,91.016%,19.0,374.0,,11.0,19.141%,71.484%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.11 04:00:00,2020.07.11 02:00:00,94.922%,49.0,144.0,,13.0,38.672%,24.609%,27.734%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,45.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.11 04:00:00,2020.07.11 02:00:00,0.94922,49.0,144.0,,13.0,0.38672,0.24609,0.27734,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,45.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.11 06:00:00,2020.07.11 04:00:00,0.98047,132.0,53.0,,7.0,0.88672,0.01172,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,131.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.11 06:00:00,2020.07.11 04:00:00,98.047%,132.0,53.0,,7.0,88.672%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,131.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.11 08:00:00,2020.07.11 06:00:00,0.98047,151.0,47.0,,5.0,0.87891,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.11 08:00:00,2020.07.11 06:00:00,98.047%,151.0,47.0,,5.0,87.891%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.11 10:00:00,2020.07.11 08:00:00,97.266%,157.0,45.0,,1.0,87.891%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.11 10:00:00,2020.07.11 08:00:00,0.97266,157.0,45.0,,1.0,0.87891,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.11 12:00:00,2020.07.11 10:00:00,0.97266,138.0,50.0,,1.0,0.88672,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.11 12:00:00,2020.07.11 10:00:00,97.266%,138.0,50.0,,1.0,88.672%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.11 14:00:00,2020.07.11 12:00:00,97.266%,134.0,52.0,,7.0,87.891%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,133.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.11 14:00:00,2020.07.11 12:00:00,0.97266,134.0,52.0,,7.0,0.87891,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,133.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.11 16:00:00,2020.07.11 14:00:00,0.98047,132.0,53.0,,1.0,0.89453,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.11 16:00:00,2020.07.11 14:00:00,98.047%,132.0,53.0,,1.0,89.453%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.11 18:00:00,2020.07.11 16:00:00,97.266%,102.0,68.0,,3.0,90.234%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.11 18:00:00,2020.07.11 16:00:00,0.97266,102.0,68.0,,3.0,0.90234,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.11 20:00:00,2020.07.11 18:00:00,44.141%,28.0,105.0,,7.0,41.016%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.11 20:00:00,2020.07.11 18:00:00,0.44141,28.0,105.0,,7.0,0.41016,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.11 22:00:00,2020.07.11 20:00:00,26.172%,8.0,243.0,,7.0,23.828%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.11 22:00:00,2020.07.11 20:00:00,0.26172,8.0,243.0,,7.0,0.23828,0.01172,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.12 00:00:00,2020.07.11 22:00:00,0.88672,58.0,112.0,,5.0,0.84766,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.12 00:00:00,2020.07.11 22:00:00,88.672%,58.0,112.0,,5.0,84.766%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.12 02:00:00,2020.07.12 00:00:00,62.891%,49.0,94.0,,1.0,59.766%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.12 02:00:00,2020.07.12 00:00:00,0.62891,49.0,94.0,,1.0,0.59766,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.12 04:00:00,2020.07.12 02:00:00,0.98047,102.0,69.0,,1.0,0.91016,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.12 04:00:00,2020.07.12 02:00:00,98.047%,102.0,69.0,,1.0,91.016%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.12 06:00:00,2020.07.12 04:00:00,0.71484,63.0,80.0,,5.0,0.67578,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.12 06:00:00,2020.07.12 04:00:00,71.484%,63.0,80.0,,5.0,67.578%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.12 08:00:00,2020.07.12 06:00:00,0.98047,74.0,96.0,,3.0,0.93359,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.12 08:00:00,2020.07.12 06:00:00,98.047%,74.0,96.0,,3.0,93.359%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.12 10:00:00,2020.07.12 08:00:00,0.92578,78.0,84.0,,9.0,0.86328,0.01172,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,78.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.12 10:00:00,2020.07.12 08:00:00,92.578%,78.0,84.0,,9.0,86.328%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,78.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.12 12:00:00,2020.07.12 10:00:00,83.984%,49.0,123.0,,9.0,80.078%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.12 12:00:00,2020.07.12 10:00:00,0.83984,49.0,123.0,,9.0,0.80078,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.12 14:00:00,2020.07.12 12:00:00,63.672%,25.0,184.0,,5.0,62.109%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.12 14:00:00,2020.07.12 12:00:00,0.63672,25.0,184.0,,5.0,0.62109,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.12 16:00:00,2020.07.12 14:00:00,81.641%,42.0,127.0,,7.0,77.734%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,39.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.12 16:00:00,2020.07.12 14:00:00,0.81641,42.0,127.0,,7.0,0.77734,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,39.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.12 18:00:00,2020.07.12 16:00:00,91.797%,27.0,257.0,,3.0,90.234%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.12 18:00:00,2020.07.12 16:00:00,0.91797,27.0,257.0,,3.0,0.90234,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.12 20:00:00,2020.07.12 18:00:00,31.641%,19.0,137.0,,7.0,30.078%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.12 20:00:00,2020.07.12 18:00:00,0.31641,19.0,137.0,,7.0,0.30078,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.12 22:00:00,2020.07.12 20:00:00,22.266%,3.0,407.0,,5.0,22.266%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.12 22:00:00,2020.07.12 20:00:00,0.22266,3.0,407.0,,5.0,0.22266,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.13 00:00:00,2020.07.12 22:00:00,51.172%,13.0,282.0,,9.0,48.828%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.13 00:00:00,2020.07.12 22:00:00,0.51172,13.0,282.0,,9.0,0.48828,0.01172,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.13 02:00:00,2020.07.13 00:00:00,47.266%,25.0,136.0,,3.0,45.703%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.13 02:00:00,2020.07.13 00:00:00,0.47266,25.0,136.0,,3.0,0.45703,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.13 04:00:00,2020.07.13 02:00:00,67.578%,49.0,101.0,,5.0,64.453%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.13 04:00:00,2020.07.13 02:00:00,0.67578,49.0,101.0,,5.0,0.64453,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.13 06:00:00,2020.07.13 04:00:00,0.44922,13.0,228.0,,5.0,0.44141,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.13 06:00:00,2020.07.13 04:00:00,44.922%,13.0,228.0,,5.0,44.141%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.13 08:00:00,2020.07.13 06:00:00,91.016%,31.0,221.0,,11.0,87.109%,1.172%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,28.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.13 08:00:00,2020.07.13 06:00:00,0.91016,31.0,221.0,,11.0,0.87109,0.01172,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,28.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.13 10:00:00,2020.07.13 08:00:00,0.61328,24.0,178.0,,15.0,0.58984,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.13 10:00:00,2020.07.13 08:00:00,61.328%,24.0,178.0,,15.0,58.984%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.13 12:00:00,2020.07.13 10:00:00,0.41016,9.0,357.0,,3.0,0.41016,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.13 12:00:00,2020.07.13 10:00:00,41.016%,9.0,357.0,,3.0,41.016%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.13 14:00:00,2020.07.13 12:00:00,55.078%,14.0,271.0,,5.0,54.297%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.13 14:00:00,2020.07.13 12:00:00,0.55078,14.0,271.0,,5.0,0.54297,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.13 16:00:00,2020.07.13 14:00:00,50.391%,4.0,911.0,,3.0,50.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.13 16:00:00,2020.07.13 14:00:00,0.50391,4.0,911.0,,3.0,0.50391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.13 18:00:00,2020.07.13 16:00:00,0.82422,60.0,100.0,,43.0,0.75391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,58.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020.07.13 18:00:00,2020.07.13 16:00:00,82.422%,60.0,100.0,,43.0,75.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,58.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020.07.13 20:00:00,2020.07.13 18:00:00,0.67578,63.0,76.0,,1.0,0.62891,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.07.13 20:00:00,2020.07.13 18:00:00,67.578%,63.0,76.0,,1.0,62.891%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,0.391%,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
